Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.714447,[63 30] ; [ 8 29],[50.79230769 42.20769231] ; [20.20769231 16.79230769],1
a4,1,1.6e-05,18.652385,[54 39] ; [ 6 31],[42.92307692 50.07692308] ; [17.07692308 19.92307692],1
a3,1,9.8e-05,15.181399,[74 19] ; [16 20],[64.88372093 28.11627907] ; [25.11627907 10.88372093],1
d2,1,0.000107,15.012606,[58 34] ; [ 9 27],[48.15625 43.84375] ; [18.84375 17.15625],1
n4,1,0.001474,10.111054,[73 19] ; [19 18],[65.6124031 26.3875969] ; [26.3875969 10.6124031],0
r1,1,0.001675,9.875282,[79 12] ; [23 14],[72.515625 18.484375] ; [29.484375  7.515625],0
d4,1,0.002224,9.354948,[83 10] ; [24 12],[77.13953488 15.86046512] ; [29.86046512  6.13953488],0
n5,1,0.004244,8.176387,[72 19] ; [20 17],[65.40625 25.59375] ; [26.59375 10.40625],0
a6,1,0.008913,6.840154,[61 32] ; [15 22],[54.36923077 38.63076923] ; [21.63076923 15.36923077],0
s6,1,0.010035,6.628756,[83  9] ; [26 10],[78.34375 13.65625] ; [30.65625  5.34375],0
d5,1,0.015996,5.803324,[80 13] ; [25 12],[75.11538462 17.88461538] ; [29.88461538  7.11538462],0
n6,1,0.018902,5.510593,[83  8] ; [28  9],[78.9140625 12.0859375] ; [32.0859375  4.9140625],0
b3,1,0.028398,4.803752,[28 30] ; [ 5 18],[23.62962963 34.37037037] ; [ 9.37037037 13.62962963],0
b2,1,0.028398,4.803752,[28 30] ; [ 5 18],[23.62962963 34.37037037] ; [ 9.37037037 13.62962963],0
s8,1,0.031869,4.605514,[54 38] ; [14 23],[48.49612403 43.50387597] ; [19.50387597 17.49612403],0
r2,1,0.038182,4.296897,[88  2] ; [33  4],[85.7480315  4.2519685] ; [35.2519685  1.7480315],0
r4,1,0.04146,4.157094,[85  8] ; [29  8],[81.55384615 11.44615385] ; [32.44615385  4.55384615],0
p10,1,0.052644,3.755194,[77 14] ; [25 11],[73.08661417 17.91338583] ; [28.91338583  7.08661417],0
a7,1,0.058403,3.582163,[70 23] ; [21 15],[65.60465116 27.39534884] ; [25.39534884 10.60465116],0
u1,1,0.060797,3.51552,[17 76] ; [ 2 35],[13.59230769 79.40769231] ; [ 5.40769231 31.59230769],0
p4,1,0.06879,3.311657,[43 48] ; [11 26],[38.390625 52.609375] ; [15.609375 21.390625],0
v2,1,0.079892,3.067095,[50 39] ; [14 22],[45.568 43.432] ; [18.432 17.568],0
d3,1,0.080576,3.053246,[63 30] ; [19 18],[58.66153846 34.33846154] ; [23.33846154 13.66153846],0
s3,1,0.089409,2.884979,[65 22] ; [22 15],[61.04032258 25.95967742] ; [25.95967742 11.04032258],0
b4,1,0.090972,2.857091,[53 40] ; [27 10],[57.23076923 35.76923077] ; [22.76923077 14.23076923],0
p9,1,0.130134,2.290909,[78 13] ; [26  9],[75.11111111 15.88888889] ; [28.88888889  6.11111111],0
v1,1,0.179152,1.804644,[53 39] ; [16 20],[49.59375 42.40625] ; [19.40625 16.59375],0
p12,1,0.213357,1.548503,[12 81] ; [ 2 35],[10.01538462 82.98461538] ; [ 3.98461538 33.01538462],0
s2,1,0.232963,1.422677,[67 25] ; [23 14],[64.18604651 27.81395349] ; [25.81395349 11.18604651],0
v3,1,0.239639,1.382716,[35 55] ; [10 26],[32.14285714 57.85714286] ; [12.85714286 23.14285714],0
p1,1,0.242276,1.367304,[ 7 86] ; [ 5 30],[ 8.71875 84.28125] ; [ 3.28125 31.71875],0
s4,1,0.260673,1.265181,[23 68] ; [13 24],[25.59375 65.40625] ; [10.40625 26.59375],0
n3,1,0.281325,1.160678,[21  6] ; [8 5],[19.575  7.425] ; [9.425 3.575],0
p5,1,0.288462,1.126786,[11 82] ; [ 2 34],[ 9.37209302 83.62790698] ; [ 3.62790698 32.37209302],0
b5,1,0.304127,1.05601,[52 41] ; [17 20],[49.36153846 43.63846154] ; [19.63846154 17.36153846],0
a8,1,0.310835,1.027123,[11 70] ; [ 7 26],[12.78947368 68.21052632] ; [ 5.21052632 27.78947368],0
p2,1,0.387736,0.74603,[71 22] ; [30  6],[72.81395349 20.18604651] ; [28.18604651  7.81395349],0
v4,1,0.389284,0.741176,[86  4] ; [33  3],[85.  5.] ; [34.  2.],0
u2,1,0.44419,0.585434,[ 6 11] ; [10 11],[7.15789474 9.84210526] ; [ 8.84210526 12.15789474],0
p11,1,0.446171,0.580361,[69 24] ; [25 12],[67.24615385 25.75384615] ; [26.75384615 10.24615385],0
a1,1,0.51209,0.429795,[ 5 88] ; [ 1 36],[ 4.29230769 88.70769231] ; [ 1.70769231 35.29230769],0
u3,1,0.53645,0.382158,[ 9 10] ; [12  9],[9.975 9.025] ; [11.025  9.975],0
p8,1,0.566006,0.329412,[35 55] ; [16 20],[36.42857143 53.57142857] ; [14.57142857 21.42857143],0
s1,1,0.58535,0.297665,[ 3 87] ; [ 2 35],[ 3.54330709 86.45669291] ; [ 1.45669291 35.54330709],0
r3,1,0.718528,0.129907,[86  6] ; [33  3],[85.53125  6.46875] ; [33.46875  2.53125],0
n1,1,0.745657,0.105216,[11 16] ; [6 7],[11.475 15.525] ; [5.525 7.475],0
s7,1,0.752055,0.099813,[55 37] ; [21 16],[54.20155039 37.79844961] ; [21.79844961 15.20155039],0
p7,1,0.753343,0.098744,[53 35] ; [20 15],[52.22764228 35.77235772] ; [20.77235772 14.22764228],0
n2,1,0.893852,0.017804,[21  7] ; [10  3],[21.17073171  6.82926829] ; [9.82926829 3.17073171],0
p6,1,0.907787,0.013417,[28 63] ; [11 26],[27.7265625 63.2734375] ; [11.2734375 25.7265625],0
b1,1,0.970068,0.001408,[33 60] ; [13 24],[32.90769231 60.09230769] ; [13.09230769 23.90769231],0
