Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001173,10.53214,[8 7] ; [11 61],[ 3.27586207 11.72413793] ; [15.72413793 56.27586207],0
a2,1,0.514758,0.424383,[ 2 14] ; [14 58],[ 2.90909091 13.09090909] ; [13.09090909 58.90909091],0
v4,1,0.541516,0.372738,[15  1] ; [62  8],[14.3255814  1.6744186] ; [62.6744186  7.3255814],0
r3,1,0.561608,0.336928,[15  1] ; [64  8],[14.36363636  1.63636364] ; [64.63636364  7.36363636],0
d3,1,0.584643,0.298789,[11  5] ; [43 27],[10.04651163  5.95348837] ; [43.95348837 26.04651163],0
u3,1,0.611732,0.25766,[5 2] ; [14  9],[4.43333333 2.56666667] ; [14.56666667  8.43333333],0
b4,1,0.686443,0.162963,[8 8] ; [40 32],[8.72727273 7.27272727] ; [39.27272727 32.72727273],0
a6,1,0.695525,0.153169,[10  6] ; [48 23],[10.66666667  5.33333333] ; [47.33333333 23.66666667],0
u2,1,0.699638,0.148849,[6 1] ; [19  5],[5.64516129 1.35483871] ; [19.35483871  4.64516129],0
p1,1,0.717447,0.130952,[ 1 15] ; [ 3 69],[ 0.72727273 15.27272727] ; [ 3.27272727 68.72727273],0
n4,1,0.724743,0.123994,[9 7] ; [37 35],[8.36363636 7.63636364] ; [37.63636364 34.36363636],0
u1,1,0.740125,0.110017,[ 2 14] ; [ 7 65],[ 1.63636364 14.36363636] ; [ 7.36363636 64.63636364],0
d1,1,0.762488,0.091334,[8 8] ; [33 39],[7.45454545 8.54545455] ; [33.54545455 38.45454545],0
v2,1,0.775151,0.081592,[7 8] ; [34 33],[7.5 7.5] ; [33.5 33.5],0
p10,1,0.778653,0.079003,[10  6] ; [47 24],[10.48275862  5.51724138] ; [46.51724138 24.48275862],0
a4,1,0.790984,0.070243,[ 5 11] ; [25 47],[ 5.45454545 10.54545455] ; [24.54545455 47.45454545],0
v3,1,0.797055,0.066131,[ 4 11] ; [16 52],[ 3.61445783 11.38554217] ; [16.38554217 51.61445783],0
p4,1,0.805295,0.060763,[10  6] ; [42 29],[9.56321839 6.43678161] ; [42.43678161 28.56321839],0
b2,1,0.85146,0.035065,[ 2 10] ; [ 8 34],[2.22222222 9.77777778] ; [ 7.77777778 34.22222222],0
b3,1,0.85146,0.035065,[ 2 10] ; [ 8 34],[2.22222222 9.77777778] ; [ 7.77777778 34.22222222],0
b1,1,0.872596,0.025716,[11  5] ; [48 24],[10.72727273  5.27272727] ; [48.27272727 23.72727273],0
p8,1,0.886771,0.020275,[9 7] ; [38 32],[8.74418605 7.25581395] ; [38.25581395 31.74418605],0
n3,1,0.908433,0.013229,[5 2] ; [14  5],[5.11538462 1.88461538] ; [13.88461538  5.11538462],0
p2,1,0.909816,0.01283,[13  3] ; [56 14],[12.8372093  3.1627907] ; [56.1627907 13.8372093],0
p5,1,0.910048,0.012764,[ 1 15] ; [ 5 66],[ 1.10344828 14.89655172] ; [ 4.89655172 66.10344828],0
n5,1,0.959407,0.002591,[8 8] ; [36 35],[8.09195402 7.90804598] ; [35.90804598 35.09195402],0
n1,1,0.968346,0.001575,[2 5] ; [ 5 13],[1.96 5.04] ; [ 5.04 12.96],0
