Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001173,10.53214,[8 7] ; [11 61],[ 3.27586207 11.72413793] ; [15.72413793 56.27586207],0
p6,1,0.001372,10.242486,[11  5] ; [18 50],[ 5.52380952 10.47619048] ; [23.47619048 44.52380952],0
s6,1,0.010613,6.528965,[14  2] ; [38 34],[9.45454545 6.54545455] ; [42.54545455 29.45454545],0
a5,1,0.030212,4.697168,[ 6 10] ; [48 24],[9.81818182 6.18181818] ; [44.18181818 27.81818182],0
p3,1,0.055101,3.679021,[11  5] ; [30 41],[7.54022989 8.45977011] ; [33.45977011 37.54022989],0
s7,1,0.055103,3.678968,[9 6] ; [22 44],[5.74074074 9.25925926] ; [25.25925926 40.74074074],0
s3,1,0.086731,2.934023,[12  4] ; [36 34],[8.93023256 7.06976744] ; [39.06976744 30.93023256],0
s2,1,0.119213,2.427627,[9 7] ; [25 46],[6.25287356 9.74712644] ; [27.74712644 43.25287356],0
d4,1,0.127781,2.319259,[14  2] ; [48 22],[11.53488372  4.46511628] ; [50.46511628 19.53488372],0
r1,1,0.168582,1.895506,[9 7] ; [53 19],[11.27272727  4.72727273] ; [50.72727273 21.27272727],0
b5,1,0.171436,1.870339,[8 8] ; [49 23],[10.36363636  5.63636364] ; [46.63636364 25.36363636],0
a7,1,0.21,1.571429,[8 8] ; [48 24],[10.18181818  5.81818182] ; [45.81818182 26.18181818],0
p11,1,0.210169,1.570262,[9 7] ; [52 20],[11.09090909  4.90909091] ; [49.90909091 22.09090909],0
r2,1,0.260715,1.264957,[11  5] ; [57 13],[12.65116279  3.34883721] ; [55.34883721 14.65116279],0
d2,1,0.377661,0.778301,[8 8] ; [27 44],[6.43678161 9.56321839] ; [28.56321839 42.43678161],0
d5,1,0.381364,0.766301,[13  3] ; [50 21],[11.5862069  4.4137931] ; [51.4137931 19.5862069],0
v1,1,0.39386,0.726991,[ 5 11] ; [30 40],[6.51162791 9.48837209] ; [28.48837209 41.51162791],0
a3,1,0.430111,0.622524,[9 7] ; [48 24],[10.36363636  5.63636364] ; [46.63636364 25.36363636],0
s8,1,0.430111,0.622524,[7 9] ; [24 48],[ 5.63636364 10.36363636] ; [25.36363636 46.63636364],0
r4,1,0.440711,0.594431,[10  6] ; [52 20],[11.27272727  4.72727273] ; [50.72727273 21.27272727],0
a8,1,0.479157,0.500782,[ 1 15] ; [ 8 56],[ 1.8 14.2] ; [ 7.2 56.8],0
p9,1,0.513246,0.427444,[10  6] ; [51 21],[11.09090909  4.90909091] ; [49.90909091 22.09090909],0
