Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.310814,[11 26] ; [174  82],[23.36177474 13.63822526] ; [161.63822526  94.36177474],1
p10,1,1.5e-05,18.727728,[23 13] ; [233  26],[31.24067797  4.75932203] ; [224.75932203  34.24067797],1
p4,1,5.2e-05,16.386728,[16 20] ; [199  61],[26.14864865  9.85135135] ; [188.85135135  71.14864865],1
p7,1,6.6e-05,15.919473,[14 20] ; [189  65],[23.96527778 10.03472222] ; [179.03472222  74.96527778],1
p9,1,0.00021,13.737207,[26 10] ; [237  20],[32.31399317  3.68600683] ; [230.68600683  26.31399317],1
r4,1,0.000847,11.13424,[30  7] ; [249  12],[34.6409396  2.3590604] ; [244.3590604  16.6409396],1
r3,1,0.001084,10.678299,[33  4] ; [257   4],[36.00671141  0.99328859] ; [253.99328859   7.00671141],0
n4,1,0.003094,8.751233,[25 12] ; [225  35],[31.14478114  5.85521886] ; [218.85521886  41.14478114],0
n6,1,0.007127,7.240558,[27  9] ; [233  25],[31.83673469  4.16326531] ; [228.16326531  29.83673469],0
p3,1,0.007235,7.213569,[14 21] ; [166  95],[21.28378378 13.71621622] ; [158.71621622 102.28378378],0
p11,1,0.008205,6.988214,[25 12] ; [222  39],[30.66778523  6.33221477] ; [216.33221477  44.66778523],0
s1,1,0.012395,6.253545,[ 3 33] ; [  4 254],[ 0.85714286 35.14285714] ; [  6.14285714 251.85714286],0
v4,1,0.013714,6.074625,[34  3] ; [256   4],[36.12794613  0.87205387] ; [253.87205387   6.12794613],0
n5,1,0.017125,5.683564,[26 11] ; [222  37],[31.  6.] ; [217.  42.],0
a7,1,0.048864,3.880035,[24 13] ; [207  54],[28.68120805  8.31879195] ; [202.31879195  58.68120805],0
v3,1,0.053241,3.736352,[13 20] ; [143 107],[18.19081272 14.80918728] ; [137.80918728 112.19081272],0
u3,1,0.071137,3.256579,[9 1] ; [27 18],[6.54545455 3.45454545] ; [29.45454545 15.54545455],0
r1,1,0.087723,2.915661,[29  8] ; [229  30],[32.25  4.75] ; [225.75  33.25],0
r2,1,0.088695,2.897902,[34  3] ; [252   7],[35.75  1.25] ; [250.25   8.75],0
v2,1,0.103608,2.649108,[21 13] ; [191  64],[24.94117647  9.05882353] ; [187.05882353  67.94117647],0
a3,1,0.121838,2.393531,[27 10] ; [216  43],[30.375  6.625] ; [212.625  46.375],0
s3,1,0.144214,2.132413,[26 11] ; [147 108],[21.92123288 15.07876712] ; [151.07876712 103.92123288],0
a8,1,0.161151,1.963389,[ 2 31] ; [ 34 191],[ 4.60465116 28.39534884] ; [ 31.39534884 193.60465116],0
s2,1,0.167219,1.907703,[26 11] ; [150 107],[22.14965986 14.85034014] ; [153.85034014 103.14965986],0
n3,1,0.177283,1.820258,[8 7] ; [29 11],[10.09090909  4.90909091] ; [26.90909091 13.09090909],0
n1,1,0.184625,1.76,[9 6] ; [16 24],[6.81818182 8.18181818] ; [18.18181818 21.81818182],0
n2,1,0.299935,1.074481,[10  5] ; [32  8],[11.45454545  3.54545455] ; [30.54545455  9.45454545],0
a6,1,0.310285,1.029463,[24 12] ; [194  66],[26.51351351  9.48648649] ; [191.48648649  68.51351351],0
p6,1,0.326737,0.961788,[14 21] ; [125 131],[16.71821306 18.28178694] ; [122.28178694 133.71821306],0
a4,1,0.33224,0.940146,[25 12] ; [154 106],[22.2996633 14.7003367] ; [156.7003367 103.2996633],0
s7,1,0.358294,0.843864,[22 13] ; [136 113],[19.47183099 15.52816901] ; [138.52816901 110.47183099],0
a1,1,0.360715,0.835402,[ 3 34] ; [ 12 249],[ 1.86241611 35.13758389] ; [ 13.13758389 247.86241611],0
a2,1,0.402701,0.700247,[11 26] ; [ 96 165],[13.2852349 23.7147651] ; [ 93.7147651 167.2852349],0
s4,1,0.462291,0.540341,[ 7 28] ; [ 39 218],[ 5.51369863 29.48630137] ; [ 40.48630137 216.51369863],0
p12,1,0.526683,0.400788,[ 3 33] ; [ 31 229],[ 4.13513514 31.86486486] ; [ 29.86486486 230.13513514],0
s6,1,0.546393,0.363818,[28  8] ; [187  69],[26.50684932  9.49315068] ; [188.49315068  67.50684932],0
a5,1,0.546503,0.36362,[31  6] ; [228  33],[32.15771812  4.84228188] ; [226.84228188  34.15771812],0
b4,1,0.553163,0.351682,[24 13] ; [156 105],[22.34899329 14.65100671] ; [157.65100671 103.34899329],0
u2,1,0.556022,0.346639,[7 3] ; [27 18],[6.18181818 3.81818182] ; [27.81818182 17.18181818],0
b5,1,0.56106,0.337873,[22 15] ; [168  93],[23.59060403 13.40939597] ; [166.40939597  94.59060403],0
d3,1,0.623628,0.240802,[31  5] ; [232  29],[31.87878788  4.12121212] ; [231.12121212  29.87878788],0
u4,1,0.648547,0.207737,[ 2 35] ; [ 10 251],[ 1.48993289 35.51006711] ; [ 10.51006711 250.48993289],0
s5,1,0.686424,0.162984,[14 20] ; [113 139],[15.0979021 18.9020979] ; [111.9020979 140.0979021],0
