Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,31.626996,[159 181] ; [70 17],[182.34192037 157.65807963] ; [46.65807963 40.34192037],1
s2,1,1e-06,24.001246,[123 219] ; [56 30],[143.03271028 198.96728972] ; [35.96728972 50.03271028],1
s5,1,3e-06,21.742314,[ 64 272] ; [35 45],[ 79.96153846 256.03846154] ; [19.03846154 60.96153846],1
s3,1,4.5e-05,16.651989,[153 186] ; [60 26],[169.89882353 169.10117647] ; [43.10117647 42.89882353],1
s7,1,9.3e-05,15.280729,[110 215] ; [48 36],[125.55012225 199.44987775] ; [32.44987775 51.55012225],1
a8,1,0.006301,7.462255,[ 41 276] ; [ 2 80],[ 34.16290727 282.83709273] ; [ 8.83709273 73.16290727],0
p6,1,0.008919,6.838958,[ 75 265] ; [31 56],[ 84.4028103 255.5971897] ; [21.5971897 65.4028103],0
n4,1,0.022713,5.19029,[241 102] ; [50 37],[232.12325581 110.87674419] ; [58.87674419 28.12325581],0
b2,1,0.022877,5.177785,[ 65 130] ; [ 7 37],[ 58.74476987 136.25523013] ; [13.25523013 30.74476987],0
b3,1,0.022877,5.177785,[ 65 130] ; [ 7 37],[ 58.74476987 136.25523013] ; [13.25523013 30.74476987],0
d3,1,0.026536,4.920761,[210 131] ; [64 22],[218.81498829 122.18501171] ; [55.18501171 30.81498829],0
u3,1,0.027677,4.848103,[52 68] ; [22 12],[57.66233766 62.33766234] ; [16.33766234 17.66233766],0
n3,1,0.068299,3.323432,[65 38] ; [25  6],[69.17910448 33.82089552] ; [20.82089552 10.17910448],0
s8,1,0.105599,2.618883,[103 240] ; [34 53],[109.28139535 233.71860465] ; [27.71860465 59.28139535],0
v4,1,0.172184,1.863828,[300  41] ; [81  6],[303.55373832  37.44626168] ; [77.44626168  9.55373832],0
p11,1,0.270014,1.216675,[238 105] ; [55 32],[233.71860465 109.28139535] ; [59.28139535 27.71860465],0
r4,1,0.27998,1.167186,[278  65] ; [66 21],[274.4  68.6] ; [69.6 17.4],0
p9,1,0.282398,1.155514,[239  98] ; [66 20],[242.99054374  94.00945626] ; [62.00945626 23.99054374],0
r1,1,0.288799,1.12521,[244  98] ; [57 30],[239.95804196 102.04195804] ; [61.04195804 25.95804196],0
p3,1,0.294607,1.098449,[117 225] ; [35 52],[121.17482517 220.82517483] ; [30.82517483 56.17482517],0
b5,1,0.305195,1.051355,[188 155] ; [53 34],[192.23953488 150.76046512] ; [48.76046512 38.23953488],0
u2,1,0.320005,0.988928,[59 61] ; [20 14],[61.55844156 58.44155844] ; [17.44155844 16.55844156],0
a1,1,0.325057,0.968489,[ 16 327] ; [ 2 85],[ 14.35813953 328.64186047] ; [ 3.64186047 83.35813953],0
s1,1,0.333566,0.935003,[ 12 328] ; [ 5 81],[ 13.56807512 326.43192488] ; [ 3.43192488 82.56807512],0
p4,1,0.348633,0.878427,[149 191] ; [43 44],[152.88056206 187.11943794] ; [39.11943794 47.88056206],0
b1,1,0.352508,0.864409,[145 198] ; [32 55],[141.18837209 201.81162791] ; [35.81162791 51.18837209],0
d5,1,0.359543,0.839489,[259  83] ; [61 25],[255.70093458  86.29906542] ; [64.29906542 21.70093458],0
r3,1,0.372897,0.793987,[305  36] ; [74 12],[302.66744731  38.33255269] ; [76.33255269  9.66744731],0
n5,1,0.403368,0.698264,[219 120] ; [52 35],[215.65492958 123.34507042] ; [55.34507042 31.65492958],0
p2,1,0.40907,0.681502,[245  98] ; [66 21],[248.07674419  94.92325581] ; [62.92325581 24.07674419],0
p10,1,0.421483,0.646175,[231 109] ; [63 24],[234.09836066 105.90163934] ; [59.90163934 27.09836066],0
a2,1,0.428583,0.626661,[ 68 275] ; [14 73],[ 65.40930233 277.59069767] ; [16.59069767 70.40930233],0
b4,1,0.492752,0.470511,[195 148] ; [53 34],[197.82325581 145.17674419] ; [50.17674419 36.82325581],0
p7,1,0.529074,0.396171,[174 164] ; [47 38],[176.59101655 161.40898345] ; [44.40898345 40.59101655],0
a6,1,0.549983,0.357347,[224 118] ; [54 33],[221.62237762 120.37762238] ; [56.37762238 30.62237762],0
a3,1,0.555192,0.348097,[220 122] ; [53 34],[217.63636364 124.36363636] ; [55.36363636 31.63636364],0
p1,1,0.558209,0.342815,[ 18 323] ; [ 6 81],[ 19.12149533 321.87850467] ; [ 4.87850467 82.12149533],0
n1,1,0.562737,0.334988,[36 68] ; [ 9 22],[34.66666667 69.33333333] ; [10.33333333 20.66666667],0
v2,1,0.574392,0.315388,[134 195] ; [31 52],[131.75970874 197.24029126] ; [33.24029126 49.75970874],0
a4,1,0.576497,0.311933,[137 205] ; [32 55],[134.72727273 207.27272727] ; [34.27272727 52.72727273],0
a5,1,0.577383,0.310484,[220 123] ; [53 34],[217.76511628 125.23488372] ; [55.23488372 31.76511628],0
n2,1,0.607187,0.264291,[70 36] ; [22  9],[71.18248175 34.81751825] ; [20.81751825 10.18248175],0
v3,1,0.664034,0.18866,[ 86 247] ; [20 65],[ 84.44497608 248.55502392] ; [21.55502392 63.44497608],0
a7,1,0.703484,0.144873,[234 108] ; [57 29],[232.52803738 109.47196262] ; [58.47196262 27.52803738],0
n6,1,0.802848,0.062331,[259  83] ; [67 20],[259.88811189  82.11188811] ; [66.11188811 20.88811189],0
d1,1,0.8323,0.044839,[177 166] ; [46 41],[177.88139535 165.11860465] ; [45.11860465 41.88139535],0
p12,1,0.834131,0.043851,[ 14 328] ; [ 4 83],[ 14.34965035 327.65034965] ; [ 3.65034965 83.34965035],0
p8,1,0.906133,0.013905,[136 204] ; [35 51],[136.47887324 203.52112676] ; [34.52112676 51.47887324],0
u1,1,0.906239,0.013873,[ 45 298] ; [11 76],[ 44.66976744 298.33023256] ; [11.33023256 75.66976744],0
r2,1,0.92439,0.009007,[301  37] ; [76  9],[301.24349882  36.75650118] ; [75.75650118  9.24349882],0
d2,1,0.959301,0.002604,[153 186] ; [39 48],[152.78873239 186.21126761] ; [39.21126761 47.78873239],0
d4,1,0.96118,0.002369,[261  79] ; [67 20],[261.17096019  78.82903981] ; [66.82903981 20.17096019],0
