Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,130.989575,[194  67] ; [ 20 119],[139.635 121.365] ; [74.365 64.635],1
d3,1,0.0,110.951332,[232  30] ; [53 85],[186.675  75.325] ; [98.325 39.675],1
d5,1,0.0,96.661603,[254   7] ; [83 56],[219.8925  41.1075] ; [117.1075  21.8925],1
d4,1,0.0,94.017976,[258   3] ; [89 49],[226.98496241  34.01503759] ; [120.01503759  17.98496241],1
u1,1,0.0,50.622359,[ 88 176] ; [  3 136],[ 59.61290323 204.38709677] ; [ 31.38709677 107.61290323],1
a4,1,0.0,46.029397,[161 103] ; [ 35 103],[128.71641791 135.28358209] ; [67.28358209 70.71641791],1
a2,1,0.0,44.249702,[104 160] ; [ 11 128],[ 75.33498759 188.66501241] ; [39.66501241 99.33498759],1
a5,1,0.0,34.686559,[226  38] ; [82 56],[202.26865672  61.73134328] ; [105.73134328  32.26865672],1
a3,1,3e-06,21.818389,[219  44] ; [86 52],[200.03740648  62.96259352] ; [104.96259352  33.03740648],1
p4,1,0.000166,14.185775,[193  69] ; [76 62],[176.195  85.805] ; [92.805 45.195],1
a6,1,0.001933,9.612248,[186  75] ; [77 61],[172.03759398  88.96240602] ; [90.96240602 47.03759398],0
a7,1,0.00338,8.589995,[204  60] ; [87 50],[191.58104738  72.41895262] ; [99.41895262 37.58104738],0
v2,1,0.004872,7.926194,[160  91] ; [65 68],[147.0703125 103.9296875] ; [77.9296875 55.0703125],0
s8,1,0.006046,7.536565,[183  79] ; [78 61],[170.5286783  91.4713217] ; [90.4713217 48.5286783],0
p3,1,0.009302,6.763824,[154 109] ; [62 76],[141.66583541 121.33416459] ; [74.33416459 63.66583541],0
n4,1,0.010304,6.581614,[216  47] ; [98 40],[205.94014963  57.05985037] ; [108.05985037  29.94014963],0
r1,1,0.011744,6.349051,[228  35] ; [106  32],[219.05735661  43.94264339] ; [114.94264339  23.05735661],0
r4,1,0.013114,6.15365,[250  14] ; [122  17],[243.69230769  20.30769231] ; [128.30769231  10.69230769],0
r2,1,0.015452,5.864239,[256   6] ; [127  10],[251.49373434  10.50626566] ; [131.50626566   5.49373434],0
v4,1,0.015937,5.809818,[260   4] ; [129   8],[256.09975062   7.90024938] ; [132.90024938   4.09975062],0
s7,1,0.01881,5.519055,[195  58] ; [87 45],[185.31428571  67.68571429] ; [96.68571429 35.31428571],0
