Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.013225,6.138745,[3 5] ; [ 4 49],[0.91803279 7.08196721] ; [ 6.08196721 46.91803279],0
b5,1,0.020026,5.409589,[7 1] ; [23 30],[3.93442623 4.06557377] ; [26.06557377 26.93442623],0
v3,1,0.033522,4.518928,[4 4] ; [ 9 44],[1.70491803 6.29508197] ; [11.29508197 41.70491803],0
d5,1,0.052331,3.765171,[7 1] ; [27 26],[4.45901639 3.54098361] ; [29.54098361 23.45901639],0
v4,1,0.052331,3.765171,[7 1] ; [27 26],[4.45901639 3.54098361] ; [29.54098361 23.45901639],0
d1,1,0.072984,3.214592,[5 3] ; [16 37],[2.75409836 5.24590164] ; [18.24590164 34.75409836],0
d4,1,0.09543,2.780312,[7 1] ; [30 23],[4.85245902 3.14754098] ; [32.14754098 20.85245902],0
n6,1,0.104957,2.628562,[6 2] ; [23 29],[3.86666667 4.13333333] ; [25.13333333 26.86666667],0
a3,1,0.142293,2.15299,[7 1] ; [31 20],[5.15254237 2.84745763] ; [32.84745763 18.15254237],0
s7,1,0.169708,1.885522,[3 5] ; [ 8 40],[1.57142857 6.42857143] ; [ 9.42857143 38.57142857],0
s6,1,0.184844,1.758242,[4 4] ; [14 38],[2.4 5.6] ; [15.6 36.4],0
d2,1,0.239938,1.380961,[5 3] ; [21 31],[3.46666667 4.53333333] ; [22.53333333 29.46666667],0
p4,1,0.245679,1.347709,[3 4] ; [12 41],[1.75 5.25] ; [13.25 39.75],0
a7,1,0.265207,1.24137,[5 3] ; [22 31],[3.54098361 4.45901639] ; [23.45901639 29.54098361],0
s8,1,0.297075,1.087278,[2 6] ; [ 6 46],[1.06666667 6.93333333] ; [ 6.93333333 45.06666667],0
p8,1,0.324732,0.969791,[3 5] ; [11 40],[1.89830508 6.10169492] ; [12.10169492 38.89830508],0
a4,1,0.35999,0.837928,[4 4] ; [17 34],[2.84745763 5.15254237] ; [18.15254237 32.84745763],0
b4,1,0.372934,0.793866,[6 2] ; [31 22],[4.85245902 3.14754098] ; [32.14754098 20.85245902],0
r4,1,0.380674,0.768525,[2 6] ; [ 7 46],[1.18032787 6.81967213] ; [ 7.81967213 45.18032787],0
p7,1,0.401115,0.704982,[1 6] ; [15 36],[1.93103448 5.06896552] ; [14.06896552 36.93103448],0
s2,1,0.48055,0.497614,[2 6] ; [ 8 45],[1.31147541 6.68852459] ; [ 8.68852459 44.31147541],0
p11,1,0.594926,0.282717,[3 5] ; [15 38],[2.36065574 5.63934426] ; [15.63934426 37.36065574],0
n5,1,0.614728,0.253348,[6 2] ; [35 18],[5.37704918 2.62295082] ; [35.62295082 17.37704918],0
r1,1,0.6508,0.204893,[4 4] ; [22 31],[3.40983607 4.59016393] ; [22.59016393 30.40983607],0
s5,1,0.662343,0.19069,[1 7] ; [10 43],[1.44262295 6.55737705] ; [ 9.55737705 43.44262295],0
v1,1,0.687087,0.162257,[2 6] ; [17 36],[2.49180328 5.50819672] ; [16.50819672 36.49180328],0
a5,1,0.725945,0.122868,[4 4] ; [30 23],[4.45901639 3.54098361] ; [29.54098361 23.45901639],0
p9,1,0.730326,0.118812,[3 5] ; [22 28],[3.44827586 4.55172414] ; [21.55172414 28.44827586],0
a1,1,0.749637,0.101836,[1 7] ; [ 9 44],[1.31147541 6.68852459] ; [ 8.68852459 44.31147541],0
s3,1,0.772989,0.083214,[2 6] ; [15 35],[2.34482759 5.65517241] ; [14.65517241 35.34482759],0
s1,1,0.786055,0.073678,[1 7] ; [ 5 48],[0.78688525 7.21311475] ; [ 5.21311475 47.78688525],0
p5,1,0.814541,0.055024,[1 7] ; [ 5 46],[0.81355932 7.18644068] ; [ 5.18644068 45.81355932],0
p3,1,0.822178,0.05051,[2 6] ; [15 37],[2.26666667 5.73333333] ; [14.73333333 37.26666667],0
r2,1,0.826605,0.047987,[5 2] ; [35 17],[4.74576271 2.25423729] ; [35.25423729 16.74576271],0
p1,1,0.847065,0.037197,[1 7] ; [ 8 45],[1.18032787 6.81967213] ; [ 7.81967213 45.18032787],0
s4,1,0.847065,0.037197,[1 7] ; [ 8 45],[1.18032787 6.81967213] ; [ 7.81967213 45.18032787],0
d3,1,0.881228,0.022324,[4 4] ; [25 28],[3.80327869 4.19672131] ; [25.19672131 27.80327869],0
n1,1,0.894036,0.017742,[1 1] ; [14 17],[0.90909091 1.09090909] ; [14.09090909 16.90909091],0
b3,1,0.895405,0.017284,[2 4] ; [13 23],[2.14285714 3.85714286] ; [12.85714286 23.14285714],0
b2,1,0.895405,0.017284,[2 4] ; [13 23],[2.14285714 3.85714286] ; [12.85714286 23.14285714],0
p10,1,0.908797,0.013123,[3 5] ; [21 32],[3.14754098 4.85245902] ; [20.85245902 32.14754098],0
b1,1,0.908797,0.013123,[5 3] ; [32 21],[4.85245902 3.14754098] ; [32.14754098 20.85245902],0
p2,1,0.958469,0.002712,[3 5] ; [20 32],[3.06666667 4.93333333] ; [19.93333333 32.06666667],0
a6,1,0.960321,0.002475,[4 4] ; [26 27],[3.93442623 4.06557377] ; [26.06557377 26.93442623],0
n4,1,0.989763,0.000165,[5 3] ; [33 20],[4.98360656 3.01639344] ; [33.01639344 19.98360656],0
