Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.01011,6.615391,[ 9 13] ; [15 78],[ 4.59130435 17.40869565] ; [19.40869565 73.59130435],0
n1,1,0.035099,4.440336,[8 3] ; [14 24],[4.93877551 6.06122449] ; [17.06122449 20.93877551],0
p3,1,0.073838,3.19556,[ 9 13] ; [22 76],[ 5.68333333 16.31666667] ; [25.31666667 72.68333333],0
u3,1,0.107511,2.590427,[6 2] ; [18 23],[3.91836735 4.08163265] ; [20.08163265 20.91836735],0
b1,1,0.114594,2.489687,[15  8] ; [46 52],[11.59504132 11.40495868] ; [49.40495868 48.59504132],0
p7,1,0.118904,2.431701,[ 8 13] ; [21 75],[ 5.20512821 15.79487179] ; [23.79487179 72.20512821],0
d1,1,0.118958,2.430984,[14  9] ; [42 56],[10.6446281 12.3553719] ; [45.3553719 52.6446281],0
a5,1,0.138997,2.189026,[17  6] ; [56 42],[13.87603306  9.12396694] ; [59.12396694 38.87603306],0
a8,1,0.159279,1.981061,[ 4 19] ; [ 7 84],[ 2.21929825 20.78070175] ; [ 8.78070175 82.21929825],0
n5,1,0.171888,1.866398,[17  5] ; [60 37],[14.23529412  7.76470588] ; [62.76470588 34.23529412],0
a4,1,0.184992,1.75706,[12 11] ; [36 61],[ 9.2 13.8] ; [38.8 58.2],0
p11,1,0.188249,1.73127,[ 8 15] ; [49 49],[10.83471074 12.16528926] ; [46.16528926 51.83471074],0
v3,1,0.21971,1.506262,[ 4 17] ; [31 64],[ 6.3362069 14.6637931] ; [28.6637931 66.3362069],0
p5,1,0.226586,1.462167,[ 3 19] ; [ 6 92],[ 1.65 20.35] ; [ 7.35 90.65],0
s6,1,0.242278,1.367288,[ 9 14] ; [26 71],[ 6.70833333 16.29166667] ; [28.29166667 68.70833333],0
d5,1,0.254937,1.296045,[17  6] ; [60 38],[14.63636364  8.36363636] ; [62.36363636 35.63636364],0
s8,1,0.285122,1.142511,[ 6 17] ; [16 81],[ 4.21666667 18.78333333] ; [17.78333333 79.21666667],0
b2,1,0.292866,1.106397,[ 5 12] ; [27 35],[ 6.88607595 10.11392405] ; [25.11392405 36.88607595],0
b3,1,0.292866,1.106397,[ 5 12] ; [27 35],[ 6.88607595 10.11392405] ; [25.11392405 36.88607595],0
d3,1,0.304578,1.054041,[14  9] ; [48 50],[11.78512397 11.21487603] ; [50.21487603 47.78512397],0
d2,1,0.311394,1.024752,[13 10] ; [43 53],[10.82352941 12.17647059] ; [45.17647059 50.82352941],0
d4,1,0.350289,0.872408,[18  5] ; [67 31],[16.15702479  6.84297521] ; [68.84297521 29.15702479],0
n6,1,0.360489,0.836188,[13 10] ; [64 32],[14.88235294  8.11764706] ; [62.11764706 33.88235294],0
p8,1,0.408961,0.681818,[ 3 19] ; [21 77],[ 4.4 17.6] ; [19.6 78.4],0
b4,1,0.418566,0.654337,[11 12] ; [56 42],[12.73553719 10.26446281] ; [54.26446281 43.73553719],0
p10,1,0.435399,0.608378,[12 11] ; [41 54],[10.33050847 12.66949153] ; [42.66949153 52.33050847],0
v4,1,0.445204,0.582833,[15  8] ; [71 26],[16.48333333  6.51666667] ; [69.51666667 27.48333333],0
p1,1,0.463752,0.536823,[ 3 20] ; [ 8 90],[ 2.09090909 20.90909091] ; [ 8.90909091 89.09090909],0
