Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,27.035539,[ 7 55] ; [20 12],[17.80851064 44.19148936] ; [ 9.19148936 22.80851064],1
b3,1,0.373372,0.792412,[ 9 28] ; [ 9 17],[10.57142857 26.42857143] ; [ 7.42857143 18.57142857],0
n6,1,0.377577,0.778574,[41 21] ; [24  8],[42.87234043 19.12765957] ; [22.12765957  9.87234043],0
a2,1,0.39391,0.726837,[ 3 59] ; [ 3 29],[ 3.95744681 58.04255319] ; [ 2.04255319 29.95744681],0
b5,1,0.463927,0.536404,[34 28] ; [15 17],[32.31914894 29.68085106] ; [16.68085106 15.31914894],0
d3,1,0.472074,0.517118,[22 40] ; [ 9 23],[20.44680851 41.55319149] ; [10.55319149 21.44680851],0
p8,1,0.516886,0.420101,[21 39] ; [13 18],[22.41758242 37.58241758] ; [11.58241758 19.41758242],0
b1,1,0.559445,0.340666,[33 29] ; [15 17],[31.65957447 30.34042553] ; [16.34042553 15.65957447],0
s1,1,0.630233,0.231745,[ 1 61] ; [ 1 31],[ 1.31914894 60.68085106] ; [ 0.68085106 31.31914894],0
a1,1,0.75084,0.100826,[ 5 57] ; [ 2 30],[ 4.61702128 57.38297872] ; [ 2.38297872 29.61702128],0
p5,1,0.829174,0.046553,[ 5 57] ; [ 3 29],[ 5.27659574 56.72340426] ; [ 2.72340426 29.27659574],0
a6,1,0.84714,0.03716,[22 40] ; [12 20],[22.42553191 39.57446809] ; [11.57446809 20.42553191],0
d2,1,0.863466,0.029571,[27 33] ; [15 17],[27.39130435 32.60869565] ; [14.60869565 17.39130435],0
a8,1,0.93643,0.006361,[ 4 54] ; [ 2 29],[ 3.91011236 54.08988764] ; [ 2.08988764 28.91011236],0
