Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000171,14.120597,[43 42] ; [ 7 36],[33.203125 51.796875] ; [16.796875 26.203125],1
a3,1,0.000467,12.2444,[65 19] ; [20 23],[56.22047244 27.77952756] ; [28.77952756 14.22047244],1
v3,1,0.007729,7.09513,[30 47] ; [ 6 34],[23.69230769 53.30769231] ; [12.30769231 27.69230769],0
d2,1,0.015616,5.845594,[38 46] ; [10 33],[31.7480315 52.2519685] ; [16.2519685 26.7480315],0
p3,1,0.021645,5.274096,[37 47] ; [10 33],[31.08661417 52.91338583] ; [15.91338583 27.08661417],0
p4,1,0.03006,4.705867,[41 43] ; [12 30],[35.33333333 48.66666667] ; [17.66666667 24.33333333],0
a7,1,0.046415,3.96646,[64 21] ; [25 18],[59.1015625 25.8984375] ; [29.8984375 13.1015625],0
n4,1,0.051826,3.781365,[51 34] ; [18 25],[45.8203125 39.1796875] ; [23.1796875 19.8203125],0
p6,1,0.069185,3.302252,[13 69] ; [12 28],[16.80327869 65.19672131] ; [ 8.19672131 31.80327869],0
s4,1,0.069729,3.289386,[ 8 77] ; [ 9 34],[11.2890625 73.7109375] ; [ 5.7109375 37.2890625],0
b3,1,0.113288,2.50774,[16 33] ; [ 3 18],[13.3 35.7] ; [ 5.7 15.3],0
b2,1,0.113288,2.50774,[16 33] ; [ 3 18],[13.3 35.7] ; [ 5.7 15.3],0
v2,1,0.129701,2.296084,[43 36] ; [15 23],[39.16239316 39.83760684] ; [18.83760684 19.16239316],0
r4,1,0.137449,2.206293,[77  8] ; [35  8],[74.375 10.625] ; [37.625  5.375],0
s3,1,0.190944,1.710319,[40 43] ; [26 17],[43.47619048 39.52380952] ; [22.52380952 20.47619048],0
u1,1,0.192195,1.700709,[10 75] ; [ 2 41],[ 7.96875 77.03125] ; [ 4.03125 38.96875],0
p2,1,0.199391,1.646829,[62 22] ; [27 16],[58.86614173 25.13385827] ; [30.13385827 12.86614173],0
d3,1,0.211119,1.563738,[60 24] ; [26 17],[56.88188976 27.11811024] ; [29.11811024 13.88188976],0
d1,1,0.236265,1.402745,[45 40] ; [18 25],[41.8359375 43.1640625] ; [21.1640625 21.8359375],0
a6,1,0.26794,1.227262,[59 25] ; [26 17],[56.22047244 27.77952756] ; [28.77952756 14.22047244],0
b5,1,0.283368,1.150864,[49 36] ; [29 14],[51.796875 33.203125] ; [26.203125 16.796875],0
d5,1,0.329904,0.949274,[67 17] ; [31 12],[64.81889764 19.18110236] ; [33.18110236  9.81889764],0
r2,1,0.383677,0.758887,[79  6] ; [38  5],[77.6953125  7.3046875] ; [39.3046875  3.6953125],0
s8,1,0.392856,0.730084,[28 57] ; [11 32],[25.8984375 59.1015625] ; [13.1015625 29.8984375],0
p11,1,0.404245,0.695662,[52 33] ; [23 20],[49.8046875 35.1953125] ; [25.1953125 17.8046875],0
b4,1,0.414926,0.664641,[49 36] ; [28 15],[51.1328125 33.8671875] ; [25.8671875 17.1328125],0
d4,1,0.429653,0.623762,[69 15] ; [32 10],[67.33333333 16.66666667] ; [33.66666667  8.33333333],0
v1,1,0.447625,0.576659,[40 44] ; [17 25],[38. 46.] ; [19. 23.],0
s6,1,0.490424,0.475595,[46 39] ; [20 22],[44.17322835 40.82677165] ; [21.82677165 20.17322835],0
s7,1,0.513981,0.425955,[26 50] ; [11 28],[24.45217391 51.54782609] ; [12.54782609 26.45217391],0
p8,1,0.571722,0.31981,[36 47] ; [16 26],[34.528 48.472] ; [17.472 24.528],0
p1,1,0.604751,0.26789,[ 4 80] ; [ 3 40],[ 4.62992126 79.37007874] ; [ 2.37007874 40.62992126],0
