Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,111.125284,[23 55] ; [257  37],[58.70967742 19.29032258] ; [221.29032258  72.70967742],1
p2,1,1e-06,23.716003,[46 33] ; [246  48],[61.84450402 17.15549598] ; [230.15549598  63.84450402],1
b1,1,1.2e-05,19.131455,[48 31] ; [ 99 195],[31.13404826 47.86595174] ; [115.86595174 178.13404826],1
p11,1,3.9e-05,16.916599,[45 34] ; [234  60],[59.09115282 19.90884718] ; [219.90884718  74.09115282],1
n6,1,0.0007,11.490289,[54 25] ; [250  44],[64.38605898 14.61394102] ; [239.61394102  54.38605898],1
s7,1,0.002156,9.412058,[20 53] ; [134 149],[31.57865169 41.42134831] ; [122.42134831 160.57865169],0
s6,1,0.002854,8.898451,[38 41] ; [192  97],[49.375 29.625] ; [180.625 108.375],0
a5,1,0.004292,8.155785,[44 35] ; [213  81],[54.43163539 24.56836461] ; [202.56836461  91.43163539],0
s5,1,0.007486,7.152501,[13 65] ; [ 91 192],[22.47091413 55.52908587] ; [ 81.52908587 201.47091413],0
n5,1,0.011149,6.441446,[42 37] ; [200  92],[51.5309973 27.4690027] ; [190.4690027 101.5309973],0
d3,1,0.013143,6.149813,[45 34] ; [209  83],[54.08625337 24.91374663] ; [199.91374663  92.08625337],0
a3,1,0.013341,6.123374,[44 35] ; [207  87],[53.16085791 25.83914209] ; [197.83914209  96.16085791],0
p8,1,0.016636,5.734378,[27 52] ; [144 148],[36.41239892 42.58760108] ; [134.58760108 157.41239892],0
s2,1,0.019638,5.443753,[26 52] ; [141 152],[35.11051213 42.88948787] ; [131.88948787 161.11051213],0
p7,1,0.021675,5.271676,[38 41] ; [181 109],[46.88617886 32.11382114] ; [172.11382114 117.88617886],0
s8,1,0.030797,4.664244,[21 58] ; [117 177],[29.22788204 49.77211796] ; [108.77211796 185.22788204],0
n4,1,0.039789,4.226867,[49 30] ; [217  77],[56.33780161 22.66219839] ; [209.66219839  84.33780161],0
p12,1,0.040891,4.180523,[ 1 78] ; [ 22 271],[ 4.8844086 74.1155914] ; [ 18.1155914 274.8844086],0
a2,1,0.042178,4.12805,[10 69] ; [ 68 226],[16.52010724 62.47989276] ; [ 61.47989276 232.52010724],0
a4,1,0.049943,3.843369,[25 54] ; [129 165],[32.61662198 46.38337802] ; [121.38337802 172.61662198],0
p6,1,0.051659,3.786765,[17 62] ; [ 96 196],[24.06199461 54.93800539] ; [ 88.93800539 203.06199461],0
v2,1,0.061471,3.497237,[25 51] ; [126 155],[32.14565826 43.85434174] ; [118.85434174 162.14565826],0
s3,1,0.074107,3.189631,[36 43] ; [166 126],[43.01347709 35.98652291] ; [158.98652291 133.01347709],0
s4,1,0.086386,2.940458,[ 9 68] ; [ 59 233],[14.1897019 62.8102981] ; [ 53.8102981 238.1897019],0
p3,1,0.102691,2.66325,[27 51] ; [132 162],[33.33870968 44.66129032] ; [125.66129032 168.33870968],0
