Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-05,19.571321,[13 34] ; [57 27],[25.11450382 21.88549618] ; [44.88549618 39.11450382],1
d5,1,0.000966,10.891683,[24 23] ; [67 18],[32.40151515 14.59848485] ; [58.59848485 26.40151515],1
a6,1,0.00101,10.808955,[17 30] ; [56 29],[25.99242424 21.00757576] ; [47.00757576 37.99242424],0
r3,1,0.00154,10.030728,[26 21] ; [69 16],[33.82575758 13.17424242] ; [61.17424242 23.82575758],0
a2,1,0.004438,8.095119,[ 2 45] ; [20 65],[ 7.83333333 39.16666667] ; [14.16666667 70.83333333],0
r1,1,0.007313,7.194353,[20 27] ; [56 28],[27.26717557 19.73282443] ; [48.73282443 35.26717557],0
r4,1,0.010655,6.52195,[22 25] ; [59 26],[28.84090909 18.15909091] ; [52.15909091 32.84090909],0
b5,1,0.013682,6.078763,[23 24] ; [60 25],[29.5530303 17.4469697] ; [53.4469697 31.5530303],0
d1,1,0.015212,5.891736,[13 34] ; [42 43],[19.58333333 27.41666667] ; [35.41666667 49.58333333],0
u2,1,0.025316,5.002115,[ 4 21] ; [14 18],[ 7.89473684 17.10526316] ; [10.10526316 21.89473684],0
r2,1,0.040027,4.216733,[34 11] ; [75  9],[38.02325581  6.97674419] ; [70.97674419 13.02325581],0
v4,1,0.061065,3.508209,[32 15] ; [70 15],[36.31818182 10.68181818] ; [65.68181818 19.31818182],0
a5,1,0.062709,3.464244,[22 25] ; [54 31],[27.06060606 19.93939394] ; [48.93939394 36.06060606],0
s6,1,0.085526,2.956637,[14 32] ; [39 46],[18.61068702 27.38931298] ; [34.38931298 50.61068702],0
p2,1,0.092825,2.824679,[20 26] ; [50 35],[24.58015267 21.41984733] ; [45.41984733 39.58015267],0
d4,1,0.121548,2.397257,[30 17] ; [65 20],[33.82575758 13.17424242] ; [61.17424242 23.82575758],0
a3,1,0.134929,2.234856,[22 24] ; [51 32],[26.03100775 19.96899225] ; [46.96899225 36.03100775],0
u3,1,0.146355,2.109833,[ 7 18] ; [15 17],[ 9.64912281 15.35087719] ; [12.35087719 19.64912281],0
u1,1,0.159074,1.983011,[ 1 46] ; [ 7 78],[ 2.84848485 44.15151515] ; [ 5.15151515 79.84848485],0
a4,1,0.208744,1.580114,[13 33] ; [33 51],[16.27692308 29.72307692] ; [29.72307692 54.27692308],0
p1,1,0.226059,1.465486,[ 1 46] ; [ 6 79],[ 2.49242424 44.50757576] ; [ 4.50757576 80.49242424],0
n3,1,0.261496,1.260819,[8 8] ; [22 11],[9.79591837 6.20408163] ; [20.20408163 12.79591837],0
a8,1,0.271782,1.207729,[ 2 43] ; [ 8 72],[ 3.6 41.4] ; [ 6.4 73.6],0
n1,1,0.320882,0.98535,[ 4 13] ; [12 20],[ 5.55102041 11.44897959] ; [10.44897959 21.55102041],0
a1,1,0.322768,0.977698,[ 5 42] ; [ 5 80],[ 3.56060606 43.43939394] ; [ 6.43939394 78.56060606],0
p9,1,0.342033,0.902797,[18 27] ; [40 42],[20.5511811 24.4488189] ; [37.4488189 44.5511811],0
p10,1,0.443967,0.586008,[17 29] ; [36 46],[19.046875 26.953125] ; [33.953125 48.046875],0
s4,1,0.46285,0.538994,[ 6 41] ; [15 70],[ 7.47727273 39.52272727] ; [13.52272727 71.47727273],0
b1,1,0.483404,0.491173,[24 23] ; [38 47],[22.07575758 24.92424242] ; [39.92424242 45.07575758],0
v1,1,0.492973,0.470031,[13 33] ; [29 56],[14.7480916 31.2519084] ; [27.2519084 57.7480916],0
v3,1,0.52734,0.399514,[14 30] ; [22 61],[12.47244094 31.52755906] ; [23.52755906 59.47244094],0
d2,1,0.527463,0.399278,[19 27] ; [40 45],[20.71755725 25.28244275] ; [38.28244275 46.71755725],0
p6,1,0.576659,0.311666,[ 7 38] ; [10 73],[ 5.9765625 39.0234375] ; [11.0234375 71.9765625],0
p4,1,0.605377,0.266962,[13 32] ; [28 56],[14.30232558 30.69767442] ; [26.69767442 57.30232558],0
v2,1,0.616035,0.251479,[15 31] ; [30 51],[16.2992126 29.7007874] ; [28.7007874 52.2992126],0
s8,1,0.617844,0.248909,[ 5 41] ; [ 7 78],[ 4.21374046 41.78625954] ; [ 7.78625954 77.21374046],0
n6,1,0.634504,0.226003,[28 19] ; [47 38],[26.70454545 20.29545455] ; [48.29545455 36.70454545],0
p3,1,0.657031,0.197151,[12 34] ; [25 59],[13.09230769 32.90769231] ; [23.90769231 60.09230769],0
s1,1,0.689578,0.159542,[ 2 45] ; [ 5 80],[ 2.49242424 44.50757576] ; [ 4.50757576 80.49242424],0
s3,1,0.786834,0.073129,[15 30] ; [30 54],[15.69767442 29.30232558] ; [29.30232558 54.69767442],0
s5,1,0.825717,0.048487,[ 7 38] ; [14 68],[ 7.44094488 37.55905512] ; [13.55905512 68.44094488],0
p7,1,0.84198,0.039745,[19 26] ; [37 47],[19.53488372 25.46511628] ; [36.46511628 47.53488372],0
p8,1,0.842507,0.039477,[12 34] ; [23 60],[12.48062016 33.51937984] ; [22.51937984 60.48062016],0
s2,1,0.886279,0.020453,[10 37] ; [19 66],[10.32575758 36.67424242] ; [18.67424242 66.32575758],0
p5,1,0.903063,0.014833,[ 2 44] ; [ 4 79],[ 2.13953488 43.86046512] ; [ 3.86046512 79.13953488],0
b4,1,0.958262,0.002739,[24 23] ; [43 42],[23.85606061 23.14393939] ; [43.14393939 41.85606061],0
b3,1,0.969591,0.001453,[ 9 19] ; [13 28],[ 8.92753623 19.07246377] ; [13.07246377 27.92753623],0
b2,1,0.969591,0.001453,[ 9 19] ; [13 28],[ 8.92753623 19.07246377] ; [13.07246377 27.92753623],0
n4,1,0.99779,8e-06,[26 21] ; [47 38],[25.99242424 21.00757576] ; [47.00757576 37.99242424],0
n5,1,0.99779,8e-06,[26 21] ; [47 38],[25.99242424 21.00757576] ; [47.00757576 37.99242424],0
n2,1,1.0,0.0,[10  7] ; [20 14],[10.  7.] ; [20. 14.],0
