Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.202243,[41 30] ; [199  35],[55.86885246 15.13114754] ; [184.13114754  49.86885246],1
p1,1,0.437707,0.602286,[ 3 73] ; [ 15 222],[ 4.37060703 71.62939297] ; [ 13.62939297 223.37060703],0
p7,1,0.456725,0.553908,[33 41] ; [114 116],[35.78289474 38.21710526] ; [111.21710526 118.78289474],0
p5,1,0.459285,0.547636,[ 2 73] ; [ 11 227],[ 3.11501597 71.88498403] ; [  9.88498403 228.11501597],0
s7,1,0.459882,0.546182,[25 48] ; [ 91 142],[27.67320261 45.32679739] ; [ 88.32679739 144.67320261],0
s8,1,0.472164,0.516908,[24 51] ; [ 87 151],[26.59744409 48.40255591] ; [ 84.40255591 153.59744409],0
s2,1,0.475601,0.508933,[29 47] ; [101 135],[31.66666667 44.33333333] ; [ 98.33333333 137.66666667],0
v3,1,0.50718,0.43988,[24 51] ; [ 84 148],[26.38436482 48.61563518] ; [ 81.61563518 150.38436482],0
u1,1,0.53299,0.388688,[12 64] ; [ 31 208],[10.37460317 65.62539683] ; [ 32.62539683 206.37460317],0
a4,1,0.556362,0.346042,[31 43] ; [ 91 148],[28.84345048 45.15654952] ; [ 93.15654952 145.84345048],0
d5,1,0.568543,0.325126,[58 17] ; [177  62],[56.13057325 18.86942675] ; [178.86942675  60.13057325],0
s5,1,0.665326,0.187119,[19 55] ; [ 65 165],[20.44736842 53.55263158] ; [ 63.55263158 166.44736842],0
a7,1,0.69539,0.153313,[51 24] ; [156  82],[49.60063898 25.39936102] ; [157.39936102  80.60063898],0
a3,1,0.757505,0.095332,[48 26] ; [159  79],[49.09615385 24.90384615] ; [157.90384615  80.09615385],0
n2,1,0.842327,0.039568,[24  9] ; [47 16],[24.40625  8.59375] ; [46.59375 16.40625],0
a5,1,0.846003,0.037722,[49 27] ; [157  82],[49.7015873 26.2984127] ; [156.2984127  82.7015873],0
v4,1,0.860069,0.031077,[71  5] ; [220  17],[70.65814696  5.34185304] ; [220.34185304  16.65814696],0
d1,1,0.873761,0.025244,[38 38] ; [117 122],[37.3968254 38.6031746] ; [117.6031746 121.3968254],0
s6,1,0.881756,0.022125,[44 31] ; [135  99],[43.44660194 31.55339806] ; [135.55339806  98.44660194],0
d4,1,0.893599,0.01789,[59 17] ; [183  55],[58.57324841 17.42675159] ; [183.42675159  54.57324841],0
b2,1,0.977786,0.000775,[14 23] ; [53 88],[13.92696629 23.07303371] ; [53.07303371 87.92696629],0
b3,1,0.977786,0.000775,[14 23] ; [53 88],[13.92696629 23.07303371] ; [53.07303371 87.92696629],0
