Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.202243,[41 30] ; [199  35],[55.86885246 15.13114754] ; [184.13114754  49.86885246],1
r3,1,1.1e-05,19.267459,[63 13] ; [230   7],[71.14376997  4.85623003] ; [221.85623003  15.14376997],1
p2,1,1.7e-05,18.555001,[39 36] ; [185  53],[53.67412141 21.32587859] ; [170.32587859  67.67412141],1
p10,1,0.000116,14.849746,[43 32] ; [188  48],[55.7073955 19.2926045] ; [175.2926045  60.7073955],1
b1,1,0.000984,10.858219,[39 37] ; [ 73 166],[27.02222222 48.97777778] ; [ 84.97777778 154.02222222],1
r4,1,0.007186,7.225831,[58 18] ; [212  27],[65.14285714 10.85714286] ; [204.85714286  34.14285714],0
b5,1,0.036218,4.386833,[55 21] ; [141  98],[47.28888889 28.71111111] ; [148.71111111  90.28888889],0
u2,1,0.051211,3.801366,[ 8 19] ; [41 39],[12.36448598 14.63551402] ; [36.63551402 43.36448598],0
u3,1,0.0633,3.448739,[ 9 19] ; [42 38],[13.22222222 14.77777778] ; [37.77777778 42.22222222],0
a6,1,0.079154,3.082196,[42 34] ; [158  80],[48.40764331 27.59235669] ; [151.59235669  86.40764331],0
d2,1,0.080557,3.05362,[38 37] ; [ 93 144],[31.49038462 43.50961538] ; [ 99.50961538 137.49038462],0
p12,1,0.083182,3.001609,[ 1 75] ; [ 15 221],[ 3.8974359 72.1025641] ; [ 12.1025641 223.8974359],0
p8,1,0.091147,2.853992,[20 56] ; [ 86 147],[26.07119741 49.92880259] ; [ 79.92880259 153.07119741],0
d3,1,0.095979,2.771116,[38 37] ; [147  92],[44.18789809 30.81210191] ; [140.81210191  98.18789809],0
v1,1,0.137797,2.202385,[26 49] ; [103 129],[31.51465798 43.48534202] ; [ 97.48534202 134.51465798],0
s3,1,0.142134,2.1547,[31 44] ; [120 115],[36.53225806 38.46774194] ; [114.46774194 120.53225806],0
a1,1,0.147633,2.096536,[ 5 71] ; [  7 232],[ 2.8952381 73.1047619] ; [  9.1047619 229.8952381],0
n1,1,0.148515,2.087437,[15 17] ; [20 43],[11.78947368 20.21052632] ; [23.21052632 39.78947368],0
v2,1,0.150475,2.067425,[33 41] ; [122 103],[38.36120401 35.63879599] ; [116.63879599 108.36120401],0
a8,1,0.169719,1.885425,[ 6 64] ; [ 33 187],[ 9.4137931 60.5862069] ; [ 29.5862069 190.4137931],0
s4,1,0.202036,1.627596,[16 60] ; [ 35 201],[12.42307692 63.57692308] ; [ 38.57692308 197.42307692],0
p6,1,0.20539,1.603626,[17 58] ; [ 38 196],[13.34951456 61.65048544] ; [ 41.65048544 192.34951456],0
n3,1,0.221369,1.495478,[20 12] ; [47 16],[22.56842105  9.43157895] ; [44.43157895 18.56842105],0
s1,1,0.244371,1.355199,[ 4 72] ; [  6 229],[ 2.4437299 73.5562701] ; [  7.5562701 227.4437299],0
r1,1,0.247202,1.339049,[51 24] ; [178  60],[54.87220447 20.12779553] ; [174.12779553  63.87220447],0
b4,1,0.269599,1.218786,[41 35] ; [146  93],[45.11746032 30.88253968] ; [141.88253968  97.11746032],0
n5,1,0.279917,1.167491,[50 26] ; [172  66],[53.73248408 22.26751592] ; [168.26751592  69.73248408],0
p3,1,0.29753,1.085231,[13 62] ; [ 55 184],[16.24203822 58.75796178] ; [ 51.75796178 187.24203822],0
n4,1,0.302256,1.064213,[51 25] ; [175  64],[54.52698413 21.47301587] ; [171.47301587  67.52698413],0
a2,1,0.397335,0.716377,[17 59] ; [ 43 196],[14.47619048 61.52380952] ; [ 45.52380952 193.47619048],0
r2,1,0.432566,0.615925,[69  6] ; [223  13],[70.41800643  4.58199357] ; [221.58199357  14.41800643],0
