Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,45.07615,[57  9] ; [ 8 31],[40.85714286 25.14285714] ; [24.14285714 14.85714286],1
r2,1,0.0,29.463902,[62  4] ; [18 20],[50.76923077 15.23076923] ; [29.23076923  8.76923077],1
v4,1,0.0,29.406531,[62  3] ; [19 19],[51.11650485 13.88349515] ; [29.88349515  8.11650485],1
u3,1,0.000652,11.622071,[21  6] ; [ 6 15],[15.1875 11.8125] ; [11.8125  9.1875],1
p11,1,0.000923,10.975877,[44 22] ; [13 26],[35.82857143 30.17142857] ; [21.17142857 17.82857143],1
p3,1,0.006026,7.542541,[25 41] ; [ 5 34],[18.85714286 47.14285714] ; [11.14285714 27.85714286],0
a1,1,0.008326,6.961927,[ 2 64] ; [ 7 32],[ 5.65714286 60.34285714] ; [ 3.34285714 35.65714286],0
a5,1,0.01075,6.506218,[39 27] ; [13 26],[32.68571429 33.31428571] ; [19.31428571 19.68571429],0
p2,1,0.013372,6.119266,[48 18] ; [19 20],[42.11428571 23.88571429] ; [24.88571429 14.11428571],0
a6,1,0.016878,5.709028,[46 20] ; [18 21],[40.22857143 25.77142857] ; [23.77142857 15.22857143],0
d3,1,0.027224,4.876555,[30 36] ; [ 9 29],[24.75 41.25] ; [14.25 23.75],0
d4,1,0.036022,4.396067,[41 25] ; [16 23],[35.82857143 30.17142857] ; [21.17142857 17.82857143],0
n3,1,0.036265,4.384615,[16  3] ; [10  9],[13.  6.] ; [13.  6.],0
v3,1,0.036346,4.380803,[19 42] ; [ 5 34],[14.64 46.36] ; [ 9.36 29.64],0
d5,1,0.04099,4.176436,[39 27] ; [15 24],[33.94285714 32.05714286] ; [20.05714286 18.94285714],0
s6,1,0.043373,4.080823,[30 36] ; [10 29],[25.14285714 40.85714286] ; [14.85714286 24.14285714],0
a7,1,0.045448,4.001938,[42 24] ; [17 22],[37.08571429 28.91428571] ; [21.91428571 17.08571429],0
s7,1,0.05046,3.826098,[21 40] ; [ 6 31],[16.80612245 44.19387755] ; [10.19387755 26.80612245],0
s8,1,0.055018,3.681527,[17 49] ; [ 4 35],[13.2 52.8] ; [ 7.8 31.2],0
s3,1,0.063757,3.43685,[35 31] ; [13 25],[30.46153846 35.53846154] ; [17.53846154 20.46153846],0
v2,1,0.068422,3.320474,[25 35] ; [ 9 29],[20.81632653 39.18367347] ; [13.18367347 24.81632653],0
b1,1,0.096274,2.766212,[33 33] ; [26 13],[37.08571429 28.91428571] ; [21.91428571 17.08571429],0
b4,1,0.111084,2.538736,[36 30] ; [15 24],[32.05714286 33.94285714] ; [18.94285714 20.05714286],0
n2,1,0.118425,2.438031,[17  3] ; [12  7],[14.87179487  5.12820513] ; [14.12820513  4.87179487],0
p10,1,0.137266,2.208344,[35 29] ; [15 23],[31.37254902 32.62745098] ; [18.62745098 19.37254902],0
b2,1,0.146714,2.106088,[ 6 26] ; [ 8 14],[ 8.2962963 23.7037037] ; [ 5.7037037 16.2962963],0
b3,1,0.146714,2.106088,[ 6 26] ; [ 8 14],[ 8.2962963 23.7037037] ; [ 5.7037037 16.2962963],0
s2,1,0.156461,2.008106,[24 42] ; [ 9 30],[20.74285714 45.25714286] ; [12.25714286 26.74285714],0
a8,1,0.177738,1.816439,[11 52] ; [ 3 35],[ 8.73267327 54.26732673] ; [ 5.26732673 32.73267327],0
b5,1,0.19851,1.653306,[39 27] ; [18 21],[35.82857143 30.17142857] ; [21.17142857 17.82857143],0
n5,1,0.212404,1.554966,[28 36] ; [22 17],[31.06796117 32.93203883] ; [18.93203883 20.06796117],0
p1,1,0.229223,1.445674,[ 8 57] ; [ 2 37],[ 6.25 58.75] ; [ 3.75 35.25],0
n4,1,0.277955,1.177063,[36 30] ; [17 22],[33.31428571 32.68571429] ; [19.68571429 19.31428571],0
p4,1,0.287158,1.132898,[25 40] ; [11 28],[22.5 42.5] ; [13.5 25.5],0
v1,1,0.294838,1.097397,[28 36] ; [13 26],[25.47572816 38.52427184] ; [15.52427184 23.47572816],0
s5,1,0.303033,1.060798,[11 51] ; [ 4 35],[ 9.20792079 52.79207921] ; [ 5.79207921 33.20792079],0
a3,1,0.31466,1.011012,[38 28] ; [18 20],[35.53846154 30.46153846] ; [20.46153846 17.53846154],0
u2,1,0.315373,1.008037,[18  9] ; [11 10],[16.3125 10.6875] ; [12.6875  8.3125],0
p9,1,0.327528,0.958647,[40 24] ; [20 18],[37.64705882 26.35294118] ; [22.35294118 15.64705882],0
p8,1,0.379049,0.773785,[24 40] ; [11 27],[21.96078431 42.03921569] ; [13.03921569 24.96078431],0
d2,1,0.48123,0.496075,[10 56] ; [ 8 31],[11.31428571 54.68571429] ; [ 6.68571429 32.31428571],0
p6,1,0.487487,0.482069,[11 52] ; [ 9 30],[12.35294118 50.64705882] ; [ 7.64705882 31.35294118],0
a2,1,0.502063,0.450572,[ 3 63] ; [ 3 36],[ 3.77142857 62.22857143] ; [ 2.22857143 36.77142857],0
