Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.227629,[66 28] ; [ 6 22],[55.47540984 38.52459016] ; [16.52459016 11.47540984],1
p7,1,5.8e-05,16.174401,[75 20] ; [11 17],[66.42276423 28.57723577] ; [19.57723577  8.42276423],1
n5,1,0.000379,12.633593,[85 10] ; [17 11],[78.7804878 16.2195122] ; [23.2195122  4.7804878],1
n4,1,0.002858,8.896031,[86  9] ; [19  9],[81.09756098 13.90243902] ; [23.90243902  4.09756098],0
p3,1,0.006591,7.381155,[65 31] ; [11 17],[58.83870968 37.16129032] ; [17.16129032 10.83870968],0
p4,1,0.009106,6.801895,[67 29] ; [12 16],[61.16129032 34.83870968] ; [17.83870968 10.16129032],0
n6,1,0.010072,6.622106,[86  9] ; [20  8],[81.8699187 13.1300813] ; [24.1300813  3.8699187],0
p10,1,0.013515,6.100407,[85 10] ; [19  8],[80.98360656 14.01639344] ; [23.01639344  3.98360656],0
d4,1,0.021306,5.301627,[80 15] ; [18 10],[75.69105691 19.30894309] ; [22.30894309  5.69105691],0
s3,1,0.063945,3.431992,[75 21] ; [17 11],[71.22580645 24.77419355] ; [20.77419355  7.22580645],0
n2,1,0.072113,3.234256,[14  9] ; [10  1],[16.23529412  6.76470588] ; [7.76470588 3.23529412],0
p9,1,0.075058,3.168786,[86  9] ; [21  6],[83.31967213 11.68032787] ; [23.68032787  3.31967213],0
s4,1,0.077033,3.126412,[16 79] ; [ 9 19],[19.30894309 75.69105691] ; [ 5.69105691 22.30894309],0
s1,1,0.099623,2.711562,[ 3 93] ; [ 3 25],[ 4.64516129 91.35483871] ; [ 1.35483871 26.64516129],0
d3,1,0.115671,2.474984,[47 49] ; [ 9 19],[43.35483871 52.64516129] ; [12.64516129 15.35483871],0
d1,1,0.12162,2.39633,[57 39] ; [12 16],[53.41935484 42.58064516] ; [15.58064516 12.41935484],0
n1,1,0.132725,2.260334,[12 11] ; [8 2],[13.93939394  9.06060606] ; [6.06060606 3.93939394],0
s7,1,0.15533,2.019116,[77 16] ; [19  8],[74.4 18.6] ; [21.6  5.4],0
p6,1,0.199433,1.646519,[47 48] ; [10 18],[44.02439024 50.97560976] ; [12.97560976 15.02439024],0
b1,1,0.253612,1.303296,[50 46] ; [18 10],[52.64516129 43.35483871] ; [15.35483871 12.64516129],0
d5,1,0.273003,1.201596,[77 18] ; [20  8],[74.91869919 20.08130081] ; [22.08130081  5.91869919],0
v3,1,0.280597,1.164196,[51 43] ; [11 15],[48.56666667 45.43333333] ; [13.43333333 12.56666667],0
n3,1,0.284005,1.147826,[14  9] ; [8 2],[15.33333333  7.66666667] ; [6.66666667 3.33333333],0
p5,1,0.300153,1.073513,[15 81] ; [ 2 24],[13.37704918 82.62295082] ; [ 3.62295082 22.37704918],0
a3,1,0.321945,0.981027,[77 19] ; [20  8],[75.09677419 20.90322581] ; [21.90322581  6.09677419],0
r4,1,0.360916,0.834702,[83 13] ; [26  2],[84.38709677 11.61290323] ; [24.61290323  3.38709677],0
s2,1,0.383829,0.758403,[73 23] ; [19  9],[71.22580645 24.77419355] ; [20.77419355  7.22580645],0
u2,1,0.400659,0.706347,[11  8] ; [6 2],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
v2,1,0.432845,0.615178,[51 42] ; [12 14],[49.23529412 43.76470588] ; [13.76470588 12.23529412],0
b5,1,0.433906,0.612346,[40 56] ; [14 14],[41.80645161 54.19354839] ; [12.19354839 15.80645161],0
a5,1,0.46139,0.54252,[75 21] ; [20  8],[73.5483871 22.4516129] ; [21.4516129  6.5483871],0
b4,1,0.470663,0.52042,[44 52] ; [15 13],[45.67741935 50.32258065] ; [13.32258065 14.67741935],0
u1,1,0.480777,0.497101,[ 7 89] ; [ 1 27],[ 6.19354839 89.80645161] ; [ 1.80645161 26.19354839],0
a1,1,0.480777,0.497101,[ 7 89] ; [ 1 27],[ 6.19354839 89.80645161] ; [ 1.80645161 26.19354839],0
a2,1,0.511905,0.430172,[11 85] ; [ 2 26],[10.06451613 85.93548387] ; [ 2.93548387 25.06451613],0
s5,1,0.514336,0.425236,[42 50] ; [10 16],[40.54237288 51.45762712] ; [11.45762712 14.54237288],0
v4,1,0.526701,0.400752,[91  4] ; [26  2],[90.36585366  4.63414634] ; [26.63414634  1.36585366],0
d2,1,0.539463,0.376536,[52 44] ; [17 11],[53.41935484 42.58064516] ; [15.58064516 12.41935484],0
a8,1,0.549627,0.357985,[14 78] ; [ 3 25],[13.03333333 78.96666667] ; [ 3.96666667 24.03333333],0
p11,1,0.561674,0.336814,[80 16] ; [22  6],[78.96774194 17.03225806] ; [23.03225806  4.96774194],0
a4,1,0.62656,0.236755,[43 53] ; [14 14],[44.12903226 51.87096774] ; [12.87096774 15.12903226],0
