Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.227629,[66 28] ; [ 6 22],[55.47540984 38.52459016] ; [16.52459016 11.47540984],1
s6,1,0.648169,0.208217,[80 14] ; [22  5],[79.23966942 14.76033058] ; [22.76033058  4.23966942],0
a6,1,0.707931,0.140352,[34 62] ; [11 17],[34.83870968 61.16129032] ; [10.16129032 17.83870968],0
b2,1,0.764651,0.089628,[34 32] ; [12 13],[33.36263736 32.63736264] ; [12.63736264 12.36263736],0
b3,1,0.764651,0.089628,[34 32] ; [12 13],[33.36263736 32.63736264] ; [12.63736264 12.36263736],0
p1,1,0.832957,0.044483,[ 9 87] ; [ 3 25],[ 9.29032258 86.70967742] ; [ 2.70967742 25.29032258],0
v1,1,0.874953,0.024765,[57 36] ; [17 10],[57.35 35.65] ; [16.65 10.35],0
r3,1,0.887963,0.019848,[92  4] ; [27  1],[92.12903226  3.87096774] ; [26.87096774  1.12903226],0
u4,1,0.887963,0.019848,[ 4 92] ; [ 1 27],[ 3.87096774 92.12903226] ; [ 1.12903226 26.87096774],0
p12,1,0.944252,0.00489,[10 84] ; [ 3 24],[10.09917355 83.90082645] ; [ 2.90082645 24.09917355],0
r2,1,0.956928,0.002917,[87  7] ; [26  2],[87.06557377  6.93442623] ; [25.93442623  2.06557377],0
r1,1,0.959833,0.002536,[75 21] ; [22  6],[75.09677419 20.90322581] ; [21.90322581  6.09677419],0
