Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.245743,[102  24] ; [ 1 23],[86.52 39.48] ; [16.48  7.52],1
r1,1,0.0,27.762906,[95 30] ; [ 5 19],[83.89261745 41.10738255] ; [16.10738255  7.89261745],1
r3,1,1e-06,24.452673,[108  17] ; [10 14],[98.99328859 26.00671141] ; [19.00671141  4.99328859],1
v4,1,1.1e-05,19.32423,[107  18] ; [11 13],[98.99328859 26.00671141] ; [19.00671141  4.99328859],1
v3,1,0.004091,8.242864,[40 81] ; [ 1 23],[34.2137931 86.7862069] ; [ 6.7862069 17.2137931],0
b1,1,0.006181,7.496733,[51 75] ; [17  7],[57.12 68.88] ; [10.88 13.12],0
d4,1,0.011072,6.453659,[93 30] ; [12 12],[87.85714286 35.14285714] ; [17.14285714  6.85714286],0
u3,1,0.017182,5.677656,[24 24] ; [ 2 12],[20.12903226 27.87096774] ; [5.87096774 8.12903226],0
d1,1,0.029017,4.766602,[62 64] ; [ 6 18],[57.12 68.88] ; [10.88 13.12],0
a6,1,0.040454,4.198751,[80 45] ; [10 14],[75.5033557 49.4966443] ; [14.4966443  9.5033557],0
a4,1,0.041323,4.162707,[59 65] ; [ 6 18],[54.45945946 69.54054054] ; [10.54054054 13.45945946],0
d5,1,0.041783,4.14397,[89 36] ; [12 12],[84.73154362 40.26845638] ; [16.26845638  7.73154362],0
a5,1,0.055187,3.676433,[74 52] ; [ 9 15],[69.72 56.28] ; [13.28 10.72],0
a7,1,0.058494,3.57959,[78 47] ; [10 14],[73.82550336 51.17449664] ; [14.17449664  9.82550336],0
v1,1,0.061502,3.496417,[45 79] ; [ 4 20],[41.05405405 82.94594595] ; [ 7.94594595 16.05405405],0
p12,1,0.061587,3.494136,[  2 123] ; [ 2 22],[  3.3557047 121.6442953] ; [ 0.6442953 23.3557047],0
s7,1,0.065147,3.401251,[36 85] ; [ 2 18],[32.60992908 88.39007092] ; [ 5.39007092 14.60992908],0
n6,1,0.075023,3.16955,[82 44] ; [11 13],[78.12 47.88] ; [14.88  9.12],0
d2,1,0.080322,3.058379,[65 58] ; [ 8 16],[61.08163265 61.91836735] ; [11.91836735 12.08163265],0
a3,1,0.080893,3.046861,[78 46] ; [10 13],[74.23129252 49.76870748] ; [13.76870748  9.23129252],0
d3,1,0.082228,3.020298,[76 49] ; [10 14],[72.14765101 52.85234899] ; [13.85234899 10.14765101],0
n2,1,0.091375,2.849987,[34 19] ; [5 8],[31.31818182 21.68181818] ; [7.68181818 5.31818182],0
s2,1,0.096144,2.768378,[36 89] ; [ 3 21],[32.71812081 92.28187919] ; [ 6.28187919 17.71812081],0
p9,1,0.160979,1.965009,[45 77] ; [ 5 18],[42.06896552 79.93103448] ; [ 7.93103448 15.06896552],0
s3,1,0.165305,1.925013,[51 72] ; [ 6 17],[48.02054795 74.97945205] ; [ 8.97945205 14.02054795],0
s6,1,0.176913,1.823367,[55 70] ; [ 7 17],[52.01342282 72.98657718] ; [ 9.98657718 14.01342282],0
n4,1,0.186342,1.746301,[81 45] ; [12 12],[78.12 47.88] ; [14.88  9.12],0
p6,1,0.197019,1.664338,[ 25 100] ; [ 2 21],[ 22.80405405 102.19594595] ; [ 4.19594595 18.80405405],0
b4,1,0.21079,1.565995,[72 54] ; [17  7],[74.76 51.24] ; [14.24  9.76],0
s5,1,0.216296,1.528776,[ 23 100] ; [ 2 22],[ 20.91836735 102.08163265] ; [ 4.08163265 19.91836735],0
p4,1,0.247327,1.338337,[35 90] ; [ 4 20],[32.71812081 92.28187919] ; [ 6.28187919 17.71812081],0
n1,1,0.247448,1.337652,[21 31] ; [ 3 10],[19.2 32.8] ; [4.8 8.2],0
a2,1,0.281002,1.162239,[28 98] ; [ 3 21],[26.04 99.96] ; [ 4.96 19.04],0
p11,1,0.30124,1.068696,[67 59] ; [10 14],[64.68 61.32] ; [12.32 11.68],0
s4,1,0.312819,1.018736,[ 12 112] ; [ 4 20],[ 13.40540541 110.59459459] ; [ 2.59459459 21.40540541],0
p2,1,0.342894,0.899582,[71 55] ; [11 13],[68.88 57.12] ; [13.12 10.88],0
p8,1,0.388715,0.742959,[32 92] ; [ 4 19],[30.36734694 93.63265306] ; [ 5.63265306 17.36734694],0
a1,1,0.466439,0.5304,[ 10 116] ; [ 3 21],[ 10.92 115.08] ; [ 2.08 21.92],0
s1,1,0.488304,0.480261,[  6 118] ; [ 2 22],[  6.7027027 117.2972973] ; [ 1.2972973 22.7027027],0
p1,1,0.488304,0.480261,[  6 118] ; [ 2 22],[  6.7027027 117.2972973] ; [ 1.2972973 22.7027027],0
v2,1,0.502297,0.450081,[50 73] ; [ 8 16],[48.53061224 74.46938776] ; [ 9.46938776 14.53061224],0
p7,1,0.50341,0.44774,[45 79] ; [ 7 17],[43.56756757 80.43243243] ; [ 8.43243243 15.56756757],0
u2,1,0.62243,0.242467,[20 27] ; [7 7],[20.80327869 26.19672131] ; [6.19672131 7.80327869],0
a8,1,0.662984,0.189919,[ 15 101] ; [ 2 19],[ 14.39416058 101.60583942] ; [ 2.60583942 18.39416058],0
n5,1,0.732176,0.117123,[73 53] ; [13 11],[72.24 53.76] ; [13.76 10.24],0
b5,1,0.741941,0.108428,[78 48] ; [14 10],[77.28 48.72] ; [14.72  9.28],0
b2,1,0.944746,0.004803,[22 55] ; [ 5 12],[22.11702128 54.88297872] ; [ 4.88297872 12.11702128],0
b3,1,0.944746,0.004803,[22 55] ; [ 5 12],[22.11702128 54.88297872] ; [ 4.88297872 12.11702128],0
n3,1,0.960321,0.002475,[31 20] ; [8 5],[31.078125 19.921875] ; [7.921875 5.078125],0
