Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,93.654305,[223  99] ; [ 32 117],[174.33121019 147.66878981] ; [80.66878981 68.33121019],1
p8,1,0.0,46.038419,[212 107] ; [47 97],[178.44708423 140.55291577] ; [80.55291577 63.44708423],1
p6,1,0.0,41.373715,[168 150] ; [ 31 116],[136.09032258 181.90967742] ; [62.90967742 84.09032258],1
p2,1,0.0,36.16412,[297  24] ; [107  42],[275.92340426  45.07659574] ; [128.07659574  20.92340426],1
p5,1,3e-06,21.910878,[ 67 253] ; [  6 142],[ 49.91452991 270.08547009] ; [ 23.08547009 124.91452991],1
p7,1,1.6e-05,18.594418,[237  80] ; [75 63],[217.37142857  99.62857143] ; [94.62857143 43.37142857],1
d1,1,1.8e-05,18.442059,[217 105] ; [70 80],[195.79237288 126.20762712] ; [91.20762712 58.79237288],1
d3,1,0.000176,14.076513,[241  81] ; [86 63],[223.55414013  98.44585987] ; [103.44585987  45.55414013],1
p9,1,0.001166,10.542961,[296  25] ; [119  26],[285.86909871  35.13090129] ; [129.13090129  15.86909871],0
d2,1,0.00138,10.232562,[178 143] ; [59 90],[161.86595745 159.13404255] ; [75.13404255 73.86595745],0
d5,1,0.001528,10.044325,[279  42] ; [112  37],[267.04468085  53.95531915] ; [123.95531915  25.04468085],0
r4,1,0.003587,8.481914,[307  15] ; [132  18],[299.48728814  22.51271186] ; [139.51271186  10.48728814],0
d4,1,0.005015,7.873938,[277  44] ; [113  36],[266.36170213  54.63829787] ; [123.63829787  25.36170213],0
a5,1,0.005548,7.691462,[253  69] ; [100  50],[240.81779661  81.18220339] ; [112.18220339  37.81779661],0
a4,1,0.005556,7.688934,[162 158] ; [55 94],[148.05970149 171.94029851] ; [68.94029851 80.05970149],0
s7,1,0.006769,7.333179,[208  96] ; [82 66],[195.04424779 108.95575221] ; [94.95575221 53.04424779],0
b5,1,0.008657,6.892346,[187 135] ; [106  44],[199.88559322 122.11440678] ; [93.11440678 56.88559322],0
n6,1,0.009991,6.636507,[301  20] ; [130  20],[293.7388535  27.2611465] ; [137.2611465  12.7388535],0
p10,1,0.013965,6.042553,[284  36] ; [118  29],[275.46038544  44.53961456] ; [126.53961456  20.46038544],0
n4,1,0.016594,5.738826,[295  26] ; [127  23],[287.60509554  33.39490446] ; [134.39490446  15.60509554],0
r3,1,0.022116,5.236635,[312   9] ; [138  11],[307.34042553  13.65957447] ; [142.65957447   6.34042553],0
u1,1,0.023737,5.113769,[ 79 243] ; [ 23 127],[ 69.58474576 252.41525424] ; [ 32.41525424 117.58474576],0
v1,1,0.030049,4.706483,[202 113] ; [77 67],[191.47058824 123.52941176] ; [87.52941176 56.47058824],0
s5,1,0.034234,4.482972,[147 167] ; [53 93],[136.52173913 177.47826087] ; [63.47826087 82.52173913],0
s2,1,0.03492,4.449094,[222  98] ; [88 60],[211.96581197 108.03418803] ; [98.03418803 49.96581197],0
s8,1,0.041806,4.143035,[194 126] ; [76 74],[183.82978723 136.17021277] ; [86.17021277 63.82978723],0
r1,1,0.050547,3.823206,[277  44] ; [118  31],[269.77659574  51.22340426] ; [125.22340426  23.77659574],0
p11,1,0.072247,3.231218,[271  51] ; [116  34],[264.01271186  57.98728814] ; [122.98728814  27.01271186],0
