Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.014407,5.987566,[1 2] ; [231  41],[2.53090909 0.46909091] ; [229.46909091  42.53090909],0
r4,1,0.040159,4.211158,[2 1] ; [258  15],[2.82608696 0.17391304] ; [257.17391304  15.82608696],0
p9,1,0.080511,3.054564,[2 1] ; [253  19],[2.78181818 0.21818182] ; [252.21818182  19.78181818],0
p10,1,0.105837,2.615302,[2 1] ; [249  21],[2.75824176 0.24175824] ; [248.24175824  21.75824176],0
d1,1,0.2372,1.397158,[1 2] ; [180  93],[1.9673913 1.0326087] ; [179.0326087  93.9673913],0
v1,1,0.2419,1.36949,[1 2] ; [176  92],[1.95940959 1.04059041] ; [175.04059041  92.95940959],0
n3,1,0.367932,0.810636,[1 1] ; [38 11],[1.52941176 0.47058824] ; [37.47058824 11.52941176],0
r1,1,0.37192,0.797239,[2 1] ; [230  40],[2.54945055 0.45054945] ; [229.45054945  40.54945055],0
s6,1,0.39068,0.736825,[2 1] ; [227  41],[2.53505535 0.46494465] ; [226.46494465  41.53505535],0
d5,1,0.396112,0.720098,[2 1] ; [230  42],[2.53090909 0.46909091] ; [229.46909091  42.53090909],0
b2,1,0.475215,0.509824,[2 1] ; [ 85 100],[1.38829787 1.61170213] ; [85.61170213 99.38829787],0
b3,1,0.475215,0.509824,[2 1] ; [ 85 100],[1.38829787 1.61170213] ; [85.61170213 99.38829787],0
v3,1,0.531227,0.392044,[2 1] ; [129 137],[1.46096654 1.53903346] ; [129.53903346 136.46096654],0
d2,1,0.630969,0.230748,[2 1] ; [144 129],[1.58695652 1.41304348] ; [144.41304348 128.58695652],0
a4,1,0.639834,0.21896,[1 2] ; [128 145],[1.40217391 1.59782609] ; [127.59782609 145.40217391],0
p6,1,0.694905,0.153827,[2 1] ; [150 121],[1.66423358 1.33576642] ; [150.33576642 120.66423358],0
b5,1,0.712288,0.136002,[2 1] ; [153 120],[1.68478261 1.31521739] ; [153.31521739 119.68478261],0
b4,1,0.712288,0.136002,[2 1] ; [153 120],[1.68478261 1.31521739] ; [153.31521739 119.68478261],0
b1,1,0.758995,0.094127,[1 2] ; [115 158],[1.26086957 1.73913043] ; [114.73913043 158.26086957],0
d3,1,0.85599,0.032935,[2 1] ; [195  78],[2.14130435 0.85869565] ; [194.85869565  78.14130435],0
p8,1,0.862603,0.02995,[2 1] ; [193  78],[2.1350365 0.8649635] ; [192.8649635  78.1350365],0
v2,1,0.900277,0.015703,[2 1] ; [168  98],[1.89591078 1.10408922] ; [168.10408922  97.89591078],0
a7,1,0.938298,0.005992,[2 1] ; [187  85],[2.06181818 0.93818182] ; [186.93818182  85.06181818],0
p3,1,0.947312,0.004367,[2 1] ; [177  96],[1.94565217 1.05434783] ; [177.05434783  95.94565217],0
a6,1,0.98576,0.000319,[2 1] ; [180  92],[1.98545455 1.01454545] ; [180.01454545  91.98545455],0
