Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.87045,[32 28] ; [ 1 31],[21.52173913 38.47826087] ; [11.47826087 20.52173913],1
d5,1,4e-06,21.364296,[45 15] ; [ 8 24],[34.56521739 25.43478261] ; [18.43478261 13.56521739],1
d3,1,0.000127,14.681425,[37 23] ; [ 6 25],[28.35164835 31.64835165] ; [14.64835165 16.35164835],1
s3,1,0.000239,13.497718,[30 28] ; [ 4 28],[21.91111111 36.08888889] ; [12.08888889 19.91111111],1
a7,1,0.002984,8.816935,[39 21] ; [10 21],[32.30769231 27.69230769] ; [16.69230769 14.30769231],0
v2,1,0.003133,8.728614,[26 32] ; [ 4 26],[19.77272727 38.22727273] ; [10.22727273 19.77272727],0
r3,1,0.003509,8.522119,[37 22] ; [ 9 21],[30.49438202 28.50561798] ; [15.50561798 14.49438202],0
a3,1,0.004799,7.953678,[41 18] ; [12 19],[34.74444444 24.25555556] ; [18.25555556 12.74444444],0
s7,1,0.008355,6.955664,[20 36] ; [ 3 28],[14.8045977 41.1954023] ; [ 8.1954023 22.8045977],0
s6,1,0.016542,5.744335,[24 36] ; [ 5 27],[18.91304348 41.08695652] ; [10.08695652 21.91304348],0
p10,1,0.020527,5.366547,[33 26] ; [ 9 21],[27.84269663 31.15730337] ; [14.15730337 15.84269663],0
a5,1,0.029661,4.728809,[33 27] ; [10 22],[28.04347826 31.95652174] ; [14.95652174 17.04347826],0
a4,1,0.030766,4.665974,[22 37] ; [ 5 27],[17.50549451 41.49450549] ; [ 9.49450549 22.50549451],0
r1,1,0.042091,4.131535,[22 38] ; [ 5 26],[17.8021978 42.1978022] ; [ 9.1978022 21.8021978],0
n5,1,0.046335,3.969382,[31 28] ; [23  8],[35.4 23.6] ; [18.6 12.4],0
d2,1,0.05212,3.771907,[29 30] ; [ 9 23],[24.63736264 34.36263736] ; [13.36263736 18.63736264],0
s8,1,0.056562,3.635428,[10 50] ; [ 1 31],[ 7.17391304 52.82608696] ; [ 3.82608696 28.17391304],0
s2,1,0.060899,3.512727,[18 42] ; [ 4 28],[14.34782609 45.65217391] ; [ 7.65217391 24.34782609],0
b4,1,0.11874,2.433862,[40 20] ; [16 16],[36.52173913 23.47826087] ; [19.47826087 12.52173913],0
v3,1,0.151494,2.057143,[16 44] ; [ 4 26],[13.33333333 46.66666667] ; [ 6.66666667 23.33333333],0
u2,1,0.156646,2.00631,[9 8] ; [ 6 14],[ 6.89189189 10.10810811] ; [ 8.10810811 11.89189189],0
p9,1,0.177231,1.82069,[32 26] ; [12 18],[29. 29.] ; [15. 15.],0
p7,1,0.179572,1.801159,[17 40] ; [ 5 25],[14.4137931 42.5862069] ; [ 7.5862069 22.4137931],0
a2,1,0.217946,1.517845,[ 9 51] ; [ 2 30],[ 7.17391304 52.82608696] ; [ 3.82608696 28.17391304],0
b2,1,0.227385,1.457143,[12 22] ; [9 8],[14. 20.] ; [ 7. 10.],0
b3,1,0.227385,1.457143,[12 22] ; [9 8],[14. 20.] ; [ 7. 10.],0
b5,1,0.237497,1.395391,[34 26] ; [14 18],[31.30434783 28.69565217] ; [16.69565217 15.30434783],0
a6,1,0.245483,1.348826,[32 28] ; [13 19],[29.34782609 30.65217391] ; [15.65217391 16.34782609],0
v1,1,0.273943,1.196896,[20 35] ; [ 8 24],[17.70114943 37.29885057] ; [10.29885057 21.70114943],0
n6,1,0.300672,1.071213,[31 27] ; [13 18],[28.6741573 29.3258427] ; [15.3258427 15.6741573],0
s5,1,0.309547,1.03261,[10 48] ; [ 3 29],[ 8.37777778 49.62222222] ; [ 4.62222222 27.37777778],0
u1,1,0.335222,0.928618,[ 5 55] ; [ 1 31],[ 3.91304348 56.08695652] ; [ 2.08695652 29.91304348],0
v4,1,0.353059,0.862432,[35 23] ; [15 15],[32.95454545 25.04545455] ; [17.04545455 12.95454545],0
r2,1,0.363653,0.825238,[35 19] ; [17 14],[33.03529412 20.96470588] ; [18.96470588 12.03529412],0
u3,1,0.407818,0.685154,[ 6 13] ; [ 4 16],[ 4.87179487 14.12820513] ; [ 5.12820513 14.87179487],0
p1,1,0.488888,0.478972,[ 5 55] ; [ 4 27],[ 5.93406593 54.06593407] ; [ 3.06593407 27.93406593],0
n2,1,0.525131,0.403805,[17 13] ; [ 9 10],[15.91836735 14.08163265] ; [10.08163265  8.91836735],0
s1,1,0.571032,0.320958,[ 6 54] ; [ 2 29],[ 5.27472527 54.72527473] ; [ 2.72527473 28.27472527],0
p11,1,0.588357,0.292917,[26 34] ; [12 20],[24.7826087 35.2173913] ; [13.2173913 18.7826087],0
a1,1,0.591313,0.288299,[ 7 53] ; [ 5 27],[ 7.82608696 52.17391304] ; [ 4.17391304 27.82608696],0
p8,1,0.667813,0.184171,[ 9 50] ; [ 6 26],[ 9.72527473 49.27472527] ; [ 5.27472527 26.72527473],0
n1,1,0.710735,0.137544,[ 8 22] ; [ 6 13],[ 8.57142857 21.42857143] ; [ 5.42857143 13.57142857],0
b1,1,0.760486,0.092929,[28 32] ; [16 16],[28.69565217 31.30434783] ; [15.30434783 16.69565217],0
a8,1,0.780468,0.077679,[ 5 53] ; [ 2 27],[ 4.66666667 53.33333333] ; [ 2.33333333 26.66666667],0
p2,1,0.812546,0.056237,[27 32] ; [15 16],[27.53333333 31.46666667] ; [14.46666667 16.53333333],0
s4,1,0.8975,0.016595,[10 50] ; [ 5 27],[ 9.7826087 50.2173913] ; [ 5.2173913 26.7826087],0
n4,1,0.905037,0.014233,[36 24] ; [19 12],[36.26373626 23.73626374] ; [18.73626374 12.26373626],0
p6,1,0.920743,0.0099,[ 6 52] ; [ 3 28],[ 5.86516854 52.13483146] ; [ 3.13483146 27.86516854],0
n3,1,0.950927,0.003788,[15 14] ; [10  9],[15.10416667 13.89583333] ; [9.89583333 9.10416667],0
