Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.07077,3.265079,[ 4 26] ; [2 2],[ 5.29411765 24.70588235] ; [0.70588235 3.29411765],0
d2,1,0.07077,3.265079,[ 4 26] ; [2 2],[ 5.29411765 24.70588235] ; [0.70588235 3.29411765],0
s6,1,0.076885,3.129545,[ 9 21] ; [3 1],[10.58823529 19.41176471] ; [1.41176471 2.58823529],0
p12,1,0.08364,2.992708,[ 1 29] ; [1 3],[ 1.76470588 28.23529412] ; [0.23529412 3.76470588],0
u2,1,0.092987,2.821892,[ 4 10] ; [3 1],[5.44444444 8.55555556] ; [1.55555556 2.44444444],0
d4,1,0.185414,1.753684,[12 18] ; [3 1],[13.23529412 16.76470588] ; [1.76470588 2.23529412],0
p1,1,0.224629,1.474552,[ 2 28] ; [1 3],[ 2.64705882 27.35294118] ; [0.35294118 3.64705882],0
v4,1,0.233304,1.420602,[13 17] ; [3 1],[14.11764706 15.88235294] ; [1.88235294 2.11764706],0
p5,1,0.237737,1.393966,[ 2 27] ; [1 3],[ 2.63636364 26.36363636] ; [0.36363636 3.63636364],0
n6,1,0.380804,0.768103,[15 14] ; [3 1],[15.81818182 13.18181818] ; [2.18181818 1.81818182],0
a1,1,0.381768,0.765,[ 3 27] ; [1 3],[ 3.52941176 26.47058824] ; [0.47058824 3.52941176],0
p6,1,0.399858,0.708754,[ 3 26] ; [1 3],[ 3.51515152 25.48484848] ; [0.48484848 3.51515152],0
s2,1,0.421885,0.645059,[ 9 21] ; [2 2],[ 9.70588235 20.29411765] ; [1.29411765 2.70588235],0
d3,1,0.421885,0.645059,[ 9 21] ; [2 2],[ 9.70588235 20.29411765] ; [1.29411765 2.70588235],0
a7,1,0.421885,0.645059,[ 9 21] ; [2 2],[ 9.70588235 20.29411765] ; [1.29411765 2.70588235],0
p4,1,0.512336,0.429293,[10 20] ; [2 2],[10.58823529 19.41176471] ; [1.41176471 2.58823529],0
a6,1,0.512336,0.429293,[10 20] ; [2 2],[10.58823529 19.41176471] ; [1.41176471 2.58823529],0
a5,1,0.561994,0.336264,[12 18] ; [1 3],[11.47058824 18.52941176] ; [1.52941176 2.47058824],0
n5,1,0.606238,0.26569,[19 11] ; [2 2],[18.52941176 11.47058824] ; [2.47058824 1.52941176],0
u3,1,0.61209,0.257143,[ 2 12] ; [1 3],[ 2.33333333 11.66666667] ; [0.66666667 3.33333333],0
p8,1,0.614271,0.254002,[11 18] ; [1 3],[10.54545455 18.45454545] ; [1.45454545 2.54545455],0
r3,1,0.643297,0.214456,[18 11] ; [2 2],[17.57575758 11.42424242] ; [2.42424242 1.57575758],0
s4,1,0.681314,0.168651,[ 5 25] ; [1 3],[ 5.29411765 24.70588235] ; [0.70588235 3.29411765],0
p3,1,0.681314,0.168651,[ 5 25] ; [1 3],[ 5.29411765 24.70588235] ; [0.70588235 3.29411765],0
p10,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
p9,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
p2,1,0.800854,0.063626,[17 13] ; [2 2],[16.76470588 13.23529412] ; [2.23529412 1.76470588],0
n4,1,0.900158,0.015741,[14 16] ; [2 2],[14.11764706 15.88235294] ; [1.88235294 2.11764706],0
p7,1,0.900158,0.015741,[14 16] ; [2 2],[14.11764706 15.88235294] ; [1.88235294 2.11764706],0
b5,1,0.900158,0.015741,[16 14] ; [2 2],[15.88235294 14.11764706] ; [2.11764706 1.88235294],0
s8,1,0.941157,0.005449,[ 7 23] ; [1 3],[ 7.05882353 22.94117647] ; [0.94117647 3.05882353],0
s3,1,0.94342,0.005037,[ 8 22] ; [1 3],[ 7.94117647 22.05882353] ; [1.05882353 2.94117647],0
