Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.005736,7.631471,[6 9] ; [11  1],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
a6,1,0.005736,7.631471,[9 6] ; [ 1 11],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
p3,1,0.038142,4.298684,[ 2 13] ; [6 6],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
p11,1,0.040403,4.200882,[12  3] ; [5 7],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
a5,1,0.096104,2.769034,[11  4] ; [5 7],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
v2,1,0.098168,2.735065,[8 6] ; [3 9],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
s3,1,0.116613,2.462227,[ 2 12] ; [5 7],[ 3.76923077 10.23076923] ; [3.23076923 8.76923077],0
n4,1,0.136519,2.216761,[7 8] ; [9 3],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
p4,1,0.168201,1.898901,[6 9] ; [8 4],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
r3,1,0.22052,1.500987,[12  3] ; [7 5],[10.55555556  4.44444444] ; [8.44444444 3.55555556],0
s2,1,0.250478,1.320635,[ 2 12] ; [4 8],[ 3.23076923 10.76923077] ; [2.76923077 9.23076923],0
n3,1,0.303052,1.060714,[4 3] ; [1 3],[3.18181818 3.81818182] ; [1.81818182 2.18181818],0
s7,1,0.305319,1.050816,[5 8] ; [6 4],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
p2,1,0.326109,0.964286,[10  5] ; [10  2],[11.11111111  3.88888889] ; [8.88888889 3.11111111],0
d4,1,0.326109,0.964286,[10  5] ; [10  2],[11.11111111  3.88888889] ; [8.88888889 3.11111111],0
d3,1,0.343446,0.897527,[9 6] ; [5 7],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
v4,1,0.381133,0.767045,[10  5] ; [6 6],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
a8,1,0.403569,0.697665,[ 3 11] ; [ 1 10],[ 2.24 11.76] ; [1.76 9.24],0
d5,1,0.411314,0.675,[11  4] ; [7 5],[10.  5.] ; [8. 4.],0
b4,1,0.411314,0.675,[11  4] ; [7 5],[10.  5.] ; [8. 4.],0
s5,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
p5,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
b2,1,0.464214,0.535714,[3 4] ; [2 6],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
b3,1,0.464214,0.535714,[3 4] ; [2 6],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
u2,1,0.477267,0.505102,[5 2] ; [2 2],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
s8,1,0.483522,0.490909,[7 8] ; [4 8],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
r4,1,0.483522,0.490909,[7 8] ; [4 8],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
p10,1,0.495088,0.465449,[11  3] ; [8 4],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
s6,1,0.603332,0.27,[6 9] ; [6 6],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
a3,1,0.618757,0.247619,[8 6] ; [8 4],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
d1,1,0.63749,0.222039,[ 5 10] ; [3 9],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
d2,1,0.706197,0.142105,[ 4 11] ; [4 8],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
a4,1,0.721501,0.127059,[6 9] ; [4 8],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
p9,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
n6,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
p8,1,0.795012,0.0675,[7 8] ; [5 7],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
b5,1,0.795012,0.0675,[8 7] ; [7 5],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
n2,1,0.818971,0.052381,[4 3] ; [2 2],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
u3,1,0.818971,0.052381,[4 3] ; [2 2],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
p12,1,0.869482,0.027,[ 1 14] ; [ 1 11],[ 1.11111111 13.88888889] ; [ 0.88888889 11.11111111],0
a1,1,0.869482,0.027,[ 1 14] ; [ 1 11],[ 1.11111111 13.88888889] ; [ 0.88888889 11.11111111],0
p6,1,0.921775,0.009643,[ 4 11] ; [3 9],[ 3.88888889 11.11111111] ; [3.11111111 8.88888889],0
p7,1,0.93021,0.00767,[9 6] ; [7 5],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
n5,1,0.93021,0.00767,[9 6] ; [7 5],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
v1,1,1.0,0.0,[ 5 10] ; [4 8],[ 5. 10.] ; [4. 8.],0
v3,1,1.0,0.0,[ 5 10] ; [4 8],[ 5. 10.] ; [4. 8.],0
