Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.3e-05,19.067021,[74 37] ; [14 34],[61.43396226 49.56603774] ; [26.56603774 21.43396226],1
p6,1,0.301946,1.065579,[38 72] ; [12 34],[35.25641026 74.74358974] ; [14.74358974 31.25641026],0
s1,1,0.352219,0.865446,[  5 104] ; [ 4 44],[  6.24840764 102.75159236] ; [ 2.75159236 45.24840764],0
s8,1,0.384386,0.756628,[48 62] ; [17 30],[45.54140127 64.45859873] ; [19.45859873 27.54140127],0
v2,1,0.392121,0.732354,[53 55] ; [20 28],[50.53846154 57.46153846] ; [22.46153846 25.53846154],0
v1,1,0.40721,0.686932,[50 60] ; [18 29],[47.6433121 62.3566879] ; [20.3566879 26.6433121],0
a3,1,0.454043,0.560539,[74 35] ; [29 18],[71.96794872 37.03205128] ; [31.03205128 15.96794872],0
a1,1,0.455225,0.557609,[  4 107] ; [ 3 45],[  4.88679245 106.11320755] ; [ 2.11320755 45.88679245],0
d2,1,0.465765,0.532006,[59 52] ; [22 25],[56.90506329 54.09493671] ; [24.09493671 22.90506329],0
p4,1,0.507773,0.438654,[59 51] ; [22 24],[57.11538462 52.88461538] ; [23.88461538 22.11538462],0
p8,1,0.549273,0.358621,[37 74] ; [18 29],[38.63924051 72.36075949] ; [16.36075949 30.63924051],0
p12,1,0.627261,0.235793,[  3 108] ; [ 2 46],[  3.49056604 107.50943396] ; [ 1.50943396 46.49056604],0
b5,1,0.65143,0.204102,[78 33] ; [32 16],[76.79245283 34.20754717] ; [33.20754717 14.79245283],0
v3,1,0.788665,0.071848,[37 72] ; [17 30],[37.73076923 71.26923077] ; [16.26923077 30.73076923],0
p3,1,0.792403,0.06927,[45 66] ; [18 29],[44.25949367 66.74050633] ; [18.74050633 28.25949367],0
u4,1,0.81891,0.052417,[  3 108] ; [ 1 47],[  2.79245283 108.20754717] ; [ 1.20754717 46.79245283],0
b3,1,0.864944,0.028929,[17 37] ; [ 8 19],[16.66666667 37.33333333] ; [ 8.33333333 18.66666667],0
b2,1,0.864944,0.028929,[17 37] ; [ 8 19],[16.66666667 37.33333333] ; [ 8.33333333 18.66666667],0
p1,1,0.890217,0.019052,[ 10 101] ; [ 4 44],[  9.77358491 101.22641509] ; [ 4.22641509 43.77358491],0
n4,1,0.899617,0.015913,[79 31] ; [34 14],[78.67088608 31.32911392] ; [34.32911392 13.67088608],0
p7,1,0.91752,0.010724,[56 54] ; [23 23],[55.70512821 54.29487179] ; [23.29487179 22.70512821],0
p5,1,0.91973,0.010155,[ 10 101] ; [ 4 43],[  9.83544304 101.16455696] ; [ 4.16455696 42.83544304],0
s5,1,0.931796,0.007325,[35 70] ; [16 31],[35.23026316 69.76973684] ; [15.76973684 31.23026316],0
n5,1,0.965599,0.00186,[79 32] ; [34 14],[78.88679245 32.11320755] ; [34.11320755 13.88679245],0
a8,1,0.983327,0.000437,[10 83] ; [ 5 41],[10.03597122 82.96402878] ; [ 4.96402878 41.03597122],0
