Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.3e-05,16.016825,[21  3] ; [36 51],[12.32432432 11.67567568] ; [44.67567568 42.32432432],1
s2,1,0.001514,10.061215,[15  9] ; [24 63],[ 8.43243243 15.56756757] ; [30.56756757 56.43243243],0
p12,1,0.005505,7.705737,[ 4 20] ; [ 2 86],[ 1.28571429 22.71428571] ; [ 4.71428571 83.28571429],0
p3,1,0.005827,7.602911,[12 12] ; [19 69],[ 6.64285714 17.35714286] ; [24.35714286 63.64285714],0
u3,1,0.010079,6.620908,[5 2] ; [ 7 25],[2.15384615 4.84615385] ; [ 9.84615385 22.15384615],0
d2,1,0.012077,6.299516,[16  8] ; [33 54],[10.59459459 13.40540541] ; [38.40540541 48.59459459],0
r1,1,0.022991,5.169162,[19  5] ; [47 41],[14.14285714  9.85714286] ; [51.85714286 36.14285714],0
r4,1,0.045992,3.981902,[19  5] ; [50 38],[14.78571429  9.21428571] ; [54.21428571 33.78571429],0
s8,1,0.047204,3.938115,[11 13] ; [22 66],[ 7.07142857 16.92857143] ; [25.92857143 62.07142857],0
s4,1,0.047594,3.924281,[ 6 17] ; [ 9 79],[ 3.10810811 19.89189189] ; [11.89189189 76.10810811],0
d4,1,0.057082,3.620202,[19  5] ; [51 37],[15.  9.] ; [55. 33.],0
p11,1,0.057082,3.620202,[19  5] ; [51 37],[15.  9.] ; [55. 33.],0
s3,1,0.057767,3.600363,[14 10] ; [32 55],[ 9.94594595 14.05405405] ; [36.05405405 50.94594595],0
a4,1,0.073312,3.207258,[14 10] ; [33 54],[10.16216216 13.83783784] ; [36.83783784 50.16216216],0
p5,1,0.082537,3.014224,[ 3 21] ; [ 3 84],[ 1.2972973 22.7027027] ; [ 4.7027027 82.2972973],0
p8,1,0.095026,2.787109,[ 2 22] ; [21 67],[ 4.92857143 19.07142857] ; [18.07142857 69.92857143],0
a5,1,0.128017,2.316389,[18  6] ; [51 37],[14.78571429  9.21428571] ; [54.21428571 33.78571429],0
p1,1,0.133673,2.249317,[ 4 20] ; [ 6 82],[ 2.14285714 21.85714286] ; [ 7.85714286 80.14285714],0
n6,1,0.137339,2.207524,[20  4] ; [59 28],[17.08108108  6.91891892] ; [61.91891892 25.08108108],0
d5,1,0.151793,2.054139,[17  7] ; [48 40],[13.92857143 10.07142857] ; [51.07142857 36.92857143],0
b4,1,0.151793,2.054139,[17  7] ; [48 40],[13.92857143 10.07142857] ; [51.07142857 36.92857143],0
d1,1,0.153576,2.036364,[12 12] ; [30 58],[ 9. 15.] ; [33. 55.],0
