Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.825938,[ 6 36] ; [90 16],[27.24324324 14.75675676] ; [68.75675676 37.24324324],1
r3,1,0.0,25.97533,[21 21] ; [94 12],[32.63513514  9.36486486] ; [82.36486486 23.63513514],1
p11,1,0.0,25.935033,[13 29] ; [81 26],[26.4966443 15.5033557] ; [67.5033557 39.4966443],1
p2,1,2e-06,23.098518,[15 27] ; [82 24],[27.52702703 14.47297297] ; [69.47297297 36.52702703],1
r4,1,1e-05,19.549576,[ 9 33] ; [66 41],[21.1409396 20.8590604] ; [53.8590604 53.1409396],1
v4,1,0.000176,14.066986,[24 18] ; [90 15],[32.57142857  9.42857143] ; [81.42857143 23.57142857],1
v1,1,0.014082,6.027839,[ 9 33] ; [44 58],[15.45833333 26.54166667] ; [37.54166667 64.45833333],0
n2,1,0.016961,5.700397,[11 10] ; [25  5],[14.82352941  6.17647059] ; [21.17647059  8.82352941],0
s8,1,0.022577,5.200737,[ 3 39] ; [25 82],[ 7.89261745 34.10738255] ; [20.10738255 86.89261745],0
b5,1,0.02623,4.940775,[20 22] ; [72 35],[25.93288591 16.06711409] ; [66.06711409 40.93288591],0
n6,1,0.028838,4.777272,[24 17] ; [82 25],[29.36486486 11.63513514] ; [76.63513514 30.36486486],0
d2,1,0.031468,4.627258,[21 20] ; [34 72],[15.34013605 25.65986395] ; [39.65986395 66.34013605],0
n3,1,0.032651,4.563997,[10 11] ; [23  7],[13.58823529  7.41176471] ; [19.41176471 10.58823529],0
a7,1,0.037093,4.346116,[18 24] ; [66 41],[23.67785235 18.32214765] ; [60.32214765 46.67785235],0
s3,1,0.0384,4.287218,[12 29] ; [51 55],[17.57142857 23.42857143] ; [45.42857143 60.57142857],0
s6,1,0.05939,3.554328,[14 28] ; [53 52],[19.14285714 22.85714286] ; [47.85714286 57.14285714],0
n5,1,0.075966,3.149165,[23 19] ; [75 32],[27.62416107 14.37583893] ; [70.37583893 36.62416107],0
s7,1,0.080633,3.052098,[ 6 34] ; [30 73],[10.06993007 29.93006993] ; [25.93006993 77.06993007],0
p8,1,0.105163,2.625449,[ 9 32] ; [38 68],[13.10884354 27.89115646] ; [33.89115646 72.10884354],0
s1,1,0.107776,2.586529,[ 3 39] ; [  2 105],[ 1.40939597 40.59060403] ; [  3.59060403 103.40939597],0
s2,1,0.109804,2.557038,[11 31] ; [43 64],[15.22147651 26.77852349] ; [38.77852349 68.22147651],0
p3,1,0.114401,2.492342,[10 32] ; [40 67],[14.09395973 27.90604027] ; [35.90604027 71.09395973],0
p5,1,0.144962,2.124481,[ 1 40] ; [10 95],[ 3.0890411 37.9109589] ; [ 7.9109589 97.0890411],0
r2,1,0.172252,1.863234,[27 14] ; [80 24],[30.25517241 10.74482759] ; [76.74482759 27.25517241],0
n4,1,0.172739,1.85901,[22 20] ; [69 38],[25.65100671 16.34899329] ; [65.34899329 41.65100671],0
s4,1,0.19378,1.688644,[11 31] ; [18 89],[ 8.17449664 33.82550336] ; [20.82550336 86.17449664],0
s5,1,0.227069,1.459128,[ 5 37] ; [21 82],[ 7.53103448 34.46896552] ; [18.46896552 84.53103448],0
n1,1,0.272681,1.203209,[ 5 15] ; [12 18],[ 6.8 13.2] ; [10.2 19.8],0
a1,1,0.279125,1.171347,[ 5 37] ; [  7 100],[ 3.38255034 38.61744966] ; [ 8.61744966 98.38255034],0
b1,1,0.351233,0.868996,[20 22] ; [42 65],[17.47651007 24.52348993] ; [44.52348993 62.47651007],0
a5,1,0.377506,0.778809,[19 23] ; [57 50],[21.42281879 20.57718121] ; [54.57718121 52.42281879],0
u3,1,0.381231,0.766729,[ 6 15] ; [19 29],[ 7.60869565 13.39130435] ; [17.39130435 30.60869565],0
p4,1,0.438662,0.59978,[14 28] ; [43 64],[16.06711409 25.93288591] ; [40.93288591 66.06711409],0
d1,1,0.462334,0.540237,[16 26] ; [34 73],[14.09395973 27.90604027] ; [35.90604027 71.09395973],0
a3,1,0.533316,0.388069,[21 21] ; [59 47],[22.7027027 19.2972973] ; [57.2972973 48.7027027],0
b4,1,0.537857,0.379525,[22 20] ; [62 45],[23.67785235 18.32214765] ; [60.32214765 46.67785235],0
a6,1,0.596548,0.280235,[24 18] ; [56 51],[22.55033557 19.44966443] ; [57.44966443 49.55033557],0
p7,1,0.596561,0.280213,[16 26] ; [45 60],[17.42857143 24.57142857] ; [43.57142857 61.42857143],0
d3,1,0.60428,0.268589,[22 20] ; [51 56],[20.57718121 21.42281879] ; [52.42281879 54.57718121],0
d4,1,0.608115,0.262929,[26 16] ; [71 36],[27.34228188 14.65771812] ; [69.65771812 37.34228188],0
u2,1,0.608688,0.26209,[ 7 13] ; [20 28],[ 7.94117647 12.05882353] ; [19.05882353 28.94117647],0
v2,1,0.650741,0.204967,[14 28] ; [31 74],[12.85714286 29.14285714] ; [32.14285714 72.85714286],0
a2,1,0.764186,0.089993,[ 4 38] ; [12 95],[ 4.51006711 37.48993289] ; [11.48993289 95.51006711],0
u1,1,0.774916,0.081768,[ 2 40] ; [  4 103],[ 1.69127517 40.30872483] ; [  4.30872483 102.69127517],0
p1,1,0.786547,0.073331,[ 3 39] ; [ 9 97],[ 3.40540541 38.59459459] ; [ 8.59459459 97.40540541],0
b3,1,0.819278,0.0522,[ 8 17] ; [18 43],[ 7.55813953 17.44186047] ; [18.44186047 42.55813953],0
b2,1,0.819278,0.0522,[ 8 17] ; [18 43],[ 7.55813953 17.44186047] ; [18.44186047 42.55813953],0
a4,1,0.852324,0.034653,[12 29] ; [33 74],[12.46621622 28.53378378] ; [32.53378378 74.46621622],0
d5,1,0.935648,0.006519,[26 16] ; [67 40],[26.2147651 15.7852349] ; [66.7852349 40.2147651],0
v3,1,0.970689,0.00135,[ 9 33] ; [22 82],[ 8.91780822 33.08219178] ; [22.08219178 81.91780822],0
