Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.031308,4.635989,[5 9] ; [10  3],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
n5,1,0.031308,4.635989,[9 5] ; [ 3 10],[6.22222222 7.77777778] ; [5.77777778 7.22222222],0
d1,1,0.050483,3.825353,[ 1 13] ; [5 8],[ 3.11111111 10.88888889] ; [ 2.88888889 10.11111111],0
n1,1,0.067278,3.348214,[1 7] ; [4 3],[2.66666667 5.33333333] ; [2.33333333 4.66666667],0
s6,1,0.114306,2.493656,[ 1 13] ; [4 9],[ 2.59259259 11.40740741] ; [ 2.40740741 10.59259259],0
s7,1,0.177895,1.815126,[ 2 10] ; [5 7],[3.5 8.5] ; [3.5 8.5],0
r1,1,0.181709,1.783591,[ 4 10] ; [7 6],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
p6,1,0.24421,1.356128,[ 1 13] ; [ 3 10],[ 2.07407407 11.92592593] ; [ 1.92592593 11.07407407],0
p8,1,0.262871,1.253571,[ 4 10] ; [6 6],[5.38461538 8.61538462] ; [4.61538462 7.38461538],0
v4,1,0.275973,1.186813,[8 6] ; [10  3],[9.33333333 4.66666667] ; [8.66666667 4.33333333],0
p3,1,0.303294,1.059655,[ 2 12] ; [4 9],[ 3.11111111 10.88888889] ; [ 2.88888889 10.11111111],0
v3,1,0.303294,1.059655,[ 2 12] ; [4 9],[ 3.11111111 10.88888889] ; [ 2.88888889 10.11111111],0
n6,1,0.309558,1.032561,[7 7] ; [4 9],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
p10,1,0.331693,0.942278,[6 8] ; [8 5],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
d5,1,0.331693,0.942278,[6 8] ; [8 5],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
p2,1,0.343446,0.897527,[9 5] ; [6 7],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
n2,1,0.446798,0.578763,[5 3] ; [3 4],[4.26666667 3.73333333] ; [3.73333333 3.26666667],0
n3,1,0.446798,0.578763,[3 5] ; [4 3],[3.73333333 4.26666667] ; [3.26666667 3.73333333],0
d4,1,0.472423,0.516303,[9 5] ; [10  3],[9.85185185 4.14814815] ; [9.14814815 3.85185185],0
b3,1,0.480478,0.497778,[2 3] ; [2 7],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
b2,1,0.480478,0.497778,[2 3] ; [2 7],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
s1,1,0.495947,0.463599,[ 1 13] ; [ 2 11],[ 1.55555556 12.44444444] ; [ 1.44444444 11.55555556],0
s8,1,0.495947,0.463599,[ 1 13] ; [ 2 11],[ 1.55555556 12.44444444] ; [ 1.44444444 11.55555556],0
p11,1,0.515759,0.422366,[6 8] ; [4 9],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
u2,1,0.527089,0.4,[2 3] ; [3 2],[2.5 2.5] ; [2.5 2.5],0
r2,1,0.54659,0.363462,[7 7] ; [8 5],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
s4,1,0.556812,0.345255,[ 2 12] ; [ 3 10],[ 2.59259259 11.40740741] ; [ 2.40740741 10.59259259],0
b5,1,0.567996,0.326048,[8 6] ; [6 7],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
a4,1,0.579997,0.30624,[ 3 11] ; [4 9],[ 3.62962963 10.37037037] ; [3.37037037 9.62962963],0
a5,1,0.581206,0.304289,[5 9] ; [6 7],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
s2,1,0.585957,0.296703,[ 2 12] ; [ 1 12],[ 1.55555556 12.44444444] ; [ 1.44444444 11.55555556],0
v2,1,0.686239,0.163187,[ 3 11] ; [ 2 11],[ 2.59259259 11.40740741] ; [ 2.40740741 10.59259259],0
s3,1,0.686239,0.163187,[ 3 11] ; [ 2 11],[ 2.59259259 11.40740741] ; [ 2.40740741 10.59259259],0
p9,1,0.694887,0.153846,[6 7] ; [7 6],[6.5 6.5] ; [6.5 6.5],0
b1,1,0.785351,0.074176,[9 5] ; [9 4],[9.33333333 4.66666667] ; [8.66666667 4.33333333],0
b4,1,0.841596,0.039941,[7 7] ; [7 6],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
a6,1,0.882577,0.021816,[5 9] ; [5 8],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
p4,1,0.882577,0.021816,[5 9] ; [5 8],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
a3,1,0.882577,0.021816,[9 5] ; [8 5],[8.81481481 5.18518519] ; [8.18518519 4.81481481],0
v1,1,0.882577,0.021816,[5 9] ; [5 8],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
p5,1,0.909583,0.012897,[ 1 13] ; [ 1 11],[ 1.07692308 12.92307692] ; [ 0.92307692 11.07692308],0
d2,1,0.918011,0.010597,[ 3 11] ; [ 3 10],[ 3.11111111 10.88888889] ; [ 2.88888889 10.11111111],0
p7,1,0.951159,0.003752,[6 8] ; [5 7],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
s5,1,0.95656,0.002967,[ 1 13] ; [ 1 12],[ 1.03703704 12.96296296] ; [ 0.96296296 12.03703704],0
p1,1,0.95656,0.002967,[ 1 13] ; [ 1 12],[ 1.03703704 12.96296296] ; [ 0.96296296 12.03703704],0
