Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.046002,3.981533,[36 40] ; [ 2 10],[32.81818182 43.18181818] ; [5.18181818 6.81818182],0
p7,1,0.097678,2.743051,[19 53] ; [6 6],[21.42857143 50.57142857] ; [3.57142857 8.42857143],0
r1,1,0.145594,2.117811,[21 54] ; [ 1 11],[18.96551724 56.03448276] ; [3.03448276 8.96551724],0
n5,1,0.153464,2.037473,[46 28] ; [10  2],[48.18604651 25.81395349] ; [7.81395349 4.18604651],0
a5,1,0.157533,1.997748,[42 34] ; [4 8],[39.72727273 36.27272727] ; [6.27272727 5.72727273],0
v3,1,0.193771,1.688709,[19 56] ; [ 1 11],[17.24137931 57.75862069] ; [2.75862069 9.24137931],0
r2,1,0.234893,1.410986,[40 32] ; [4 7],[38.1686747 33.8313253] ; [5.8313253 5.1686747],0
b4,1,0.254196,1.300092,[45 31] ; [5 7],[43.18181818 32.81818182] ; [6.81818182 5.18181818],0
p11,1,0.334985,0.929532,[33 43] ; [7 5],[34.54545455 41.45454545] ; [5.45454545 6.54545455],0
a3,1,0.402237,0.701628,[41 34] ; [5 7],[39.65517241 35.34482759] ; [6.34482759 5.65517241],0
s6,1,0.407599,0.685794,[17 59] ; [4 8],[18.13636364 57.86363636] ; [2.86363636 9.13636364],0
d1,1,0.424821,0.63694,[28 48] ; [3 9],[26.77272727 49.22727273] ; [4.22727273 7.77272727],0
p10,1,0.45001,0.570628,[34 39] ; [7 5],[35.21176471 37.78823529] ; [5.78823529 6.21176471],0
b3,1,0.451651,0.566505,[16 25] ; [2 6],[15.06122449 25.93877551] ; [2.93877551 5.06122449],0
b2,1,0.451651,0.566505,[16 25] ; [2 6],[15.06122449 25.93877551] ; [2.93877551 5.06122449],0
d3,1,0.452698,0.563889,[35 40] ; [7 5],[36.20689655 38.79310345] ; [5.79310345 6.20689655],0
u3,1,0.486335,0.484625,[10 24] ; [3 4],[10.7804878 23.2195122] ; [2.2195122 4.7804878],0
n2,1,0.498238,0.458687,[21 16] ; [3 4],[20.18181818 16.81818182] ; [3.81818182 3.18181818],0
p9,1,0.532884,0.388889,[37 35] ; [5 7],[36. 36.] ; [6. 6.],0
v1,1,0.546945,0.362818,[25 49] ; [3 9],[24.09302326 49.90697674] ; [3.90697674 8.09302326],0
d5,1,0.548059,0.360807,[45 31] ; [6 6],[44.04545455 31.95454545] ; [6.95454545 5.04545455],0
n4,1,0.572871,0.317903,[44 31] ; [6 6],[43.10344828 31.89655172] ; [6.89655172 5.10344828],0
u2,1,0.593549,0.284836,[11 23] ; [3 4],[11.6097561 22.3902439] ; [2.3902439 4.6097561],0
n6,1,0.610979,0.258752,[43 30] ; [8 4],[43.8 29.2] ; [7.2 4.8],0
v2,1,0.618161,0.248461,[25 48] ; [5 7],[25.76470588 47.23529412] ; [4.23529412 7.76470588],0
r3,1,0.623161,0.24145,[36 37] ; [5 7],[35.21176471 37.78823529] ; [5.78823529 6.21176471],0
p2,1,0.623161,0.24145,[37 36] ; [7 5],[37.78823529 35.21176471] ; [6.21176471 5.78823529],0
p8,1,0.631406,0.230159,[20 55] ; [4 8],[20.68965517 54.31034483] ; [3.31034483 8.68965517],0
d2,1,0.662019,0.191081,[26 48] ; [5 7],[26.6744186 47.3255814] ; [4.3255814 7.6744186],0
s1,1,0.678448,0.171878,[ 4 71] ; [ 1 11],[ 4.31034483 70.68965517] ; [ 0.68965517 11.31034483],0
n3,1,0.680215,0.169884,[18 19] ; [4 3],[18.5 18.5] ; [3.5 3.5],0
b5,1,0.712899,0.135398,[40 36] ; [7 5],[40.59090909 35.40909091] ; [6.40909091 5.59090909],0
s2,1,0.721904,0.126676,[ 9 67] ; [ 1 11],[ 8.63636364 67.36363636] ; [ 1.36363636 10.63636364],0
b1,1,0.733647,0.115789,[42 34] ; [6 6],[41.45454545 34.54545455] ; [6.54545455 5.45454545],0
a4,1,0.778669,0.078991,[22 53] ; [4 8],[22.4137931 52.5862069] ; [3.5862069 8.4137931],0
p3,1,0.793578,0.06847,[16 58] ; [3 9],[16.34883721 57.65116279] ; [2.65116279 9.34883721],0
s5,1,0.815768,0.054285,[ 8 68] ; [ 1 11],[ 7.77272727 68.22727273] ; [ 1.22727273 10.77272727],0
s8,1,0.815768,0.054285,[ 8 68] ; [ 1 11],[ 7.77272727 68.22727273] ; [ 1.22727273 10.77272727],0
a1,1,0.815768,0.054285,[ 8 68] ; [ 1 11],[ 7.77272727 68.22727273] ; [ 1.22727273 10.77272727],0
s7,1,0.891174,0.01872,[13 58] ; [ 2 10],[12.8313253 58.1686747] ; [2.1686747 9.8313253],0
v4,1,0.91295,0.011951,[45 30] ; [7 5],[44.82758621 30.17241379] ; [7.17241379 4.82758621],0
d4,1,0.91295,0.011951,[45 30] ; [7 5],[44.82758621 30.17241379] ; [7.17241379 4.82758621],0
a7,1,0.930774,0.007547,[36 38] ; [6 6],[36.13953488 37.86046512] ; [5.86046512 6.13953488],0
n1,1,0.950885,0.003794,[11 26] ; [2 5],[10.93181818 26.06818182] ; [2.06818182 4.93181818],0
p4,1,0.975575,0.000937,[25 49] ; [4 8],[24.95348837 49.04651163] ; [4.04651163 7.95348837],0
p6,1,0.984235,0.00039,[12 61] ; [ 2 10],[12.02352941 60.97647059] ; [ 1.97647059 10.02352941],0
