Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.248447,[ 2 25] ; [44 10],[15.33333333 11.66666667] ; [30.66666667 23.33333333],1
v4,1,0.0,25.511297,[11 16] ; [49  4],[20.25  6.75] ; [39.75 13.25],1
s6,1,5.4e-05,16.31912,[ 4 23] ; [32 19],[12.46153846 14.53846154] ; [23.53846154 27.46153846],1
s5,1,0.000769,11.315773,[ 1 26] ; [20 31],[ 7.26923077 19.73076923] ; [13.73076923 37.26923077],1
p2,1,0.00084,11.151187,[ 7 19] ; [36 18],[13.975 12.025] ; [29.025 24.975],1
p4,1,0.000866,11.094422,[ 4 22] ; [29 24],[10.86075949 15.13924051] ; [22.13924051 30.86075949],1
p9,1,0.001296,10.348511,[ 5 19] ; [32 21],[11.53246753 12.46753247] ; [25.46753247 27.53246753],0
r2,1,0.002222,9.356621,[14 11] ; [47  7],[19.30379747  5.69620253] ; [41.69620253 12.30379747],0
p7,1,0.003088,8.754978,[ 5 20] ; [30 24],[11.07594937 13.92405063] ; [23.92405063 30.07594937],0
v2,1,0.00376,8.396465,[ 4 22] ; [26 27],[ 9.87341772 16.12658228] ; [20.12658228 32.87341772],0
s8,1,0.00407,8.252378,[ 2 25] ; [20 33],[ 7.425 19.575] ; [14.575 38.425],0
s3,1,0.00493,7.9048,[ 6 20] ; [30 23],[11.84810127 14.15189873] ; [24.15189873 28.84810127],0
s7,1,0.005101,7.843404,[ 3 21] ; [22 26],[ 8.33333333 15.66666667] ; [16.66666667 31.33333333],0
s2,1,0.009701,6.689032,[ 5 22] ; [26 28],[10.33333333 16.66666667] ; [20.66666667 33.33333333],0
u3,1,0.014144,6.020067,[ 1 11] ; [12 12],[4.33333333 7.66666667] ; [ 8.66666667 15.33333333],0
d5,1,0.025829,4.967459,[11 16] ; [36 18],[15.66666667 11.33333333] ; [31.33333333 22.66666667],0
b5,1,0.027803,4.840244,[ 9 18] ; [32 22],[13.66666667 13.33333333] ; [27.33333333 26.66666667],0
a4,1,0.028002,4.827933,[ 5 21] ; [24 30],[ 9.425 16.575] ; [19.575 34.425],0
d4,1,0.032938,4.549007,[14 13] ; [40 13],[18.225  8.775] ; [35.775 17.225],0
p8,1,0.034393,4.475059,[ 4 23] ; [20 33],[ 8.1 18.9] ; [15.9 37.1],0
p6,1,0.036213,4.387064,[ 2 24] ; [15 38],[ 5.59493671 20.40506329] ; [11.40506329 41.59493671],0
p3,1,0.04018,4.210263,[ 5 21] ; [23 31],[ 9.1 16.9] ; [18.9 35.1],0
r1,1,0.040692,4.1888,[10 17] ; [33 21],[14.33333333 12.66666667] ; [28.66666667 25.33333333],0
n5,1,0.043944,4.0587,[21  6] ; [29 24],[16.875 10.125] ; [33.125 19.875],0
n2,1,0.046995,3.945565,[ 7 10] ; [16  6],[10.02564103  6.97435897] ; [12.97435897  9.02564103],0
v1,1,0.06248,3.470303,[ 6 21] ; [23 30],[ 9.7875 17.2125] ; [19.2125 33.7875],0
n3,1,0.077787,3.110539,[ 6 10] ; [14  7],[8.64864865 7.35135135] ; [11.35135135  9.64864865],0
n6,1,0.098092,2.736287,[13 14] ; [35 17],[16.40506329 10.59493671] ; [31.59493671 20.40506329],0
d2,1,0.109305,2.564245,[ 9 17] ; [29 25],[12.35 13.65] ; [25.65 28.35],0
b4,1,0.11273,2.515528,[12 15] ; [34 20],[15.33333333 11.66666667] ; [30.66666667 23.33333333],0
a5,1,0.116074,2.469512,[10 17] ; [30 24],[13.33333333 13.66666667] ; [26.66666667 27.33333333],0
u2,1,0.133614,2.25,[ 2 10] ; [10 14],[4. 8.] ; [ 8. 16.],0
p10,1,0.164872,1.928959,[ 8 18] ; [25 28],[10.86075949 15.13924051] ; [22.13924051 30.86075949],0
n1,1,0.194916,1.680067,[ 5 12] ; [11 11],[ 6.97435897 10.02564103] ; [ 9.02564103 12.97435897],0
d1,1,0.198543,1.653061,[ 8 19] ; [24 30],[10.66666667 16.33333333] ; [21.33333333 32.66666667],0
a1,1,0.292171,1.109589,[ 4 23] ; [ 4 50],[ 2.66666667 24.33333333] ; [ 5.33333333 48.66666667],0
d3,1,0.337356,0.920455,[ 9 18] ; [24 30],[11. 16.] ; [22. 32.],0
b2,1,0.352323,0.865074,[8 9] ; [10 20],[ 6.5106383 10.4893617] ; [11.4893617 18.5106383],0
b3,1,0.352323,0.865074,[8 9] ; [10 20],[ 6.5106383 10.4893617] ; [11.4893617 18.5106383],0
n4,1,0.47227,0.51666,[19  8] ; [33 20],[17.55  9.45] ; [34.45 18.55],0
s1,1,0.576003,0.312741,[ 3 24] ; [ 4 50],[ 2.33333333 24.66666667] ; [ 4.66666667 49.33333333],0
p12,1,0.622582,0.242255,[ 1 26] ; [ 1 52],[ 0.675 26.325] ; [ 1.325 51.675],0
b1,1,0.625484,0.238235,[18  9] ; [33 21],[17. 10.] ; [34. 20.],0
v3,1,0.786098,0.073648,[ 8 19] ; [16 33],[ 8.52631579 18.47368421] ; [15.47368421 33.52631579],0
a3,1,0.92879,0.007986,[15 12] ; [30 23],[15.1875 11.8125] ; [29.8125 23.1875],0
p1,1,1.0,0.0,[ 2 25] ; [ 4 50],[ 2. 25.] ; [ 4. 50.],0
s4,1,1.0,0.0,[ 5 22] ; [10 44],[ 5. 22.] ; [10. 44.],0
a6,1,1.0,0.0,[ 9 18] ; [18 36],[ 9. 18.] ; [18. 36.],0
