Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.661905,[35 22] ; [ 3 37],[22.32989691 34.67010309] ; [15.67010309 24.32989691],1
a3,1,1.7e-05,18.467221,[44 13] ; [13 26],[33.84375 23.15625] ; [23.15625 15.84375],1
v2,1,0.000387,12.592548,[33 21] ; [ 9 29],[24.65217391 29.34782609] ; [17.34782609 20.65217391],1
n4,1,0.000593,11.799183,[24 33] ; [ 4 36],[16.45360825 40.54639175] ; [11.54639175 28.45360825],1
d2,1,0.000995,10.835972,[35 22] ; [11 29],[27.03092784 29.96907216] ; [18.96907216 21.03092784],1
d1,1,0.004506,8.067735,[38 19] ; [15 25],[31.1443299 25.8556701] ; [21.8556701 18.1443299],0
r2,1,0.006764,7.334603,[52  4] ; [29 11],[47.25  8.75] ; [33.75  6.25],0
s6,1,0.020979,5.328526,[35 21] ; [15 24],[29.47368421 26.52631579] ; [20.52631579 18.47368421],0
u1,1,0.021436,5.290954,[10 47] ; [ 1 39],[ 6.46391753 50.53608247] ; [ 4.53608247 35.46391753],0
d5,1,0.02468,5.046216,[49  8] ; [26 13],[44.53125 12.46875] ; [30.46875  8.53125],0
r3,1,0.058237,3.586901,[52  5] ; [31  9],[48.77319588  8.22680412] ; [34.22680412  5.77319588],0
r1,1,0.085384,2.959321,[41 16] ; [22 18],[37.02061856 19.97938144] ; [25.97938144 14.02061856],0
s5,1,0.090237,2.870134,[18 34] ; [ 7 31],[14.44444444 37.55555556] ; [10.55555556 27.44444444],0
r4,1,0.105354,2.622564,[43 14] ; [24 16],[39.37113402 17.62886598] ; [27.62886598 12.37113402],0
u3,1,0.105528,2.619943,[4 8] ; [16 10],[6.31578947 5.68421053] ; [13.68421053 12.31578947],0
p8,1,0.120686,2.408398,[19 36] ; [ 8 32],[15.63157895 39.36842105] ; [11.36842105 28.63157895],0
a6,1,0.125503,2.347261,[36 21] ; [19 21],[32.31958763 24.68041237] ; [22.68041237 17.31958763],0
u2,1,0.133076,2.256255,[5 8] ; [16  9],[7.18421053 5.81578947] ; [13.81578947 11.18421053],0
p3,1,0.150624,2.065919,[23 32] ; [11 29],[19.68421053 35.31578947] ; [14.31578947 25.68421053],0
s2,1,0.192667,1.697102,[29 28] ; [15 25],[25.8556701 31.1443299] ; [18.1443299 21.8556701],0
d3,1,0.207328,1.589989,[42 15] ; [24 15],[39.1875 17.8125] ; [26.8125 12.1875],0
p7,1,0.230361,1.438631,[25 31] ; [13 27],[22.16666667 33.83333333] ; [15.83333333 24.16666667],0
v3,1,0.231948,1.428873,[18 35] ; [ 8 28],[15.48314607 37.51685393] ; [10.51685393 25.48314607],0
p4,1,0.271764,1.207823,[24 31] ; [13 27],[21.42105263 33.57894737] ; [15.57894737 24.42105263],0
p6,1,0.278745,1.173198,[13 41] ; [ 6 34],[10.91489362 43.08510638] ; [ 8.08510638 31.91489362],0
d4,1,0.280383,1.165233,[49  8] ; [31  9],[47.01030928  9.98969072] ; [32.98969072  7.01030928],0
n6,1,0.284694,1.144544,[30 26] ; [17 23],[27.41666667 28.58333333] ; [19.58333333 20.41666667],0
s7,1,0.306695,1.044853,[18 33] ; [ 9 27],[15.82758621 35.17241379] ; [11.17241379 24.82758621],0
s8,1,0.366516,0.815444,[11 45] ; [11 29],[12.83333333 43.16666667] ; [ 9.16666667 30.83333333],0
v1,1,0.425104,0.636161,[21 36] ; [11 27],[19.2 37.8] ; [12.8 25.2],0
s4,1,0.4815,0.495464,[18 39] ; [10 30],[16.45360825 40.54639175] ; [11.54639175 28.45360825],0
p2,1,0.531336,0.391837,[30 26] ; [24 16],[31.5 24.5] ; [22.5 17.5],0
b5,1,0.59329,0.285235,[34 23] ; [26 14],[35.25773196 21.74226804] ; [24.74226804 15.25773196],0
s1,1,0.599139,0.276296,[ 4 53] ; [ 4 36],[ 4.70103093 52.29896907] ; [ 3.29896907 36.70103093],0
b4,1,0.648845,0.207359,[33 24] ; [25 15],[34.08247423 22.91752577] ; [23.91752577 16.08247423],0
n3,1,0.717448,0.130951,[13  7] ; [12  5],[13.51351351  6.48648649] ; [11.48648649  5.51351351],0
n1,1,0.736151,0.113539,[ 4 17] ; [ 4 13],[ 4.42105263 16.57894737] ; [ 3.57894737 13.42105263],0
v4,1,0.739655,0.11043,[47 10] ; [34  6],[47.59793814  9.40206186] ; [33.40206186  6.59793814],0
b1,1,0.743302,0.107246,[28 29] ; [21 19],[28.79381443 28.20618557] ; [20.20618557 19.79381443],0
a1,1,0.777559,0.079807,[ 2 55] ; [ 1 39],[ 1.7628866 55.2371134] ; [ 1.2371134 38.7628866],0
n2,1,0.795628,0.067086,[12  9] ; [9 8],[11.60526316  9.39473684] ; [9.39473684 7.60526316],0
s3,1,0.825993,0.048331,[26 30] ; [19 20],[26.52631579 29.47368421] ; [18.47368421 20.52631579],0
p10,1,0.901636,0.015276,[25 31] ; [17 20],[25.29032258 30.70967742] ; [16.70967742 20.29032258],0
a7,1,0.933006,0.007067,[39 18] ; [27 12],[39.1875 17.8125] ; [26.8125 12.1875],0
b2,1,0.936475,0.006352,[ 5 18] ; [ 5 17],[ 5.11111111 17.88888889] ; [ 4.88888889 17.11111111],0
b3,1,0.936475,0.006352,[ 5 18] ; [ 5 17],[ 5.11111111 17.88888889] ; [ 4.88888889 17.11111111],0
p1,1,0.947097,0.004403,[ 4 52] ; [ 3 37],[ 4.08333333 51.91666667] ; [ 2.91666667 37.08333333],0
p9,1,1.0,0.0,[28 28] ; [18 18],[28. 28.] ; [18. 18.],0
