Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,104.773009,[ 58 243] ; [163 103],[117.32098765 183.67901235] ; [103.67901235 162.32098765],1
p8,1,0.0,26.131172,[ 93 205] ; [139 126],[122.79928952 175.20071048] ; [109.20071048 155.79928952],1
p2,1,3e-06,21.688155,[212  88] ; [231  35],[234.80565371  65.19434629] ; [208.19434629  57.80565371],1
p7,1,1.4e-05,18.814181,[124 170] ; [161 105],[149.625 144.375] ; [135.375 130.625],1
n5,1,0.000147,14.413393,[185 114] ; [204  62],[205.86017699  93.13982301] ; [183.13982301  82.86017699],1
p5,1,0.000203,13.804919,[  8 291] ; [ 27 236],[ 18.62099644 280.37900356] ; [ 16.37900356 246.62099644],1
s6,1,0.000647,11.636602,[164 134] ; [181  81],[183.58928571 114.41071429] ; [161.41071429 100.58928571],1
v1,1,0.00095,10.923417,[118 173] ; [140 116],[137.25411335 153.74588665] ; [120.74588665 135.25411335],1
s7,1,0.000972,10.880742,[100 189] ; [122 129],[118.81111111 170.18888889] ; [103.18888889 147.81111111],1
a5,1,0.00423,8.182169,[197 104] ; [204  63],[212.50176056  88.49823944] ; [188.49823944  78.50176056],0
n4,1,0.005479,7.713987,[197 103] ; [203  63],[212.01413428  87.98586572] ; [187.98586572  78.01413428],0
d1,1,0.005987,7.554347,[148 153] ; [162 105],[164.27816901 136.72183099] ; [145.72183099 121.27816901],0
p10,1,0.006278,7.46883,[216  82] ; [217  47],[229.59786477  68.40213523] ; [203.40213523  60.59786477],0
s8,1,0.010664,6.520468,[ 96 205] ; [112 153],[110.61484099 190.38515901] ; [ 97.38515901 167.61484099],0
s2,1,0.010976,6.469127,[122 177] ; [135 127],[136.97504456 162.02495544] ; [120.02495544 141.97504456],0
v4,1,0.014308,5.999708,[274  23] ; [257   8],[280.61743772  16.38256228] ; [250.38256228  14.61743772],0
d5,1,0.01961,5.446255,[228  72] ; [224  43],[239.15343915  60.84656085] ; [212.84656085  54.15343915],0
p1,1,0.02444,5.06317,[  9 289] ; [ 19 247],[ 14.79432624 283.20567376] ; [ 13.20567376 252.79432624],0
v3,1,0.037165,4.342831,[ 95 193] ; [105 147],[106.66666667 181.33333333] ; [ 93.33333333 158.66666667],0
r4,1,0.057313,3.613469,[264  37] ; [247  20],[270.79401408  30.20598592] ; [240.20598592  26.79401408],0
u3,1,0.069653,3.291188,[50 52] ; [50 30],[56.04395604 45.95604396] ; [43.95604396 36.04395604],0
d2,1,0.081822,3.028339,[126 173] ; [132 135],[136.29328622 162.70671378] ; [121.70671378 145.29328622],0
b4,1,0.08455,2.975195,[185 116] ; [145 122],[174.87676056 126.12323944] ; [155.12323944 111.87676056],0
p9,1,0.086707,2.934474,[227  67] ; [220  45],[235.09481216  58.90518784] ; [211.90518784  53.09481216],0
s5,1,0.089486,2.883587,[ 70 221] ; [ 79 180],[ 78.83454545 212.16545455] ; [ 70.16545455 188.83454545],0
s3,1,0.091421,2.849181,[150 148] ; [150 111],[159.92844365 138.07155635] ; [140.07155635 120.92844365],0
d3,1,0.118015,2.443473,[188 112] ; [184  83],[196.82539683 103.17460317] ; [175.17460317  91.82539683],0
r1,1,0.128167,2.314572,[229  70] ; [216  48],[236.3321492  62.6678508] ; [208.6678508  55.3321492],0
a6,1,0.141272,2.164052,[195 105] ; [189  78],[203.17460317  96.82539683] ; [180.82539683  86.17460317],0
n6,1,0.142253,2.153419,[235  64] ; [222  44],[241.8460177  57.1539823] ; [215.1539823  50.8460177],0
u1,1,0.154336,2.02886,[ 39 262] ; [ 46 221],[ 45.04401408 255.95598592] ; [ 39.95598592 227.04401408],0
v2,1,0.159936,1.974827,[146 136] ; [148 108],[154.10408922 127.89591078] ; [139.89591078 116.10408922],0
n2,1,0.208424,1.582339,[66 25] ; [41  9],[69.05673759 21.94326241] ; [37.94326241 12.05673759],0
a2,1,0.208797,1.579745,[ 58 243] ; [ 63 204],[ 64.12147887 236.87852113] ; [ 56.87852113 210.12147887],0
p11,1,0.221511,1.494556,[226  75] ; [212  55],[232.10915493  68.89084507] ; [205.89084507  61.10915493],0
n3,1,0.264695,1.244033,[64 25] ; [41 10],[66.75 22.25] ; [38.25 12.75],0
a7,1,0.282355,1.155718,[211  90] ; [198  69],[216.74119718  84.25880282] ; [192.25880282  74.74119718],0
s4,1,0.303154,1.06027,[ 51 248] ; [ 37 229],[ 46.5699115 252.4300885] ; [ 41.4300885 224.5699115],0
u4,1,0.406218,0.689841,[  4 297] ; [  6 261],[  5.29929577 295.70070423] ; [  4.70070423 262.29929577],0
a8,1,0.41333,0.669201,[ 41 240] ; [ 29 210],[ 37.82692308 243.17307692] ; [ 32.17307692 206.82692308],0
a3,1,0.452504,0.564371,[199 101] ; [185  82],[203.17460317  96.82539683] ; [180.82539683  86.17460317],0
s1,1,0.453461,0.561988,[  8 290] ; [ 10 253],[  9.56149733 288.43850267] ; [  8.43850267 254.56149733],0
a4,1,0.476415,0.507058,[119 182] ; [113 153],[123.16049383 177.83950617] ; [108.83950617 157.16049383],0
u2,1,0.482953,0.492188,[51 49] ; [45 35],[53.33333333 46.66666667] ; [42.66666667 37.33333333],0
b5,1,0.584741,0.298633,[186 115] ; [159 108],[182.82570423 118.17429577] ; [162.17429577 104.82570423],0
a1,1,0.618678,0.24773,[  8 293] ; [  9 258],[  9.00880282 291.99119718] ; [  7.99119718 259.00880282],0
d4,1,0.698316,0.150229,[238  61] ; [216  51],[239.83392226  59.16607774] ; [214.16607774  52.83392226],0
n1,1,0.750097,0.101449,[30 60] ; [18 32],[30.85714286 59.14285714] ; [17.14285714 32.85714286],0
p12,1,0.76551,0.088955,[ 14 284] ; [ 14 253],[ 14.76814159 283.23185841] ; [ 13.23185841 253.76814159],0
b1,1,0.782228,0.076406,[106 195] ; [ 97 170],[107.57570423 193.42429577] ; [ 95.42429577 171.57570423],0
b2,1,0.885356,0.020789,[ 52 110] ; [ 53 116],[ 51.3897281 110.6102719] ; [ 53.6102719 115.3897281],0
b3,1,0.885356,0.020789,[ 52 110] ; [ 53 116],[ 51.3897281 110.6102719] ; [ 53.6102719 115.3897281],0
r2,1,0.896901,0.01679,[276  21] ; [247  18],[276.38967972  20.61032028] ; [246.61032028  18.38967972],0
