Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,155.591841,[ 67 224] ; [311 133],[149.65714286 141.34285714] ; [228.34285714 215.65714286],1
p6,1,0.0,76.995821,[ 55 233] ; [227 214],[111.40740741 176.59259259] ; [170.59259259 270.40740741],1
p8,1,0.0,65.163195,[100 186] ; [289 152],[153.03163686 132.96836314] ; [235.96836314 205.03163686],1
p7,1,0.0,41.482481,[141 140] ; [325 116],[181.36565097  99.63434903] ; [284.63434903 156.36565097],1
p2,1,0.0,38.828248,[212  78] ; [401  42],[242.52387449  47.47612551] ; [370.47612551  72.52387449],1
p5,1,0.0,32.02781,[ 10 280] ; [ 76 365],[ 34.11764706 255.88235294] ; [ 51.88235294 389.11764706],1
s7,1,0.0,30.679114,[110 174] ; [252 168],[146.03409091 137.96590909] ; [215.96590909 204.03409091],1
n5,1,1e-06,23.814713,[207  84] ; [382  63],[232.87907609  58.12092391] ; [356.12092391  88.87907609],1
v1,1,1e-06,23.758206,[125 160] ; [270 163],[156.78969359 128.21030641] ; [238.21030641 194.78969359],1
n4,1,6e-06,20.414279,[212  80] ; [382  62],[235.66304348  56.33695652] ; [358.33695652  85.66304348],1
s6,1,1.1e-05,19.384354,[171 115] ; [326 107],[197.69401947  88.30598053] ; [299.30598053 133.69401947],1
d3,1,1.6e-05,18.562955,[174 117] ; [333 112],[200.45788043  90.54211957] ; [306.54211957 138.45788043],1
p10,1,1.7e-05,18.555074,[220  69] ; [390  52],[241.1627907  47.8372093] ; [368.8372093  73.1627907],1
d1,1,3.4e-05,17.152935,[149 143] ; [295 150],[175.91316147 116.08683853] ; [268.08683853 176.91316147],1
s8,1,4.5e-05,16.660366,[106 184] ; [229 212],[132.9001368 157.0998632] ; [202.0998632 238.9001368],1
p9,1,0.000162,14.226487,[226  58] ; [397  46],[243.37276479  40.62723521] ; [379.62723521  63.37276479],1
s2,1,0.000211,13.726374,[127 162] ; [255 185],[151.43758573 137.56241427] ; [230.56241427 209.43758573],1
a5,1,0.00036,12.72845,[196  96] ; [351  94],[216.72184532  75.27815468] ; [330.27815468 114.72184532],1
s5,1,0.001005,10.818778,[ 81 201] ; [174 252],[101.56779661 180.43220339] ; [153.43220339 272.56779661],0
d2,1,0.001574,9.989417,[123 166] ; [242 202],[143.90859482 145.09140518] ; [221.09140518 222.90859482],0
u1,1,0.002385,9.226497,[ 40 252] ; [101 344],[ 55.86431479 236.13568521] ; [ 85.13568521 359.86431479],0
d5,1,0.003245,8.664391,[222  69] ; [377  67],[237.15510204  53.84489796] ; [361.84489796  82.15510204],0
r1,1,0.003513,8.519974,[223  67] ; [379  65],[237.84741144  52.15258856] ; [364.15258856  79.84741144],0
r4,1,0.003919,8.320912,[265  27] ; [427  18],[274.17096336  17.82903664] ; [417.82903664  27.17096336],0
a7,1,0.004331,8.139565,[195  95] ; [341 103],[211.77111717  78.22888283] ; [324.22888283 119.77111717],0
p1,1,0.004407,8.107833,[ 15 275] ; [ 50 393],[ 25.71623465 264.28376535] ; [ 39.28376535 403.71623465],0
s3,1,0.005318,7.768036,[145 143] ; [267 172],[163.21320495 124.78679505] ; [248.78679505 190.21320495],0
p12,1,0.01701,5.695346,[ 15 274] ; [ 45 399],[ 23.65620737 265.34379263] ; [ 36.34379263 407.65620737],0
p11,1,0.018738,5.525843,[223  69] ; [371  74],[235.34328358  56.65671642] ; [358.65671642  86.34328358],0
a4,1,0.032423,4.576011,[120 170] ; [219 224],[134.12005457 155.87994543] ; [204.87994543 238.12005457],0
a2,1,0.034459,4.471769,[ 60 232] ; [122 323],[ 72.10854817 219.89145183] ; [109.89145183 335.10854817],0
a3,1,0.037566,4.324572,[195  94] ; [331 113],[207.38608458  81.61391542] ; [318.61391542 125.38608458],0
d4,1,0.042731,4.106,[228  63] ; [374  70],[238.34285714  52.65714286] ; [363.65714286  80.34285714],0
v4,1,0.058469,3.580287,[279  12] ; [436   8],[283.08163265   7.91836735] ; [431.91836735  12.08163265],0
v3,1,0.084382,2.978404,[106 178] ; [188 241],[117.10518934 166.89481066] ; [176.89481066 252.10518934],0
u4,1,0.093646,2.810563,[  4 288] ; [ 15 430],[  7.52781547 284.47218453] ; [ 11.47218453 433.52781547],0
u2,1,0.128679,2.308364,[43 53] ; [62 50],[48.46153846 47.53846154] ; [56.53846154 55.46153846],0
u3,1,0.159954,1.97466,[49 48] ; [68 45],[54.04285714 42.95714286] ; [62.95714286 50.04285714],0
v2,1,0.167296,1.907007,[148 128] ; [255 178],[156.88011283 119.11988717] ; [246.11988717 186.88011283],0
r3,1,0.174852,1.840841,[276  15] ; [429  14],[279.5027248  11.4972752] ; [425.4972752  17.5027248],0
b5,1,0.183039,1.772773,[183 109] ; [257 188],[174.32835821 117.67164179] ; [265.67164179 179.32835821],0
a1,1,0.310002,1.030667,[ 11 281] ; [ 24 421],[ 13.86702849 278.13297151] ; [ 21.13297151 423.86702849],0
a6,1,0.448935,0.573339,[191 100] ; [304 141],[195.71331522  95.28668478] ; [299.28668478 145.71331522],0
n3,1,0.474405,0.511697,[59 25] ; [55 18],[60.99363057 23.00636943] ; [53.00636943 19.99363057],0
b2,1,0.533682,0.387377,[ 60 103] ; [113 171],[63.08501119 99.91498881] ; [109.91498881 174.08501119],0
b3,1,0.533682,0.387377,[ 60 103] ; [113 171],[63.08501119 99.91498881] ; [109.91498881 174.08501119],0
b1,1,0.534459,0.385907,[103 189] ; [167 278],[106.97421981 185.02578019] ; [163.02578019 281.97421981],0
a8,1,0.539075,0.377257,[ 34 236] ; [ 57 343],[ 36.67164179 233.32835821] ; [ 54.32835821 345.67164179],0
n2,1,0.564542,0.331901,[64 21] ; [52 21],[62.40506329 22.59493671] ; [53.59493671 19.40506329],0
s4,1,0.61983,0.246107,[ 48 241] ; [ 79 359],[ 50.48555708 238.51444292] ; [ 76.51444292 361.48555708],0
n1,1,0.626716,0.236541,[32 52] ; [31 43],[33.49367089 50.50632911] ; [29.50632911 44.49367089],0
b4,1,0.629091,0.233296,[168 124] ; [264 181],[171.1587517 120.8412483] ; [260.8412483 184.1587517],0
s1,1,0.637729,0.221725,[  8 280] ; [ 15 426],[  9.08641975 278.91358025] ; [ 13.91358025 427.08641975],0
