Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.861544,[87  9] ; [ 2 22],[71.2 24.8] ; [17.8  6.2],1
v4,1,0.0,38.64455,[88  7] ; [ 9 15],[77.43697479 17.56302521] ; [19.56302521  4.43697479],1
r1,1,0.0,29.568018,[83 13] ; [ 8 16],[72.8 23.2] ; [18.2  5.8],1
p2,1,1.9e-05,18.246623,[66 30] ; [ 5 19],[56.8 39.2] ; [14.2  9.8],1
r2,1,8.2e-05,15.521759,[90  6] ; [14  8],[84.61016949 11.38983051] ; [19.38983051  2.61016949],1
p11,1,8.5e-05,15.446951,[59 37] ; [ 4 20],[50.4 45.6] ; [12.6 11.4],1
a7,1,0.00065,11.626794,[68 28] ; [ 8 16],[60.8 35.2] ; [15.2  8.8],1
d4,1,0.000708,11.468254,[74 22] ; [10 14],[67.2 28.8] ; [16.8  7.2],1
n6,1,0.001489,10.092723,[74 22] ; [10 13],[67.76470588 28.23529412] ; [16.23529412  6.76470588],0
s6,1,0.001567,9.998451,[50 45] ; [ 4 20],[43.1092437 51.8907563] ; [10.8907563 13.1092437],0
v1,1,0.002769,8.953658,[44 52] ; [ 3 21],[37.6 58.4] ; [ 9.4 14.6],0
d5,1,0.008449,6.935705,[74 22] ; [12 12],[68.8 27.2] ; [17.2  6.8],0
u3,1,0.012281,6.269784,[20 19] ; [ 1 10],[16.38 22.62] ; [4.62 6.38],0
n2,1,0.013114,6.153643,[19  5] ; [6 9],[15.38461538  8.61538462] ; [9.61538462 5.38461538],0
a1,1,0.013243,6.136364,[ 5 91] ; [ 5 19],[ 8. 88.] ; [ 2. 22.],0
p10,1,0.020378,5.379201,[30 64] ; [ 2 22],[25.49152542 68.50847458] ; [ 6.50847458 17.49152542],0
p4,1,0.022446,5.210891,[41 54] ; [ 4 19],[36.22881356 58.77118644] ; [ 8.77118644 14.22881356],0
p7,1,0.023155,5.156823,[45 49] ; [ 5 18],[40.17094017 53.82905983] ; [ 9.82905983 13.17094017],0
v2,1,0.026598,4.916729,[43 51] ; [ 5 19],[38.23728814 55.76271186] ; [ 9.76271186 14.23728814],0
b3,1,0.040107,4.213341,[16 42] ; [11 10],[19.82278481 38.17721519] ; [ 7.17721519 13.82278481],0
b2,1,0.040107,4.213341,[16 42] ; [11 10],[19.82278481 38.17721519] ; [ 7.17721519 13.82278481],0
d3,1,0.040391,4.201389,[62 34] ; [10 14],[57.6 38.4] ; [14.4  9.6],0
s8,1,0.04055,4.194716,[27 68] ; [ 2 22],[23.1512605 71.8487395] ; [ 5.8487395 18.1512605],0
n3,1,0.043829,4.063119,[16  7] ; [5 9],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
p8,1,0.044602,4.033613,[32 64] ; [ 3 21],[28. 68.] ; [ 7. 17.],0
s4,1,0.045303,4.007306,[ 9 84] ; [ 6 18],[11.92307692 81.07692308] ; [ 3.07692308 20.92307692],0
