Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.004549,8.050482,[26 11] ; [ 8 16],[20.62295082 16.37704918] ; [13.37704918 10.62295082],0
s5,1,0.633394,0.227487,[11 27] ; [ 8 15],[11.83606557 26.16393443] ; [ 7.16393443 15.83606557],0
n6,1,0.687322,0.162,[26 11] ; [18  6],[26.68852459 10.31147541] ; [17.31147541  6.68852459],0
b2,1,0.691884,0.157054,[ 7 16] ; [ 5 15],[ 6.41860465 16.58139535] ; [ 5.58139535 14.41860465],0
b3,1,0.691884,0.157054,[ 7 16] ; [ 5 15],[ 6.41860465 16.58139535] ; [ 5.58139535 14.41860465],0
v4,1,0.750679,0.100962,[33  6] ; [21  3],[33.42857143  5.57142857] ; [20.57142857  3.42857143],0
d2,1,0.764909,0.089426,[14 23] ; [10 14],[14.55737705 22.44262295] ; [ 9.44262295 14.55737705],0
s4,1,0.77706,0.080175,[ 7 32] ; [ 5 19],[ 7.42857143 31.57142857] ; [ 4.57142857 19.42857143],0
p11,1,0.781189,0.077156,[23 16] ; [15  9],[23.52380952 15.47619048] ; [14.47619048  9.52380952],0
r3,1,0.800641,0.063765,[35  4] ; [22  2],[35.28571429  3.71428571] ; [21.71428571  2.28571429],0
a1,1,0.861837,0.030288,[ 2 37] ; [ 1 23],[ 1.85714286 37.14285714] ; [ 1.14285714 22.85714286],0
s6,1,0.883169,0.021595,[23 16] ; [14  9],[23.27419355 15.72580645] ; [13.72580645  9.27419355],0
r4,1,0.896431,0.016945,[32  7] ; [20  4],[32.19047619  6.80952381] ; [19.80952381  4.19047619],0
p8,1,0.90607,0.013923,[18 20] ; [11 13],[17.77419355 20.22580645] ; [11.22580645 12.77419355],0
b4,1,0.921261,0.00977,[20 19] ; [12 12],[19.80952381 19.19047619] ; [12.19047619 11.80952381],0
p6,1,0.959973,0.002519,[16 23] ; [10 14],[16.0952381 22.9047619] ; [ 9.9047619 14.0952381],0
v1,1,0.980225,0.000614,[18 21] ; [11 13],[17.95238095 21.04761905] ; [11.04761905 12.95238095],0
s2,1,0.980225,0.000614,[21 18] ; [13 11],[21.04761905 17.95238095] ; [12.95238095 11.04761905],0
