Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.9e-05,15.847347,[58 42] ; [ 50 103],[42.68774704 57.31225296] ; [65.31225296 87.68774704],1
v3,1,0.000992,10.841588,[37 64] ; [ 29 129],[25.73745174 75.26254826] ; [ 40.26254826 117.73745174],1
s6,1,0.001351,10.272115,[59 47] ; [ 58 104],[46.2761194 59.7238806] ; [70.7238806 91.2761194],0
s2,1,0.004619,8.022967,[39 66] ; [ 34 126],[28.9245283 76.0754717] ; [ 44.0754717 115.9245283],0
p3,1,0.007759,7.088297,[36 69] ; [ 32 130],[26.74157303 78.25842697] ; [ 41.25842697 120.74157303],0
v4,1,0.012773,6.200223,[97  8] ; [132  30],[90.05617978 14.94382022] ; [138.94382022  23.05617978],0
n5,1,0.014341,5.995628,[76 30] ; [91 69],[66.54887218 39.45112782] ; [100.45112782  59.54887218],0
r3,1,0.01665,5.732879,[97  8] ; [132  29],[90.39473684 14.60526316] ; [138.60526316  22.39473684],0
p9,1,0.017173,5.678571,[79 27] ; [96 63],[70. 36.] ; [105.  54.],0
p2,1,0.019173,5.485685,[78 28] ; [96 65],[69.07865169 36.92134831] ; [104.92134831  56.07865169],0
r1,1,0.027027,4.889107,[79 27] ; [99 62],[70.66666667 35.33333333] ; [107.33333333  53.66666667],0
a4,1,0.0372,4.341245,[49 57] ; [ 54 107],[40.89138577 65.10861423] ; [62.10861423 98.89138577],0
p11,1,0.042367,4.120488,[77 30] ; [97 65],[69.21189591 37.78810409] ; [104.78810409  57.21189591],0
p10,1,0.05098,3.808927,[72 34] ; [89 70],[64.4 41.6] ; [96.6 62.4],0
n1,1,0.068647,3.315069,[ 5 24] ; [23 41],[ 8.7311828 20.2688172] ; [19.2688172 44.7311828],0
a3,1,0.076969,3.127779,[72 35] ; [91 70],[65.07835821 41.92164179] ; [97.92164179 63.07835821],0
s5,1,0.091728,2.843788,[24 80] ; [ 23 132],[18.87258687 85.12741313] ; [ 28.12741313 126.87258687],0
r2,1,0.093084,2.820216,[96  9] ; [135  25],[91.52830189 13.47169811] ; [139.47169811  20.52830189],0
p5,1,0.095273,2.782946,[ 7 99] ; [  4 158],[  4.35074627 101.64925373] ; [  6.64925373 155.35074627],0
a6,1,0.105431,2.621401,[63 44] ; [111  51],[69.21189591 37.78810409] ; [104.78810409  57.21189591],0
p7,1,0.113524,2.504463,[41 63] ; [ 48 112],[35.06060606 68.93939394] ; [ 53.93939394 106.06060606],0
s4,1,0.146057,2.112956,[12 93] ; [ 29 132],[16.18421053 88.81578947] ; [ 24.81578947 136.18421053],0
p4,1,0.151192,2.060188,[39 68] ; [ 45 115],[33.66292135 73.33707865] ; [ 50.33707865 109.66292135],0
n2,1,0.154235,2.029853,[23  6] ; [42 23],[20.05319149  8.94680851] ; [44.94680851 20.05319149],0
n6,1,0.160808,1.966611,[81 25] ; [111  51],[75.94029851 30.05970149] ; [116.05970149  45.94029851],0
r4,1,0.18038,1.794494,[85 22] ; [117  45],[80.34944238 26.65055762] ; [121.65055762  40.34944238],0
b5,1,0.207578,1.588238,[69 38] ; [92 70],[64.04089219 42.95910781] ; [96.95910781 65.04089219],0
s3,1,0.210965,1.564792,[43 61] ; [ 54 106],[38.21212121 65.78787879] ; [ 58.78787879 101.21212121],0
u3,1,0.214006,1.544118,[20 15] ; [31 39],[17. 18.] ; [34. 36.],0
n3,1,0.2217,1.493331,[23  7] ; [41 23],[20.42553191  9.57446809] ; [43.57446809 20.42553191],0
p6,1,0.232838,1.423439,[17 87] ; [ 18 142],[13.78787879 90.21212121] ; [ 21.21212121 138.78787879],0
n4,1,0.256416,1.288006,[72 34] ; [99 63],[67.63432836 38.36567164] ; [103.36567164  58.63432836],0
a5,1,0.297557,1.085112,[65 42] ; [88 74],[60.85873606 46.14126394] ; [92.14126394 69.85873606],0
p12,1,0.325241,0.967753,[  5 102] ; [  4 158],[  3.57992565 103.42007435] ; [  5.42007435 156.57992565],0
s8,1,0.423943,0.63936,[16 90] ; [ 19 143],[13.84328358 92.15671642] ; [ 21.15671642 140.84328358],0
u1,1,0.447398,0.577237,[13 94] ; [ 15 147],[11.13754647 95.86245353] ; [ 16.86245353 145.13754647],0
d2,1,0.470556,0.52067,[38 68] ; [64 95],[40.8 65.2] ; [61.2 97.8],0
p1,1,0.472402,0.516351,[  5 102] ; [ 11 151],[  6.36431227 100.63568773] ; [  9.63568773 152.36431227],0
u2,1,0.530768,0.392921,[18 16] ; [32 37],[16.50485437 17.49514563] ; [33.49514563 35.50485437],0
b1,1,0.581241,0.304233,[40 67] ; [66 96],[42.16356877 64.83643123] ; [63.83643123 98.16356877],0
a2,1,0.613867,0.254582,[19 88] ; [ 25 137],[17.50185874 89.49814126] ; [ 26.49814126 135.50185874],0
d5,1,0.63101,0.230693,[78 29] ; [113  48],[76.25746269 30.74253731] ; [114.74253731  46.25746269],0
b3,1,0.667089,0.185026,[21 38] ; [27 57],[19.8041958 39.1958042] ; [28.1958042 55.8041958],0
b2,1,0.667089,0.185026,[21 38] ; [27 57],[19.8041958 39.1958042] ; [28.1958042 55.8041958],0
d3,1,0.697929,0.150636,[63 44] ; [98 62],[64.52059925 42.47940075] ; [96.47940075 63.52059925],0
s1,1,0.758589,0.094454,[  2 102] ; [  4 156],[  2.36363636 101.63636364] ; [  3.63636364 156.36363636],0
a7,1,0.763789,0.090306,[69 37] ; [107  53],[70.13533835 35.86466165] ; [105.86466165  54.13533835],0
u4,1,0.766851,0.08791,[  1 106] ; [  1 161],[  0.79553903 106.20446097] ; [  1.20446097 160.79553903],0
a8,1,0.78901,0.071608,[10 89] ; [ 14 140],[ 9.39130435 89.60869565] ; [ 14.60869565 139.39130435],0
a1,1,0.847835,0.036818,[  6 101] ; [ 10 152],[  6.36431227 100.63568773] ; [  9.63568773 152.36431227],0
b4,1,0.871569,0.026136,[65 42] ; [100  62],[65.63197026 41.36802974] ; [99.36802974 62.63197026],0
d4,1,0.875663,0.024483,[80 27] ; [119  42],[79.45149254 27.54850746] ; [119.54850746  41.45149254],0
d1,1,0.905958,0.013957,[49 58] ; [73 89],[48.52788104 58.47211896] ; [73.47211896 88.52788104],0
