Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.231169,[ 39 105] ; [188 118],[72.64 71.36] ; [154.36 151.64],1
a4,1,0.0,45.756692,[ 24 119] ; [153 151],[56.62416107 86.37583893] ; [120.37583893 183.62416107],1
a3,1,0.0,45.298516,[61 80] ; [232  74],[92.42281879 48.57718121] ; [200.57718121 105.42281879],1
d2,1,0.0,44.014688,[ 28 115] ; [161 144],[60.328125 82.671875] ; [128.671875 176.328125],1
r1,1,0.0,31.569868,[86 57] ; [257  48],[109.484375  33.515625] ; [233.515625  71.484375],1
d5,1,0.0,30.715096,[88 56] ; [259  47],[111.04  32.96] ; [235.96  70.04],1
d4,1,1e-06,23.844494,[88 55] ; [253  53],[108.60356347  34.39643653] ; [232.39643653  73.60356347],1
a6,1,1e-06,23.483879,[77 67] ; [233  73],[99.2 44.8] ; [210.8  95.2],1
u1,1,1e-06,23.165572,[  2 142] ; [ 53 253],[ 17.6 126.4] ; [ 37.4 268.6],1
n4,1,6e-06,20.629896,[83 60] ; [240  65],[103.10044643  39.89955357] ; [219.89955357  85.10044643],1
d3,1,2.2e-05,18.045226,[73 70] ; [219  87],[92.99777283 50.00222717] ; [199.00222717 106.99777283],1
r4,1,2.4e-05,17.872868,[111  33] ; [280  26],[125.12  18.88] ; [265.88  40.12],1
n5,1,0.00014,14.49851,[81 61] ; [227  76],[98.28314607 43.71685393] ; [209.71685393  93.28314607],1
p10,1,0.000174,14.096436,[88 53] ; [237  62],[104.14772727  36.85227273] ; [220.85227273  78.14772727],1
r2,1,0.001012,10.806129,[123  19] ; [289  14],[131.46966292  10.53033708] ; [280.53033708  22.46966292],0
p8,1,0.00546,7.720434,[59 84] ; [164 132],[72.64009112 70.35990888] ; [150.35990888 145.64009112],0
s8,1,0.01018,6.603135,[ 24 120] ; [ 84 218],[ 34.86995516 109.13004484] ; [ 73.13004484 228.86995516],0
p4,1,0.010315,6.57965,[60 81] ; [168 134],[72.56884876 68.43115124] ; [155.43115124 146.56884876],0
r3,1,0.018643,5.534658,[126  17] ; [288  17],[132.14732143  10.85267857] ; [281.85267857  23.14732143],0
p9,1,0.019656,5.442213,[102  40] ; [244  55],[111.41043084  30.58956916] ; [234.58956916  64.41043084],0
v1,1,0.036853,4.357206,[56 84] ; [152 148],[66.18181818 73.81818182] ; [141.81818182 158.18181818],0
v2,1,0.03851,4.28237,[61 75] ; [165 132],[70.98383372 65.01616628] ; [155.01616628 141.98383372],0
s7,1,0.039225,4.251098,[ 27 111] ; [ 83 204],[ 35.71764706 102.28235294] ; [ 74.28235294 212.71764706],0
p3,1,0.04724,3.936815,[55 89] ; [146 157],[64.75167785 79.24832215] ; [136.24832215 166.75167785],0
p7,1,0.085878,2.949996,[75 65] ; [186 113],[83.23462415 56.76537585] ; [177.76537585 121.23462415],0
p5,1,0.095782,2.774417,[  9 135] ; [ 34 269],[ 13.85234899 130.14765101] ; [ 29.14765101 273.85234899],0
a7,1,0.104989,2.628071,[93 50] ; [222  84],[100.32293987  42.67706013] ; [214.67706013  91.32293987],0
p11,1,0.107183,2.595271,[104  40] ; [242  64],[110.72  33.28] ; [235.28  70.72],0
p12,1,0.116076,2.469482,[  3 140] ; [ 16 284],[  6.13318284 136.86681716] ; [ 12.86681716 287.13318284],0
b1,1,0.119633,2.422125,[46 98] ; [121 185],[53.44 90.56] ; [113.56 192.44],0
b2,1,0.121396,2.399214,[21 52] ; [ 73 114],[26.39230769 46.60769231] ; [ 67.60769231 119.39230769],0
b3,1,0.121396,2.399214,[21 52] ; [ 73 114],[26.39230769 46.60769231] ; [ 67.60769231 119.39230769],0
p2,1,0.130915,2.281616,[110  34] ; [249  53],[115.9103139  28.0896861] ; [243.0896861  58.9103139],0
n6,1,0.163833,1.938488,[111  33] ; [252  53],[116.41870824  27.58129176] ; [246.58129176  58.41870824],0
s5,1,0.171089,1.873372,[ 20 119] ; [ 59 239],[ 25.12814645 113.87185355] ; [ 53.87185355 244.12814645],0
s6,1,0.173972,1.848375,[57 84] ; [142 158],[63.62585034 77.37414966] ; [135.37414966 164.62585034],0
n2,1,0.219205,1.50957,[28 17] ; [54 20],[31.00840336 13.99159664] ; [50.99159664 23.00840336],0
