Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3e-06,21.627662,[74 19] ; [21 30],[61.35416667 31.64583333] ; [33.64583333 17.35416667],1
d3,1,1.5e-05,18.68128,[65 27] ; [17 34],[52.75524476 39.24475524] ; [29.24475524 21.75524476],1
d5,1,0.000286,13.162543,[73 20] ; [25 26],[63.29166667 29.70833333] ; [34.70833333 16.29166667],1
d4,1,0.002319,9.278165,[73 20] ; [27 23],[65.03496503 27.96503497] ; [34.96503497 15.03496503],0
r1,1,0.002701,8.999325,[71 23] ; [26 25],[62.88275862 31.11724138] ; [34.11724138 16.88275862],0
r3,1,0.010697,6.514895,[79 14] ; [34 17],[72.97916667 20.02083333] ; [40.02083333 10.97916667],0
v4,1,0.010886,6.483755,[80 14] ; [32 16],[74.14084507 19.85915493] ; [37.85915493 10.14084507],0
b1,1,0.011759,6.34691,[44 50] ; [35 16],[51.2137931 42.7862069] ; [27.7862069 23.2137931],0
r4,1,0.012863,6.187863,[69 25] ; [27 24],[62.23448276 31.76551724] ; [33.76551724 17.23448276],0
b5,1,0.026966,4.893008,[62 32] ; [24 27],[55.75172414 38.24827586] ; [30.24827586 20.75172414],0
a2,1,0.027329,4.869881,[21 73] ; [ 4 47],[16.20689655 77.79310345] ; [ 8.79310345 42.20689655],0
p2,1,0.03315,4.538023,[65 29] ; [25 24],[59.16083916 34.83916084] ; [30.83916084 18.16083916],0
p9,1,0.041051,4.173907,[61 32] ; [24 26],[55.27972028 37.72027972] ; [29.72027972 20.27972028],0
u1,1,0.059507,3.551069,[10 84] ; [ 1 50],[ 7.13103448 86.86896552] ; [ 3.86896552 47.13103448],0
p8,1,0.069424,3.296585,[38 54] ; [13 37],[33.04225352 58.95774648] ; [17.95774648 32.04225352],0
n2,1,0.086431,2.939626,[13 13] ; [17  6],[15.91836735 10.08163265] ; [14.08163265  8.91836735],0
a5,1,0.102468,2.666701,[61 33] ; [26 25],[56.4 37.6] ; [30.6 20.4],0
u3,1,0.140796,2.169243,[21 11] ; [10 12],[18.37037037 13.62962963] ; [12.62962963  9.37037037],0
a8,1,0.14697,2.103417,[10 76] ; [ 2 46],[ 7.70149254 78.29850746] ; [ 4.29850746 43.70149254],0
s6,1,0.149463,2.077728,[41 53] ; [16 35],[36.95172414 57.04827586] ; [20.04827586 30.95172414],0
p10,1,0.17003,1.88268,[53 40] ; [22 27],[49.11971831 43.88028169] ; [25.88028169 23.11971831],0
d1,1,0.184117,1.764076,[42 52] ; [17 34],[38.24827586 55.75172414] ; [20.75172414 30.24827586],0
p3,1,0.195837,1.673154,[30 63] ; [11 39],[26.66433566 66.33566434] ; [14.33566434 35.66433566],0
p1,1,0.213632,1.546644,[ 9 84] ; [ 2 49],[ 7.10416667 85.89583333] ; [ 3.89583333 47.10416667],0
b2,1,0.260313,1.267092,[11 41] ; [10 21],[13.15662651 38.84337349] ; [ 7.84337349 23.15662651],0
b3,1,0.260313,1.267092,[11 41] ; [10 21],[13.15662651 38.84337349] ; [ 7.84337349 23.15662651],0
p7,1,0.291312,1.113548,[47 43] ; [21 28],[44.02877698 45.97122302] ; [23.97122302 25.02877698],0
n1,1,0.295035,1.096503,[ 8 18] ; [10 12],[ 9.75 16.25] ; [ 8.25 13.75],0
d2,1,0.300784,1.070715,[32 61] ; [22 29],[34.875 58.125] ; [19.125 31.875],0
a3,1,0.300784,1.070715,[61 32] ; [29 22],[58.125 34.875] ; [31.875 19.125],0
p11,1,0.318809,0.993825,[56 38] ; [26 25],[53.15862069 40.84137931] ; [28.84137931 22.15862069],0
r2,1,0.339473,0.912421,[79 15] ; [38 11],[76.90909091 17.09090909] ; [40.09090909  8.90909091],0
s3,1,0.355046,0.85534,[39 54] ; [25 25],[41.62237762 51.37762238] ; [22.37762238 27.62237762],0
n3,1,0.358196,0.844208,[15 10] ; [16  6],[16.4893617  8.5106383] ; [14.5106383  7.4893617],0
a4,1,0.400657,0.706354,[38 56] ; [17 34],[35.65517241 58.34482759] ; [19.34482759 31.65517241],0
v2,1,0.412008,0.672999,[39 49] ; [17 29],[36.7761194 51.2238806] ; [19.2238806 26.7761194],0
s7,1,0.433429,0.613617,[23 65] ; [ 9 36],[21.17293233 66.82706767] ; [10.82706767 34.17293233],0
s4,1,0.446187,0.580319,[ 9 85] ; [ 7 44],[10.37241379 83.62758621] ; [ 5.62758621 45.37241379],0
b4,1,0.454675,0.558972,[54 40] ; [26 25],[51.86206897 42.13793103] ; [28.13793103 22.86206897],0
v3,1,0.469092,0.524115,[26 63] ; [11 36],[24.21323529 64.78676471] ; [12.78676471 34.21323529],0
n4,1,0.492582,0.470882,[46 48] ; [28 23],[47.97241379 46.02758621] ; [26.02758621 24.97241379],0
a1,1,0.547513,0.361792,[ 5 89] ; [ 4 47],[ 5.83448276 88.16551724] ; [ 3.16551724 47.83448276],0
p6,1,0.596817,0.279823,[17 75] ; [ 7 40],[15.88489209 76.11510791] ; [ 8.11510791 38.88489209],0
s8,1,0.70154,0.146874,[21 73] ; [10 41],[20.09655172 73.90344828] ; [10.90344828 40.09655172],0
s1,1,0.732796,0.11656,[ 7 86] ; [ 3 47],[ 6.5034965 86.4965035] ; [ 3.4965035 46.5034965],0
n5,1,0.745399,0.105438,[42 51] ; [24 26],[42.92307692 50.07692308] ; [23.07692308 26.92307692],0
s2,1,0.755719,0.096788,[30 64] ; [15 36],[29.17241379 64.82758621] ; [15.82758621 35.17241379],0
u2,1,0.800657,0.063754,[20 12] ; [13  9],[19.55555556 12.44444444] ; [13.44444444  8.55555556],0
p5,1,0.81007,0.057762,[ 3 90] ; [ 2 48],[ 3.25174825 89.74825175] ; [ 1.74825175 48.25174825],0
p4,1,0.854799,0.033488,[36 58] ; [18 31],[35.4965035 58.5034965] ; [18.5034965 30.4965035],0
v1,1,0.97177,0.001252,[34 58] ; [19 32],[34.0979021 57.9020979] ; [18.9020979 32.0979021],0
