Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.004845,7.936508,[1 4] ; [13  2],[3.5 1.5] ; [10.5  4.5],0
p9,1,0.070645,3.267974,[3 2] ; [14  1],[4.25 0.75] ; [12.75  2.25],0
s3,1,0.090969,2.857143,[3 2] ; [ 3 12],[1.5 3.5] ; [ 4.5 10.5],0
a5,1,0.121335,2.4,[1 4] ; [9 6],[2.5 2.5] ; [7.5 7.5],0
n5,1,0.17595,1.831502,[2 3] ; [11  4],[3.25 1.75] ; [9.75 5.25],0
p6,1,0.17595,1.831502,[3 2] ; [ 4 11],[1.75 3.25] ; [5.25 9.75],0
p2,1,0.371093,0.8,[3 2] ; [12  3],[3.75 1.25] ; [11.25  3.75],0
p12,1,0.389424,0.740741,[1 4] ; [ 1 14],[0.5 4.5] ; [ 1.5 13.5],0
p11,1,0.389424,0.740741,[4 1] ; [14  1],[4.5 0.5] ; [13.5  1.5],0
s4,1,0.389424,0.740741,[1 4] ; [ 1 14],[0.5 4.5] ; [ 1.5 13.5],0
p4,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
r1,1,0.436275,0.606061,[2 3] ; [9 6],[2.75 2.25] ; [8.25 6.75],0
u3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
v2,1,0.509893,0.434286,[3 2] ; [6 8],[2.36842105 2.63157895] ; [6.63157895 7.36842105],0
v1,1,0.573138,0.31746,[1 4] ; [ 5 10],[1.5 3.5] ; [ 4.5 10.5],0
n6,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
b1,1,0.605577,0.266667,[3 2] ; [7 8],[2.5 2.5] ; [7.5 7.5],0
a3,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
p7,1,0.765594,0.088889,[4 1] ; [11  4],[3.75 1.25] ; [11.25  3.75],0
d1,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
s5,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
s8,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
p5,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
b5,1,0.786648,0.07326,[3 2] ; [10  5],[3.25 1.75] ; [9.75 5.25],0
b4,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
d2,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
a6,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
a8,1,0.946375,0.004524,[1 3] ; [ 4 11],[1.05263158 2.94736842] ; [ 3.94736842 11.05263158],0
v3,1,1.0,0.0,[2 3] ; [6 9],[2. 3.] ; [6. 9.],0
p3,1,1.0,0.0,[2 3] ; [6 9],[2. 3.] ; [6. 9.],0
a7,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
p8,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
n4,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
