Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,193.31653,[  7 119] ; [425 163],[76.23529412 49.76470588] ; [355.76470588 232.23529412],1
d5,1,0.0,115.9255,[60 65] ; [523  65],[102.20897616  22.79102384] ; [480.79102384 107.20897616],1
d3,1,0.0,111.978153,[38 87] ; [460 128],[87.30715288 37.69284712] ; [410.69284712 177.30715288],1
d2,1,0.0,43.370363,[30 96] ; [329 257],[63.53089888 62.46910112] ; [295.46910112 290.53089888],1
a3,1,0.0,33.686032,[64 61] ; [450 136],[90.36568214 34.63431786] ; [423.63431786 162.36568214],1
a4,1,0.0,33.139826,[28 96] ; [299 288],[57.02953586 66.97046414] ; [269.97046414 317.02953586],1
a5,1,0.0,32.549906,[69 57] ; [465 123],[94.23529412 31.76470588] ; [439.76470588 148.23529412],1
u1,1,0.0,25.603512,[  4 122] ; [134 454],[ 24.35294118 101.64705882] ; [113.64705882 474.35294118],1
a2,1,5e-06,20.876743,[ 11 115] ; [165 423],[31.05882353 94.94117647] ; [144.94117647 443.05882353],1
r1,1,0.001241,10.428087,[93 31] ; [508  79],[104.81575246  19.18424754] ; [496.18424754  90.81575246],0
b2,1,0.003966,8.299134,[19 58] ; [152 207],[30.19954128 46.80045872] ; [140.80045872 218.19954128],0
b3,1,0.003966,8.299134,[19 58] ; [152 207],[30.19954128 46.80045872] ; [140.80045872 218.19954128],0
v2,1,0.004039,8.266393,[55 65] ; [342 227],[69.1436865 50.8563135] ; [327.8563135 241.1436865],0
u2,1,0.006408,7.431904,[24 38] ; [81 55],[32.87878788 29.12121212] ; [72.12121212 63.87878788],0
s2,1,0.008961,6.830618,[51 71] ; [320 264],[64.11048159 57.88951841] ; [306.88951841 277.11048159],0
p10,1,0.01359,6.090696,[94 28] ; [502  82],[102.99150142  19.00849858] ; [493.00849858  90.99150142],0
p2,1,0.013846,6.057688,[96 29] ; [502  84],[105.13361463  19.86638537] ; [492.86638537  93.13361463],0
s5,1,0.015794,5.825635,[33 88] ; [220 345],[44.62536443 76.37463557] ; [208.37463557 356.62536443],0
p4,1,0.020712,5.350881,[66 59] ; [373 211],[77.3977433 47.6022567] ; [361.6022567 222.3977433],0
r3,1,0.02194,5.250526,[120   6] ; [578   9],[123.34922861   2.65077139] ; [574.65077139  12.34922861],0
a7,1,0.023266,5.148521,[83 42] ; [447 140],[93.04775281 31.95224719] ; [436.95224719 150.04775281],0
u3,1,0.025978,4.957494,[28 34] ; [85 52],[35.20603015 26.79396985] ; [77.79396985 59.20603015],0
p8,1,0.030181,4.698958,[56 66] ; [328 251],[66.83024251 55.16975749] ; [317.16975749 261.83024251],0
s6,1,0.03118,4.643046,[75 45] ; [416 159],[84.77697842 35.22302158] ; [406.22302158 168.77697842],0
a6,1,0.03374,4.507816,[76 50] ; [411 176],[86.06171108 39.93828892] ; [400.93828892 186.06171108],0
p9,1,0.036338,4.38117,[100  23] ; [512  68],[107.07823613  15.92176387] ; [504.92176387  75.07823613],0
s8,1,0.044379,4.042085,[48 76] ; [284 300],[58.14689266 65.85310734] ; [273.85310734 310.14689266],0
b4,1,0.056171,3.646965,[64 62] ; [353 235],[73.58823529 52.41176471] ; [343.41176471 244.58823529],0
n4,1,0.060052,3.535957,[95 30] ; [488  99],[102.35252809  22.64747191] ; [480.64747191 106.35252809],0
a1,1,0.073816,3.196057,[  2 124] ; [ 31 557],[  5.82352941 120.17647059] ; [ 27.17647059 560.82352941],0
n2,1,0.076183,3.144511,[24  3] ; [85 32],[20.4375  6.5625] ; [88.5625 28.4375],0
n3,1,0.079922,3.066493,[23  3] ; [85 33],[19.5  6.5] ; [88.5 29.5],0
p11,1,0.080884,3.047059,[96 30] ; [487 101],[102.88235294  23.11764706] ; [480.11764706 107.88235294],0
s7,1,0.086379,2.94059,[52 66] ; [298 267],[60.46852123 57.53147877] ; [289.53147877 275.46852123],0
p1,1,0.088963,2.893032,[ 16 109] ; [ 47 538],[ 11.0915493 113.9084507] ; [ 51.9084507 533.0915493],0
p6,1,0.093661,2.8103,[40 84] ; [234 346],[48.26136364 75.73863636] ; [225.73863636 354.26136364],0
v1,1,0.094131,2.802267,[60 63] ; [328 247],[68.37249284 54.62750716] ; [319.62750716 255.37249284],0
p7,1,0.102242,2.670221,[74 49] ; [390 185],[81.76504298 41.23495702] ; [382.23495702 192.76504298],0
u4,1,0.151227,2.059826,[  1 125] ; [ 18 570],[  3.35294118 122.64705882] ; [ 15.64705882 572.35294118],0
s1,1,0.204038,1.61323,[  6 115] ; [ 16 566],[  3.78662873 117.21337127] ; [ 18.21337127 563.78662873],0
v3,1,0.224962,1.472434,[46 78] ; [244 323],[52.04052098 71.95947902] ; [237.95947902 329.04052098],0
r2,1,0.28429,1.146469,[122   4] ; [574  10],[123.51549296   2.48450704] ; [572.48450704  11.51549296],0
a8,1,0.357993,0.84492,[ 14 101] ; [ 83 451],[17.18798151 97.81201849] ; [ 79.81201849 454.18798151],0
s4,1,0.461123,0.543167,[ 24 100] ; [ 96 482],[ 21.1965812 102.8034188] ; [ 98.8034188 479.1965812],0
p3,1,0.541182,0.373353,[61 63] ; [307 281],[64.08988764 59.91011236] ; [303.91011236 284.08988764],0
b1,1,0.655939,0.198494,[43 83] ; [213 375],[45.17647059 80.82352941] ; [210.82352941 377.17647059],0
p12,1,0.701363,0.147058,[ 10 115] ; [ 53 531],[ 11.10719323 113.89280677] ; [ 51.89280677 532.10719323],0
s3,1,0.709294,0.138983,[67 54] ; [333 249],[68.84779516 52.15220484] ; [331.15220484 250.84779516],0
p5,1,0.737412,0.112414,[ 17 108] ; [ 73 511],[ 15.8674189 109.1325811] ; [ 74.1325811 509.8674189],0
n1,1,0.786943,0.073052,[11 16] ; [44 72],[10.38461538 16.61538462] ; [44.61538462 71.38461538],0
b5,1,0.859525,0.031322,[75 51] ; [355 233],[75.88235294 50.11764706] ; [354.11764706 233.88235294],0
n5,1,0.882163,0.021972,[102  24] ; [471 115],[101.40168539  24.59831461] ; [471.59831461 114.40168539],0
