Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6.4e-05,15.985953,[10 70] ; [33 49],[21.2345679 58.7654321] ; [21.7654321 60.2345679],1
v1,1,0.002816,8.922979,[23 57] ; [42 39],[32.29813665 47.70186335] ; [32.70186335 48.29813665],0
a3,1,0.012557,6.230503,[44 37] ; [62 23],[51.72289157 29.27710843] ; [54.27710843 30.72289157],0
d5,1,0.012869,6.187033,[53 28] ; [70 15],[60.01807229 20.98192771] ; [62.98192771 22.01807229],0
a6,1,0.045203,4.011044,[44 37] ; [59 26],[50.25903614 30.74096386] ; [52.74096386 32.25903614],0
d1,1,0.060689,3.518448,[33 48] ; [47 38],[39.03614458 41.96385542] ; [40.96385542 44.03614458],0
r1,1,0.082727,3.010499,[55 26] ; [67 17],[59.89090909 21.10909091] ; [62.10909091 21.89090909],0
r2,1,0.084319,2.979624,[70 10] ; [78  4],[73.08641975  6.91358025] ; [74.91358025  7.08641975],0
b1,1,0.100108,2.70382,[20 61] ; [31 54],[24.88554217 56.11445783] ; [26.11445783 58.88554217],0
p12,1,0.104949,2.628676,[ 2 78] ; [ 7 78],[ 4.36363636 75.63636364] ; [ 4.63636364 80.36363636],0
d3,1,0.119306,2.426403,[52 29] ; [64 21],[56.60240964 24.39759036] ; [59.39759036 25.60240964],0
b5,1,0.12816,2.314655,[44 37] ; [56 29],[48.79518072 32.20481928] ; [51.20481928 33.79518072],0
n2,1,0.149854,2.073733,[15 10] ; [16  4],[17.22222222  7.77777778] ; [13.77777778  6.22222222],0
u3,1,0.157286,2.000124,[26 11] ; [12 11],[23.43333333 13.56666667] ; [14.56666667  8.43333333],0
d4,1,0.182652,1.775914,[62 19] ; [72 13],[65.38554217 15.61445783] ; [68.61445783 16.38554217],0
n3,1,0.187312,1.738636,[17  8] ; [17  3],[18.88888889  6.11111111] ; [15.11111111  4.88888889],0
u2,1,0.193056,1.694141,[24 13] ; [11 12],[21.58333333 15.41666667] ; [13.41666667  9.58333333],0
r3,1,0.220922,1.498375,[76  5] ; [83  2],[77.58433735  3.41566265] ; [81.41566265  3.58433735],0
n6,1,0.22472,1.473971,[52 29] ; [62 23],[55.62650602 25.37349398] ; [58.37349398 26.62650602],0
s4,1,0.312145,1.021579,[14 67] ; [10 75],[11.71084337 69.28915663] ; [12.28915663 72.71084337],0
u1,1,0.341674,0.904139,[ 6 75] ; [10 75],[ 7.80722892 73.19277108] ; [ 8.19277108 76.80722892],0
a5,1,0.378827,0.774504,[49 32] ; [57 28],[51.72289157 29.27710843] ; [54.27710843 30.72289157],0
p9,1,0.380218,0.769998,[61 20] ; [68 16],[63.32727273 17.67272727] ; [65.67272727 18.32727273],0
b4,1,0.467647,0.527531,[47 34] ; [54 31],[49.28313253 31.71686747] ; [51.71686747 33.28313253],0
a7,1,0.474452,0.511588,[58 23] ; [65 20],[60.01807229 20.98192771] ; [62.98192771 22.01807229],0
p5,1,0.579631,0.306831,[ 4 76] ; [ 6 79],[ 4.84848485 75.15151515] ; [ 5.15151515 79.84848485],0
p6,1,0.61811,0.248533,[24 55] ; [22 60],[22.57142857 56.42857143] ; [23.42857143 58.57142857],0
b3,1,0.618663,0.247752,[15 34] ; [18 33],[16.17 32.83] ; [16.83 34.17],0
b2,1,0.618663,0.247752,[15 34] ; [18 33],[16.17 32.83] ; [16.83 34.17],0
v4,1,0.62436,0.239787,[74  5] ; [77  7],[73.18404908  5.81595092] ; [77.81595092  6.18404908],0
s6,1,0.62511,0.238751,[44 36] ; [43 41],[42.43902439 37.56097561] ; [44.56097561 39.43902439],0
p1,1,0.639514,0.219378,[ 5 74] ; [ 7 78],[ 5.7804878 73.2195122] ; [ 6.2195122 78.7804878],0
a8,1,0.646286,0.210614,[ 8 65] ; [ 7 73],[ 7.15686275 65.84313725] ; [ 7.84313725 72.15686275],0
d2,1,0.679774,0.17038,[28 53] ; [32 53],[29.27710843 51.72289157] ; [30.72289157 54.27710843],0
s5,1,0.686512,0.162887,[23 56] ; [21 59],[21.86163522 57.13836478] ; [22.13836478 57.86163522],0
p3,1,0.695021,0.153704,[30 51] ; [34 51],[31.22891566 49.77108434] ; [32.77108434 52.22891566],0
p8,1,0.707977,0.140306,[39 42] ; [38 46],[37.8 43.2] ; [39.2 44.8],0
r4,1,0.726887,0.121989,[69 12] ; [74 11],[69.77710843 11.22289157] ; [73.22289157 11.77710843],0
n4,1,0.735404,0.114207,[36 45] ; [40 45],[37.08433735 43.91566265] ; [38.91566265 46.08433735],0
s3,1,0.736718,0.113033,[36 44] ; [40 44],[37.07317073 42.92682927] ; [38.92682927 45.07317073],0
p4,1,0.785783,0.07387,[36 45] ; [36 49],[35.13253012 45.86746988] ; [36.86746988 48.13253012],0
a1,1,0.788314,0.072092,[ 4 77] ; [ 5 80],[ 4.39156627 76.60843373] ; [ 4.60843373 80.39156627],0
s8,1,0.790285,0.070725,[27 54] ; [30 55],[27.81325301 53.18674699] ; [29.18674699 55.81325301],0
p7,1,0.803434,0.061954,[47 31] ; [49 35],[46.22222222 31.77777778] ; [49.77777778 34.22222222],0
p10,1,0.886793,0.020267,[57 23] ; [59 25],[56.58536585 23.41463415] ; [59.41463415 24.58536585],0
s7,1,0.899254,0.016029,[27 50] ; [29 56],[26.61728395 50.38271605] ; [29.38271605 55.61728395],0
a2,1,0.908493,0.013211,[10 71] ; [10 75],[ 9.75903614 71.24096386] ; [10.24096386 74.75903614],0
s1,1,0.952046,0.003617,[ 3 78] ; [ 3 82],[ 2.92771084 78.07228916] ; [ 3.07228916 81.92771084],0
a4,1,0.957209,0.002879,[27 54] ; [28 57],[26.8373494 54.1626506] ; [28.1626506 56.8373494],0
n1,1,0.965802,0.001838,[ 7 18] ; [ 6 15],[ 7.06521739 17.93478261] ; [ 5.93478261 15.06521739],0
p2,1,0.980211,0.000615,[66 14] ; [70 15],[65.93939394 14.06060606] ; [70.06060606 14.93939394],0
s2,1,0.984448,0.00038,[30 50] ; [32 53],[30.06060606 49.93939394] ; [31.93939394 53.06060606],0
