Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.329639,[ 7 76] ; [21 26],[17.87692308 65.12307692] ; [10.12307692 36.87692308],1
s6,1,0.001891,9.652834,[23 60] ; [25 20],[31.125 51.875] ; [16.875 28.125],0
b2,1,0.002152,9.41479,[17 30] ; [ 1 25],[11.5890411 35.4109589] ; [ 6.4109589 19.5890411],0
b3,1,0.002152,9.41479,[17 30] ; [ 1 25],[11.5890411 35.4109589] ; [ 6.4109589 19.5890411],0
n4,1,0.01577,5.828376,[50 33] ; [38  9],[56.18461538 26.81538462] ; [31.81538462 15.18461538],0
r4,1,0.024895,5.031193,[52 32] ; [38  9],[57.70992366 26.29007634] ; [32.29007634 14.70992366],0
r3,1,0.057218,3.616233,[62 20] ; [42  5],[66.10852713 15.89147287] ; [37.89147287  9.10852713],0
s7,1,0.073187,3.210058,[12 68] ; [12 30],[15.73770492 64.26229508] ; [ 8.26229508 33.73770492],0
v3,1,0.080629,3.052186,[19 63] ; [17 28],[23.24409449 58.75590551] ; [12.75590551 32.24409449],0
b4,1,0.088228,2.906416,[37 47] ; [28 19],[41.67938931 42.32061069] ; [23.32061069 23.67938931],0
r1,1,0.090044,2.87358,[42 41] ; [31 16],[46.60769231 36.39230769] ; [26.39230769 20.60769231],0
n6,1,0.102412,2.66757,[54 29] ; [37 10],[58.1 24.9] ; [32.9 14.1],0
a2,1,0.10845,2.576662,[ 8 76] ; [ 1 46],[ 5.77099237 78.22900763] ; [ 3.22900763 43.77099237],0
d3,1,0.131028,2.280282,[21 61] ; [18 29],[24.79069767 57.20930233] ; [14.20930233 32.79069767],0
p7,1,0.193097,1.693827,[37 44] ; [26 19],[40.5 40.5] ; [22.5 22.5],0
s4,1,0.199051,1.649327,[12 71] ; [11 36],[14.68461538 68.31538462] ; [ 8.31538462 38.68461538],0
n1,1,0.205303,1.604244,[11 19] ; [ 2 10],[ 9.28571429 20.71428571] ; [3.71428571 8.28571429],0
n2,1,0.205303,1.604244,[19 11] ; [10  2],[20.71428571  9.28571429] ; [8.28571429 3.71428571],0
p2,1,0.210064,1.570983,[55 29] ; [35 11],[58.15384615 25.84615385] ; [31.84615385 14.15384615],0
d2,1,0.226273,1.464139,[20 64] ; [ 7 40],[17.3129771 66.6870229] ; [ 9.6870229 37.3129771],0
p11,1,0.227666,1.455384,[52 32] ; [34 13],[55.14503817 28.85496183] ; [30.85496183 16.14503817],0
s1,1,0.229121,1.446312,[ 3 79] ; [ 4 42],[ 4.484375 77.515625] ; [ 2.515625 43.484375],0
u2,1,0.240097,1.380027,[19 26] ; [ 8 20],[16.64383562 28.35616438] ; [10.35616438 17.64383562],0
a6,1,0.241934,1.369291,[50 34] ; [23 24],[46.80916031 37.19083969] ; [26.19083969 20.80916031],0
p3,1,0.296221,1.091128,[27 57] ; [19 27],[29.72307692 54.27692308] ; [16.27692308 29.72307692],0
v4,1,0.300373,1.072537,[68 15] ; [40  5],[70.03125 12.96875] ; [37.96875  7.03125],0
p12,1,0.30902,1.03486,[ 5 78] ; [ 1 46],[ 3.83076923 79.16923077] ; [ 2.16923077 44.83076923],0
a4,1,0.313059,1.017728,[19 65] ; [ 7 39],[16.8 67.2] ; [ 9.2 36.8],0
b1,1,0.322647,0.978188,[36 48] ; [16 31],[33.34351145 50.65648855] ; [18.65648855 28.34351145],0
p6,1,0.374814,0.787641,[23 58] ; [10 37],[20.8828125 60.1171875] ; [12.1171875 34.8828125],0
p10,1,0.401618,0.703477,[46 35] ; [29 16],[48.21428571 32.78571429] ; [26.78571429 18.21428571],0
p4,1,0.402712,0.700214,[33 51] ; [22 25],[35.26717557 48.73282443] ; [19.73282443 27.26717557],0
s5,1,0.417128,0.658393,[10 72] ; [ 8 38],[11.53125 70.46875] ; [ 6.46875 39.53125],0
r2,1,0.42963,0.623824,[68 15] ; [41  6],[69.59230769 13.40769231] ; [39.40769231  7.59230769],0
n3,1,0.44921,0.572645,[21  9] ; [9 2],[21.95121951  8.04878049] ; [8.04878049 2.95121951],0
a3,1,0.469572,0.522982,[39 44] ; [19 28],[37.03076923 45.96923077] ; [20.96923077 26.03076923],0
n5,1,0.470997,0.519636,[58 24] ; [36 11],[59.75193798 22.24806202] ; [34.24806202 12.75193798],0
p8,1,0.490938,0.474469,[35 46] ; [17 29],[33.16535433 47.83464567] ; [18.83464567 27.16535433],0
a7,1,0.51496,0.423975,[44 38] ; [28 19],[45.76744186 36.23255814] ; [26.23255814 20.76744186],0
a8,1,0.548083,0.360763,[ 8 70] ; [ 3 40],[ 7.09090909 70.90909091] ; [ 3.90909091 39.09090909],0
b5,1,0.569109,0.324175,[49 35] ; [25 22],[47.45038168 36.54961832] ; [26.54961832 20.45038168],0
d1,1,0.645035,0.212217,[ 3 81] ; [ 1 46],[ 2.5648855 81.4351145] ; [ 1.4351145 45.5648855],0
v1,1,0.802288,0.062693,[31 53] ; [18 28],[31.66153846 52.33846154] ; [17.33846154 28.66153846],0
u3,1,0.804165,0.061485,[19 26] ; [11 17],[18.49315068 26.50684932] ; [11.50684932 16.49315068],0
p1,1,0.859782,0.031206,[10 74] ; [ 5 41],[ 9.69230769 74.30769231] ; [ 5.30769231 40.69230769],0
p9,1,0.894097,0.017721,[52 28] ; [30 17],[51.65354331 28.34645669] ; [30.34645669 16.65354331],0
p5,1,0.905441,0.014111,[ 6 77] ; [ 3 42],[ 5.8359375 77.1640625] ; [ 3.1640625 41.8359375],0
d5,1,0.927695,0.008235,[36 47] ; [20 27],[35.75384615 47.24615385] ; [20.24615385 26.75384615],0
