Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,42.307351,[30 57] ; [102  28],[52.92165899 34.07834101] ; [79.07834101 50.92165899],1
n6,1,0.000758,11.340893,[47 40] ; [98 31],[58.40277778 28.59722222] ; [86.59722222 42.40277778],1
a2,1,0.001499,10.079251,[ 5 82] ; [ 28 102],[13.23041475 73.76958525] ; [ 19.76958525 110.23041475],0
a5,1,0.002313,9.282759,[38 49] ; [84 46],[48.9124424 38.0875576] ; [73.0875576 56.9124424],0
a4,1,0.014354,5.994131,[26 61] ; [60 69],[34.63888889 52.36111111] ; [51.36111111 77.63888889],0
p10,1,0.022022,5.244081,[41 44] ; [82 46],[49.08450704 35.91549296] ; [73.91549296 54.08450704],0
r3,1,0.037099,4.345845,[77 10] ; [99 29],[71.21860465 15.78139535] ; [104.78139535  23.21860465],0
d2,1,0.042892,4.099659,[32 55] ; [65 63],[39.25116279 47.74883721] ; [57.74883721 70.25116279],0
a6,1,0.044187,4.049408,[45 42] ; [85 45],[52.11981567 34.88018433] ; [77.88018433 52.11981567],0
p9,1,0.046202,3.974219,[47 38] ; [86 39],[53.83333333 31.16666667] ; [79.16666667 45.83333333],0
n1,1,0.057564,3.606206,[ 7 23] ; [21 26],[10.90909091 19.09090909] ; [17.09090909 29.90909091],0
s2,1,0.111557,2.532019,[10 77] ; [ 25 102],[14.22897196 72.77102804] ; [ 20.77102804 106.22897196],0
v1,1,0.123186,2.376339,[22 63] ; [46 82],[27.13615023 57.86384977] ; [40.86384977 87.13615023],0
a1,1,0.128048,2.316011,[ 2 85] ; [  9 121],[ 4.41013825 82.58986175] ; [  6.58986175 123.41013825],0
a7,1,0.189355,1.722631,[57 29] ; [74 55],[52.4 33.6] ; [78.6 50.4],0
u1,1,0.200585,1.638112,[ 4 83] ; [ 12 118],[ 6.41474654 80.58525346] ; [  9.58525346 120.41474654],0
s5,1,0.23137,1.432422,[10 74] ; [  9 118],[ 7.56398104 76.43601896] ; [ 11.43601896 115.56398104],0
s8,1,0.235821,1.405402,[ 8 79] ; [ 19 111],[10.82488479 76.17511521] ; [ 16.17511521 113.82488479],0
b1,1,0.24715,1.33934,[30 57] ; [55 75],[34.07834101 52.92165899] ; [50.92165899 79.07834101],0
n2,1,0.254228,1.299921,[16 13] ; [34 16],[18.35443038 10.64556962] ; [31.64556962 18.35443038],0
u3,1,0.276986,1.181818,[15 18] ; [15 30],[12.69230769 20.30769231] ; [17.30769231 27.69230769],0
d1,1,0.332039,0.940928,[37 50] ; [64 66],[40.49308756 46.50691244] ; [60.50691244 69.49308756],0
v2,1,0.336133,0.925126,[38 47] ; [46 75],[34.66019417 50.33980583] ; [49.33980583 71.66019417],0
p4,1,0.338477,0.916193,[19 67] ; [36 93],[22. 64.] ; [33. 96.],0
s1,1,0.352431,0.864686,[ 5 82] ; [  4 123],[ 3.6588785 83.3411215] ; [  5.3411215 121.6588785],0
u2,1,0.354985,0.855556,[17 16] ; [18 26],[15. 18.] ; [20. 24.],0
r4,1,0.363849,0.824565,[62 25] ; [85 45],[58.93548387 28.06451613] ; [88.06451613 41.93548387],0
s4,1,0.37043,0.80222,[ 9 78] ; [  9 121],[ 7.21658986 79.78341014] ; [ 10.78341014 119.21658986],0
v3,1,0.371427,0.798885,[18 63] ; [35 91],[20.73913043 60.26086957] ; [32.26086957 93.73913043],0
b5,1,0.388661,0.743127,[52 35] ; [70 60],[48.9124424 38.0875576] ; [73.0875576 56.9124424],0
d3,1,0.465588,0.532428,[51 35] ; [70 59],[48.4 37.6] ; [72.6 56.4],0
d4,1,0.480184,0.498446,[65 22] ; [90 38],[62.72093023 24.27906977] ; [92.27906977 35.72093023],0
r1,1,0.523207,0.407566,[57 30] ; [79 50],[54.77777778 32.22222222] ; [81.22222222 47.77777778],0
p1,1,0.527674,0.398869,[ 3 82] ; [  7 123],[ 3.95348837 81.04651163] ; [  6.04651163 123.95348837],0
b2,1,0.53063,0.393186,[17 31] ; [30 43],[18.6446281 29.3553719] ; [28.3553719 44.6446281],0
b3,1,0.53063,0.393186,[17 31] ; [30 43],[18.6446281 29.3553719] ; [28.3553719 44.6446281],0
p6,1,0.567275,0.327263,[13 73] ; [ 23 104],[14.53521127 71.46478873] ; [ 21.46478873 105.53521127],0
s3,1,0.568415,0.325341,[19 66] ; [33 95],[20.75117371 64.24882629] ; [31.24882629 96.75117371],0
s7,1,0.606119,0.265865,[12 70] ; [ 21 100],[13.33004926 68.66995074] ; [ 19.66995074 101.33004926],0
p7,1,0.629043,0.233361,[34 51] ; [47 81],[32.32394366 52.67605634] ; [48.67605634 79.32394366],0
a8,1,0.63089,0.230856,[ 7 75] ; [ 13 110],[ 8. 74.] ; [ 12. 111.],0
b4,1,0.637298,0.222293,[51 36] ; [72 58],[49.31336406 37.68663594] ; [73.68663594 56.31336406],0
a3,1,0.641267,0.217089,[54 32] ; [85 44],[55.6 30.4] ; [83.4 45.6],0
p8,1,0.660237,0.193236,[24 62] ; [39 88],[25.43661972 60.56338028] ; [37.56338028 89.43661972],0
p5,1,0.728352,0.12063,[ 2 84] ; [  4 124],[ 2.41121495 83.58878505] ; [  3.58878505 124.41121495],0
d5,1,0.737261,0.112549,[57 29] ; [89 41],[58.12962963 27.87037037] ; [87.87037037 42.12962963],0
