Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000102,15.100567,[48 33] ; [ 5 24],[39.02727273 41.97272727] ; [13.97272727 15.02727273],1
v4,1,0.00101,10.809374,[67 14] ; [15 14],[60.38181818 20.61818182] ; [21.61818182  7.38181818],0
u3,1,0.002578,9.084207,[17 13] ; [ 2 15],[12.12765957 17.87234043] ; [ 6.87234043 10.12765957],0
s3,1,0.005916,7.5758,[35 46] ; [ 4 24],[28.98165138 52.01834862] ; [10.01834862 17.98165138],0
s2,1,0.008396,6.946923,[33 48] ; [ 4 25],[27.24545455 53.75454545] ; [ 9.75454545 19.24545455],0
p10,1,0.021328,5.299814,[54 26] ; [12 16],[48.88888889 31.11111111] ; [17.11111111 10.88888889],0
p9,1,0.023286,5.147023,[61 17] ; [15 12],[56.45714286 21.54285714] ; [19.54285714  7.45714286],0
a4,1,0.036826,4.358434,[34 46] ; [ 6 23],[29.35779817 50.64220183] ; [10.64220183 18.35779817],0
a3,1,0.043774,4.065249,[51 30] ; [12 17],[46.39090909 34.60909091] ; [16.60909091 12.39090909],0
s7,1,0.056563,3.635402,[24 55] ; [ 3 23],[20.31428571 58.68571429] ; [ 6.68571429 19.31428571],0
p3,1,0.058439,3.581135,[23 58] ; [ 3 25],[19.32110092 61.67889908] ; [ 6.67889908 21.32110092],0
a5,1,0.081133,3.04205,[46 35] ; [11 18],[41.97272727 39.02727273] ; [15.02727273 13.97272727],0
p12,1,0.111316,2.535444,[ 1 79] ; [ 2 27],[ 2.20183486 77.79816514] ; [ 0.79816514 28.20183486],0
p6,1,0.136037,2.222222,[16 65] ; [ 2 25],[13.5 67.5] ; [ 4.5 22.5],0
d5,1,0.137151,2.20964,[57 24] ; [16 13],[53.75454545 27.24545455] ; [19.24545455  9.75454545],0
p2,1,0.144352,2.130946,[49 32] ; [13 16],[45.65454545 35.34545455] ; [16.34545455 12.65454545],0
n1,1,0.1483,2.089647,[12 16] ; [2 9],[10.05128205 17.94871795] ; [3.94871795 7.05128205],0
v3,1,0.153674,2.035402,[21 57] ; [ 4 25],[18.22429907 59.77570093] ; [ 6.77570093 22.22429907],0
n4,1,0.192281,1.700056,[53 28] ; [15 14],[50.07272727 30.92727273] ; [17.92727273 11.07272727],0
d2,1,0.206846,1.593365,[38 41] ; [10 19],[35.11111111 43.88888889] ; [12.88888889 16.11111111],0
r3,1,0.232497,1.425519,[64 17] ; [19  9],[61.67889908 19.32110092] ; [21.32110092  6.67889908],0
s5,1,0.253065,1.306302,[18 57] ; [ 4 25],[15.86538462 59.13461538] ; [ 6.13461538 22.86538462],0
b1,1,0.253726,1.302672,[32 49] ; [15 14],[34.60909091 46.39090909] ; [12.39090909 16.60909091],0
a1,1,0.278453,1.174626,[ 8 73] ; [ 1 28],[ 6.62727273 74.37272727] ; [ 2.37272727 26.62727273],0
n2,1,0.281325,1.160678,[21  8] ; [6 5],[19.575  9.425] ; [7.425 3.575],0
a8,1,0.286844,1.134375,[ 6 71] ; [ 4 23],[ 7.40384615 69.59615385] ; [ 2.59615385 24.40384615],0
s4,1,0.307254,1.042442,[15 66] ; [ 3 26],[13.25454545 67.74545455] ; [ 4.74545455 24.25454545],0
v1,1,0.331942,0.941307,[29 48] ; [ 8 21],[26.87735849 50.12264151] ; [10.12264151 18.87735849],0
n3,1,0.342558,0.900833,[18 11] ; [5 6],[16.675 12.325] ; [6.325 4.675],0
u2,1,0.352323,0.865074,[10 20] ; [8 9],[11.4893617 18.5106383] ; [ 6.5106383 10.4893617],0
s8,1,0.397589,0.715606,[17 64] ; [ 4 25],[15.46363636 65.53636364] ; [ 5.53636364 23.46363636],0
n5,1,0.410158,0.678343,[57 24] ; [18 11],[55.22727273 25.77272727] ; [19.77272727  9.22727273],0
d1,1,0.412074,0.672809,[35 46] ; [10 19],[33.13636364 47.86363636] ; [11.86363636 17.13636364],0
a6,1,0.445211,0.582816,[43 38] ; [13 16],[41.23636364 39.76363636] ; [14.76363636 14.23636364],0
u1,1,0.453557,0.561746,[ 6 75] ; [ 1 28],[ 5.15454545 75.84545455] ; [ 1.84545455 27.15454545],0
p11,1,0.46064,0.544338,[51 30] ; [16 13],[49.33636364 31.66363636] ; [17.66363636 11.33636364],0
s6,1,0.522955,0.408061,[33 47] ; [10 19],[31.55963303 48.44036697] ; [11.44036697 17.55963303],0
a7,1,0.557147,0.344667,[47 34] ; [15 14],[45.65454545 35.34545455] ; [16.34545455 12.65454545],0
v2,1,0.568373,0.325413,[23 54] ; [10 18],[24.2 52.8] ; [ 8.8 19.2],0
b5,1,0.594048,0.284066,[52 29] ; [17 12],[50.80909091 30.19090909] ; [18.19090909 10.80909091],0
a2,1,0.631925,0.229459,[ 8 73] ; [ 2 27],[ 7.36363636 73.63636364] ; [ 2.63636364 26.36363636],0
b4,1,0.632783,0.228305,[49 32] ; [19 10],[50.07272727 30.92727273] ; [17.92727273 11.07272727],0
p4,1,0.651811,0.203624,[26 55] ; [ 8 21],[25.03636364 55.96363636] ; [ 8.96363636 20.03636364],0
b2,1,0.652811,0.202374,[20 22] ; [ 7 10],[19.22033898 22.77966102] ; [7.77966102 9.22033898],0
b3,1,0.652811,0.202374,[20 22] ; [ 7 10],[19.22033898 22.77966102] ; [7.77966102 9.22033898],0
n6,1,0.690685,0.158345,[59 22] ; [20  9],[58.17272727 22.82727273] ; [20.82727273  8.17272727],0
p5,1,0.701243,0.147182,[ 4 76] ; [ 2 27],[ 4.40366972 75.59633028] ; [ 1.59633028 27.40366972],0
d4,1,0.719586,0.12889,[56 25] ; [19 10],[55.22727273 25.77272727] ; [19.77272727  9.22727273],0
p8,1,0.746923,0.104135,[16 64] ; [ 5 24],[15.41284404 64.58715596] ; [ 5.58715596 23.41284404],0
p1,1,0.774561,0.082033,[10 71] ; [ 3 26],[ 9.57272727 71.42727273] ; [ 3.42727273 25.57272727],0
d3,1,0.918507,0.010468,[40 41] ; [14 15],[39.76363636 41.23636364] ; [14.23636364 14.76363636],0
s1,1,0.940982,0.005481,[ 3 77] ; [ 1 28],[ 2.93577982 77.06422018] ; [ 1.06422018 27.93577982],0
