Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,95.571312,[279  59] ; [119 148],[222.35371901 115.64628099] ; [175.64628099  91.35371901],1
p4,1,0.0,44.580558,[257  83] ; [133 136],[217.73399015 122.26600985] ; [172.26600985  96.73399015],1
p3,1,0.0,42.370441,[224 115] ; [107 163],[184.25123153 154.74876847] ; [146.74876847 123.25123153],1
p2,1,0.0,38.252736,[315  25] ; [201  69],[287.60655738  52.39344262] ; [228.39344262  41.60655738],1
p6,1,0.0,37.091792,[165 174] ; [ 66 203],[128.79769737 210.20230263] ; [102.20230263 166.79769737],1
p5,1,1e-06,24.619312,[ 60 281] ; [ 12 255],[ 40.38157895 300.61842105] ; [ 31.61842105 235.38157895],1
p11,1,1.1e-05,19.404036,[296  45] ; [196  74],[274.58592471  66.41407529] ; [217.41407529  52.58592471],1
p10,1,3.9e-05,16.9284,[306  35] ; [207  60],[287.71875  53.28125] ; [225.28125  41.71875],1
v1,1,0.000332,12.881431,[214 122] ; [128 133],[192.48241206 143.51758794] ; [149.51758794 111.48241206],1
p9,1,0.001487,10.094265,[308  32] ; [220  49],[294.77832512  45.22167488] ; [233.22167488  35.77832512],0
p1,1,0.006235,7.481054,[ 39 300] ; [ 14 255],[ 29.55098684 309.44901316] ; [ 23.44901316 245.55098684],0
n6,1,0.007305,7.196501,[303  36] ; [220  49],[291.60690789  47.39309211] ; [231.39309211  37.60690789],0
a2,1,0.00919,6.785601,[ 95 246] ; [102 168],[109.94599018 231.05400982] ; [ 87.05400982 182.94599018],0
n5,1,0.014621,5.961622,[274  67] ; [192  75],[261.35855263  79.64144737] ; [204.64144737  62.35855263],0
a4,1,0.016249,5.775772,[169 171] ; [160 109],[183.67816092 156.32183908] ; [145.32183908 123.67816092],0
s5,1,0.017915,5.604397,[139 189] ; [ 85 174],[125.16524702 202.83475298] ; [ 98.83475298 160.16524702],0
v3,1,0.032776,4.557439,[153 180] ; [ 94 159],[140.36006826 192.63993174] ; [106.63993174 146.36006826],0
b5,1,0.032932,4.549306,[192 149] ; [175  95],[204.82324059 136.17675941] ; [162.17675941 107.82324059],0
u1,1,0.048038,3.908649,[ 69 272] ; [ 73 197],[ 79.25040917 261.74959083] ; [ 62.74959083 207.25040917],0
v2,1,0.054402,3.700319,[210 122] ; [143 115],[198.63728814 133.36271186] ; [154.36271186 103.63728814],0
s8,1,0.062398,3.472471,[176 161] ; [120 149],[164.60726073 172.39273927] ; [131.39273927 137.60726073],0
a6,1,0.06517,3.400662,[241  98] ; [209  60],[250.90460526  88.09539474] ; [199.09539474  69.90460526],0
a3,1,0.092602,2.828543,[262  78] ; [223  47],[270.32786885  69.67213115] ; [214.67213115  55.32786885],0
d3,1,0.094107,2.802687,[257  83] ; [187  82],[247.8817734  92.1182266] ; [196.1182266  72.8817734],0
p12,1,0.105296,2.623434,[ 37 303] ; [ 19 250],[ 31.26436782 308.73563218] ; [ 24.73563218 244.26436782],0
r2,1,0.118561,2.436229,[330   8] ; [267   2],[332.43163097   5.56836903] ; [264.56836903   4.43163097],0
r3,1,0.1204,2.412112,[333   8] ; [268   2],[335.41898527   5.58101473] ; [265.58101473   4.41898527],0
d1,1,0.143229,2.142923,[240 101] ; [175  95],[231.61211129 109.38788871] ; [183.38788871  86.61211129],0
r1,1,0.192675,1.697047,[307  33] ; [233  35],[301.97368421  38.02631579] ; [238.02631579  29.97368421],0
s6,1,0.209016,1.57823,[240  91] ; [181  86],[233.02842809  97.97157191] ; [187.97157191  79.02842809],0
s1,1,0.210788,1.566008,[  8 331] ; [ 11 254],[ 10.66390728 328.33609272] ; [  8.33609272 256.66390728],0
s4,1,0.253068,1.306286,[ 50 286] ; [ 49 218],[ 55.1641791 280.8358209] ; [ 43.8358209 223.1641791],0
d2,1,0.3425,0.901052,[192 148] ; [161 106],[197.72652389 142.27347611] ; [155.27347611 111.72652389],0
d5,1,0.342717,0.900241,[287  52] ; [235  34],[291.04934211  47.95065789] ; [230.95065789  38.04934211],0
a7,1,0.409169,0.681214,[260  81] ; [198  72],[255.61047463  85.38952537] ; [202.38952537  67.61047463],0
d4,1,0.447261,0.577583,[297  42] ; [230  39],[293.83717105  45.16282895] ; [233.16282895  35.83717105],0
n4,1,0.4792,0.500684,[280  61] ; [214  54],[276.60755337  64.39244663] ; [217.39244663  50.60755337],0
b1,1,0.51956,0.414766,[135 206] ; [100 170],[131.15384615 209.84615385] ; [103.84615385 166.15384615],0
n3,1,0.544296,0.367635,[34 13] ; [64 19],[35.43076923 11.56923077] ; [62.56923077 20.43076923],0
s7,1,0.578495,0.308675,[175 150] ; [134 126],[171.66666667 153.33333333] ; [137.33333333 122.66666667],0
a8,1,0.616501,0.250817,[ 47 262] ; [ 33 208],[ 44.94545455 264.05454545] ; [ 35.05454545 205.94545455],0
u4,1,0.645738,0.211316,[ 11 330] ; [  7 263],[ 10.04582651 330.95417349] ; [  7.95417349 262.04582651],0
s2,1,0.672982,0.178134,[179 159] ; [146 121],[181.57024793 156.42975207] ; [143.42975207 123.57024793],0
a1,1,0.676577,0.174004,[ 19 322] ; [ 13 257],[ 17.85924714 323.14075286] ; [ 14.14075286 255.85924714],0
u3,1,0.690711,0.158317,[47 31] ; [30 17],[48.048 29.952] ; [28.952 18.048],0
u2,1,0.745102,0.105693,[47 32] ; [26 20],[46.136 32.864] ; [26.864 19.136],0
n1,1,0.747883,0.103318,[17 30] ; [32 50],[17.85271318 29.14728682] ; [31.14728682 50.85271318],0
s3,1,0.829356,0.046452,[192 146] ; [154 113],[193.30247934 144.69752066] ; [152.69752066 114.30247934],0
v4,1,0.863947,0.029362,[334   7] ; [264   5],[334.29180328   6.70819672] ; [263.70819672   5.29180328],0
n2,1,0.936022,0.006443,[37 11] ; [65 20],[36.81203008 11.18796992] ; [65.18796992 19.81203008],0
b3,1,0.938362,0.00598,[ 88 121] ; [ 73 102],[ 87.62760417 121.37239583] ; [ 73.37239583 101.62760417],0
b2,1,0.938362,0.00598,[ 88 121] ; [ 73 102],[ 87.62760417 121.37239583] ; [ 73.37239583 101.62760417],0
b4,1,0.973656,0.001091,[200 141] ; [158 112],[199.80032733 141.19967267] ; [158.19967267 111.80032733],0
