Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.814079,[92 22] ; [24 32],[77.78823529 36.21176471] ; [38.21176471 17.78823529],1
u3,1,0.002448,9.178812,[10 35] ; [16 12],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
p10,1,0.006395,7.435562,[73 38] ; [25 32],[64.75 46.25] ; [33.25 23.75],0
d1,1,0.00808,7.01564,[50 65] ; [13 44],[42.12209302 72.87790698] ; [20.87790698 36.12209302],0
d5,1,0.01758,5.637504,[78 37] ; [28 29],[70.87209302 44.12790698] ; [35.12790698 21.87209302],0
p2,1,0.019794,5.429984,[82 29] ; [32 25],[75.32142857 35.67857143] ; [38.67857143 18.32142857],0
n6,1,0.020637,5.35721,[85 28] ; [33 24],[78.43529412 34.56470588] ; [39.56470588 17.43529412],0
p9,1,0.02174,5.266458,[80 32] ; [30 26],[73.33333333 38.66666667] ; [36.66666667 19.33333333],0
s7,1,0.041714,4.146789,[30 79] ; [ 7 46],[24.89506173 84.10493827] ; [12.10493827 40.89506173],0
d2,1,0.055803,3.657938,[53 60] ; [18 39],[47.19411765 65.80588235] ; [23.80588235 33.19411765],0
p5,1,0.08271,3.010836,[ 13 100] ; [ 2 55],[  9.97058824 103.02941176] ; [ 5.02941176 51.97058824],0
v3,1,0.101039,2.689065,[31 80] ; [ 9 46],[26.74698795 84.25301205] ; [13.25301205 41.74698795],0
a4,1,0.108999,2.568669,[48 65] ; [17 40],[43.20588235 69.79411765] ; [21.79411765 35.20588235],0
a5,1,0.117192,2.454453,[67 48] ; [26 31],[62.18023256 52.81976744] ; [30.81976744 26.18023256],0
a1,1,0.119015,2.430229,[  5 110] ; [ 6 51],[  7.35465116 107.64534884] ; [ 3.64534884 53.35465116],0
p4,1,0.165985,1.918838,[48 63] ; [18 38],[43.86826347 67.13173653] ; [22.13173653 33.86826347],0
p1,1,0.208784,1.579837,[ 10 105] ; [ 2 55],[  8.02325581 106.97674419] ; [ 3.97674419 53.02325581],0
b2,1,0.239689,1.382422,[28 47] ; [ 7 21],[25.48543689 49.51456311] ; [ 9.51456311 18.48543689],0
b3,1,0.239689,1.382422,[28 47] ; [ 7 21],[25.48543689 49.51456311] ; [ 9.51456311 18.48543689],0
n1,1,0.252876,1.307346,[14 23] ; [ 6 19],[11.93548387 25.06451613] ; [ 8.06451613 16.93548387],0
r1,1,0.253458,1.304141,[71 44] ; [30 27],[67.52906977 47.47093023] ; [33.47093023 23.52906977],0
a3,1,0.258861,1.274836,[70 45] ; [29 27],[66.57894737 48.42105263] ; [32.42105263 23.57894737],0
p3,1,0.262238,1.256903,[39 73] ; [15 42],[35.78698225 76.21301775] ; [18.21301775 38.78698225],0
u1,1,0.279269,1.170646,[  6 109] ; [ 1 56],[  4.68023256 110.31976744] ; [ 2.31976744 54.68023256],0
s1,1,0.318579,0.994771,[  4 108] ; [ 4 53],[  5.30177515 106.69822485] ; [ 2.69822485 54.30177515],0
p6,1,0.32699,0.960782,[25 84] ; [ 9 46],[22.59756098 86.40243902] ; [11.40243902 43.59756098],0
s6,1,0.339556,0.912106,[47 63] ; [20 37],[44.13173653 65.86826347] ; [22.86826347 34.13173653],0
u2,1,0.342454,0.901223,[17 27] ; [14 14],[18.94444444 25.05555556] ; [12.05555556 15.94444444],0
n2,1,0.350854,0.870367,[24 13] ; [19  6],[25.66129032 11.33870968] ; [17.33870968  7.66129032],0
p7,1,0.353145,0.862125,[53 58] ; [31 25],[55.83233533 55.16766467] ; [28.16766467 27.83233533],0
a2,1,0.363057,0.82729,[  8 107] ; [ 2 55],[  6.68604651 108.31395349] ; [ 3.31395349 53.68604651],0
s4,1,0.379635,0.771885,[18 97] ; [12 45],[20.05813953 94.94186047] ; [ 9.94186047 47.05813953],0
b4,1,0.416233,0.660928,[70 45] ; [31 26],[67.52906977 47.47093023] ; [33.47093023 23.52906977],0
r2,1,0.423,0.641966,[94 18] ; [45 12],[92.1183432 19.8816568] ; [46.8816568 10.1183432],0
v2,1,0.459902,0.546133,[47 64] ; [20 35],[44.80120482 66.19879518] ; [22.19879518 32.80120482],0
r4,1,0.467673,0.527468,[79 36] ; [36 21],[76.88953488 38.11046512] ; [38.11046512 18.88953488],0
s2,1,0.482981,0.492126,[25 89] ; [15 41],[26.82352941 87.17647059] ; [13.17647059 42.82352941],0
a8,1,0.486671,0.483879,[ 9 97] ; [ 3 52],[ 7.90062112 98.09937888] ; [ 4.09937888 50.90062112],0
n3,1,0.511684,0.430622,[24 12] ; [14 10],[22.8 13.2] ; [15.2  8.8],0
p8,1,0.514104,0.425705,[39 73] ; [17 40],[37.11242604 74.88757396] ; [18.88757396 38.11242604],0
p11,1,0.542138,0.371591,[78 37] ; [36 21],[76.22093023 38.77906977] ; [37.77906977 19.22093023],0
a6,1,0.544626,0.367032,[52 63] ; [23 34],[50.14534884 64.85465116] ; [24.85465116 32.14534884],0
b1,1,0.554062,0.35009,[49 66] ; [27 30],[50.81395349 64.18604651] ; [25.18604651 31.81395349],0
v1,1,0.559882,0.339909,[46 68] ; [20 36],[44.25882353 69.74117647] ; [21.74117647 34.25882353],0
s5,1,0.647525,0.209034,[32 79] ; [14 41],[30.75903614 80.24096386] ; [15.24096386 39.75903614],0
r3,1,0.770989,0.084728,[91 24] ; [44 13],[90.26162791 24.73837209] ; [44.73837209 12.26162791],0
d3,1,0.774649,0.081968,[47 68] ; [22 35],[46.13372093 68.86627907] ; [22.86627907 34.13372093],0
s3,1,0.810579,0.057446,[43 68] ; [21 36],[42.28571429 68.71428571] ; [21.71428571 35.28571429],0
b5,1,0.871317,0.02624,[57 58] ; [29 28],[57.5 57.5] ; [28.5 28.5],0
d4,1,0.91221,0.012155,[75 40] ; [37 19],[75.32163743 39.67836257] ; [36.67836257 19.32163743],0
v4,1,0.957419,0.002851,[92 22] ; [45 11],[91.87058824 22.12941176] ; [45.12941176 10.87058824],0
