Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.011196,6.433962,[ 3 22] ; [8 9],[ 6.54761905 18.45238095] ; [ 4.45238095 12.54761905],0
d5,1,0.027769,4.842353,[16  9] ; [ 5 12],[12.5 12.5] ; [8.5 8.5],0
d3,1,0.043896,4.060549,[12 13] ; [ 3 14],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
a7,1,0.062617,3.466687,[20  5] ; [9 8],[17.26190476  7.73809524] ; [11.73809524  5.26190476],0
p2,1,0.067605,3.340235,[23  2] ; [12  5],[20.83333333  4.16666667] ; [14.16666667  2.83333333],0
p10,1,0.069776,3.288272,[22  1] ; [13  4],[20.125  2.875] ; [14.875  2.125],0
a4,1,0.079527,3.074542,[ 9 16] ; [ 2 15],[ 6.54761905 18.45238095] ; [ 4.45238095 12.54761905],0
p9,1,0.120499,2.410828,[24  1] ; [13  3],[22.56097561  2.43902439] ; [14.43902439  1.56097561],0
n5,1,0.121994,2.391529,[19  6] ; [16  1],[20.83333333  4.16666667] ; [14.16666667  2.83333333],0
s1,1,0.139169,2.187121,[ 1 24] ; [ 3 14],[ 2.38095238 22.61904762] ; [ 1.61904762 15.38095238],0
a3,1,0.144652,2.127759,[16  9] ; [ 7 10],[13.69047619 11.30952381] ; [9.30952381 7.69047619],0
s8,1,0.159729,1.976786,[15 10] ; [ 6 10],[12.80487805 12.19512195] ; [8.19512195 7.80487805],0
u3,1,0.245084,1.351111,[6 3] ; [4 6],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
p7,1,0.298458,1.08107,[21  4] ; [12  5],[19.64285714  5.35714286] ; [13.35714286  3.64285714],0
r1,1,0.299064,1.078365,[17  8] ; [14  3],[18.45238095  6.54761905] ; [12.54761905  4.45238095],0
n1,1,0.342782,0.9,[2 4] ; [2 1],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
p8,1,0.413206,0.669556,[20  5] ; [11  5],[18.90243902  6.09756098] ; [12.09756098  3.90243902],0
u2,1,0.462527,0.539773,[6 3] ; [5 5],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
v1,1,0.475701,0.508702,[14 10] ; [8 9],[12.87804878 11.12195122] ; [9.12195122 7.87804878],0
v2,1,0.475701,0.508702,[14 10] ; [8 9],[12.87804878 11.12195122] ; [9.12195122 7.87804878],0
n2,1,0.490153,0.47619,[6 1] ; [2 1],[5.6 1.4] ; [2.4 0.6],0
a6,1,0.490581,0.475251,[12 13] ; [10  7],[13.0952381 11.9047619] ; [8.9047619 8.0952381],0
a8,1,0.496802,0.46176,[ 5 19] ; [ 2 14],[ 4.2 19.8] ; [ 2.8 13.2],0
r4,1,0.507362,0.439505,[22  3] ; [16  1],[22.61904762  2.38095238] ; [15.38095238  1.61904762],0
s6,1,0.527677,0.398864,[21  3] ; [12  3],[20.30769231  3.69230769] ; [12.69230769  2.30769231],0
b5,1,0.569022,0.324321,[14 11] ; [8 9],[13.0952381 11.9047619] ; [8.9047619 8.0952381],0
s2,1,0.572614,0.318328,[11 14] ; [ 6 11],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
s7,1,0.608766,0.261976,[15  7] ; [9 6],[14.27027027  7.72972973] ; [9.72972973 5.27027027],0
b2,1,0.701122,0.147308,[7 9] ; [4 7],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
b3,1,0.701122,0.147308,[7 9] ; [4 7],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
s3,1,0.707047,0.141244,[11 14] ; [8 8],[11.58536585 13.41463415] ; [7.41463415 8.58536585],0
a5,1,0.734547,0.114977,[16  9] ; [10  7],[15.47619048  9.52380952] ; [10.52380952  6.47619048],0
b4,1,0.757886,0.095023,[15 10] ; [11  6],[15.47619048  9.52380952] ; [10.52380952  6.47619048],0
a2,1,0.778577,0.079059,[ 1 24] ; [ 1 16],[ 1.19047619 23.80952381] ; [ 0.80952381 16.19047619],0
s5,1,0.792147,0.069444,[14 10] ; [10  6],[14.4  9.6] ; [9.6 6.4],0
n6,1,0.793657,0.068416,[23  2] ; [16  1],[23.21428571  1.78571429] ; [15.78571429  1.21428571],0
p4,1,0.837201,0.04222,[19  5] ; [13  4],[18.73170732  5.26829268] ; [13.26829268  3.73170732],0
p11,1,0.848831,0.036332,[20  5] ; [14  3],[20.23809524  4.76190476] ; [13.76190476  3.23809524],0
v3,1,0.852745,0.034454,[12 12] ; [9 8],[12.29268293 11.70731707] ; [8.70731707 8.29268293],0
n4,1,0.888196,0.019765,[21  4] ; [14  3],[20.83333333  4.16666667] ; [14.16666667  2.83333333],0
d2,1,0.888196,0.019765,[ 4 21] ; [ 3 14],[ 4.16666667 20.83333333] ; [ 2.83333333 14.16666667],0
p6,1,0.896219,0.017014,[16  8] ; [11  6],[15.80487805  8.19512195] ; [11.19512195  5.80487805],0
p12,1,0.913974,0.01167,[ 6 18] ; [ 4 13],[ 5.85365854 18.14634146] ; [ 4.14634146 12.85365854],0
p3,1,0.920813,0.009882,[18  7] ; [12  5],[17.85714286  7.14285714] ; [12.14285714  4.85714286],0
b1,1,0.939225,0.005813,[10 15] ; [ 7 10],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
r2,1,0.94349,0.005025,[21  3] ; [15  2],[21.07317073  2.92682927] ; [14.92682927  2.07317073],0
