Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,65.426876,[174 136] ; [ 50 182],[128.11808118 181.88191882] ; [ 95.88191882 136.11808118],1
v1,1,0.0,31.022425,[211 100] ; [101 129],[179.35674677 131.64325323] ; [132.64325323  97.35674677],1
a5,1,0.001426,10.172321,[257  60] ; [163  72],[241.19565217  75.80434783] ; [178.80434783  56.19565217],0
b1,1,0.005572,7.683703,[104 214] ; [104 131],[119.60940325 198.39059675] ; [ 88.39059675 146.60940325],0
p3,1,0.007313,7.194417,[185 131] ; [110 124],[169.49090909 146.50909091] ; [125.50909091 108.49090909],0
a6,1,0.010376,6.569231,[224  91] ; [142  92],[210. 105.] ; [156.  78.],0
d1,1,0.011134,6.443759,[211 107] ; [131 104],[196.66546112 121.33453888] ; [145.33453888  89.66546112],0
s4,1,0.01269,6.21185,[ 57 259] ; [ 62 168],[ 68.87179487 247.12820513] ; [ 50.12820513 179.87179487],0
a7,1,0.013618,6.087058,[246  70] ; [161  74],[233.41560799  82.58439201] ; [173.58439201  61.41560799],0
r3,1,0.017189,5.676986,[312   5] ; [222  12],[307.21960073   9.78039927] ; [226.78039927   7.21960073],0
p9,1,0.018594,5.539321,[283  30] ; [195  38],[274.01831502  38.98168498] ; [203.98168498  29.01831502],0
d5,1,0.021285,5.303308,[275  42] ; [185  48],[265.12727273  51.87272727] ; [194.87272727  38.12727273],0
s1,1,0.023215,5.152329,[  7 305] ; [ 14 218],[ 12.04411765 299.95588235] ; [  8.95588235 223.04411765],0
d4,1,0.023998,5.094776,[276  40] ; [187  46],[266.49908925  49.50091075] ; [196.50091075  36.49908925],0
u1,1,0.033166,4.537165,[ 78 240] ; [ 40 195],[ 67.85533454 250.14466546] ; [ 50.14466546 184.85533454],0
r1,1,0.036322,4.381946,[279  38] ; [191  43],[270.39927405  46.60072595] ; [199.60072595  34.39927405],0
d2,1,0.040934,4.178747,[171 145] ; [106 128],[159.14909091 156.85090909] ; [117.85090909 116.14909091],0
s7,1,0.044811,4.025735,[203 104] ; [129  95],[191.9472693 115.0527307] ; [140.0527307  83.9472693],0
p10,1,0.050892,3.811813,[271  44] ; [185  47],[262.59597806  52.40402194] ; [193.40402194  38.59597806],0
p12,1,0.053678,3.722679,[ 37 279] ; [ 16 219],[ 30.39564428 285.60435572] ; [ 22.60435572 212.39564428],0
a2,1,0.077595,3.114559,[ 93 225] ; [ 53 182],[ 83.95660036 234.04339964] ; [ 62.04339964 172.95660036],0
a3,1,0.103859,2.645265,[241  75] ; [164  70],[232.69090909  83.30909091] ; [172.30909091  61.69090909],0
d3,1,0.107082,2.596769,[232  84] ; [157  77],[223.49818182  92.50181818] ; [165.50181818  68.49818182],0
p7,1,0.146218,2.11127,[211  96] ; [143  85],[203.1364486 103.8635514] ; [150.8635514  77.1364486],0
p4,1,0.203063,1.620207,[213 102] ; [146  88],[205.98360656 109.01639344] ; [153.01639344  80.98360656],0
b4,1,0.204532,1.609713,[197 121] ; [133 102],[189.76491863 128.23508137] ; [140.23508137  94.76491863],0
v4,1,0.208641,1.580833,[307  11] ; [231   4],[309.37432188   8.62567812] ; [228.62567812   6.37432188],0
