Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000454,12.296691,[253  48] ; [62 30],[241.25954198  59.74045802] ; [73.74045802 18.25954198],1
v3,1,0.002145,9.421341,[141 146] ; [28 63],[128.31481481 158.68518519] ; [40.68518519 50.31481481],0
s5,1,0.004853,7.933256,[131 157] ; [54 32],[142.45989305 145.54010695] ; [42.54010695 43.45989305],0
a8,1,0.005372,7.749739,[ 51 227] ; [ 5 80],[ 42.88705234 235.11294766] ; [13.11294766 71.88705234],0
b3,1,0.007529,7.142174,[ 84 110] ; [11 38],[ 75.8436214 118.1563786] ; [19.1563786 29.8436214],0
b2,1,0.007529,7.142174,[ 84 110] ; [11 38],[ 75.8436214 118.1563786] ; [19.1563786 29.8436214],0
v2,1,0.008084,7.014693,[183 105] ; [42 46],[172.34042553 115.65957447] ; [52.65957447 35.34042553],0
n5,1,0.00811,7.008999,[248  50] ; [65 27],[239.16410256  58.83589744] ; [73.83589744 18.16410256],0
n1,1,0.028398,4.803752,[28 30] ; [ 5 18],[23.62962963 34.37037037] ; [ 9.37037037 13.62962963],0
r1,1,0.07479,3.174635,[249  50] ; [69 23],[243.17647059  55.82352941] ; [74.82352941 17.17647059],0
s6,1,0.087633,2.917321,[252  44] ; [82  7],[256.78961039  39.21038961] ; [77.21038961 11.78961039],0
p12,1,0.10489,2.629565,[ 42 258] ; [ 7 85],[ 37.5 262.5] ; [11.5 80.5],0
a3,1,0.111198,2.53711,[236  64] ; [65 27],[230.35714286  69.64285714] ; [70.64285714 21.35714286],0
v1,1,0.133949,2.246129,[178 111] ; [48 43],[171.87894737 117.12105263] ; [54.12105263 36.87894737],0
a1,1,0.163834,1.938481,[ 22 279] ; [ 3 89],[ 19.1475827 281.8524173] ; [ 5.8524173 86.1475827],0
a5,1,0.184655,1.759759,[236  65] ; [66 26],[231.30279898  69.69720102] ; [70.69720102 21.30279898],0
d4,1,0.186235,1.747151,[263  36] ; [76 16],[259.23529412  39.76470588] ; [79.76470588 12.23529412],0
p9,1,0.205305,1.604227,[284  16] ; [90  2],[286.2244898  13.7755102] ; [87.7755102  4.2244898],0
b1,1,0.239258,1.384959,[122 179] ; [31 61],[117.18320611 183.81679389] ; [35.81679389 56.18320611],0
n2,1,0.254345,1.29928,[50  9] ; [17  6],[48.20731707 10.79268293] ; [18.79268293  4.20731707],0
u4,1,0.255296,1.294087,[ 10 291] ; [ 1 91],[  8.42493639 292.57506361] ; [ 2.57506361 89.42493639],0
p11,1,0.260584,1.265652,[251  50] ; [72 20],[247.38676845  53.61323155] ; [75.61323155 16.38676845],0
p6,1,0.286104,1.137863,[128 169] ; [45 46],[132.42525773 164.57474227] ; [40.57474227 50.42525773],0
d3,1,0.337846,0.918587,[212  88] ; [69 22],[215.60102302  84.39897698] ; [65.39897698 25.60102302],0
p5,1,0.372272,0.796068,[ 43 253] ; [10 82],[ 40.43298969 255.56701031] ; [12.56701031 79.43298969],0
p4,1,0.387906,0.745496,[203  96] ; [58 34],[199.58823529  99.41176471] ; [61.41176471 30.58823529],0
b5,1,0.391528,0.734192,[178 123] ; [59 33],[181.51908397 119.48091603] ; [55.48091603 36.51908397],0
u2,1,0.393113,0.729292,[41 22] ; [15 12],[39.2 23.8] ; [16.8 10.2],0
