Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.001811,9.731449,[26  5] ; [17 19],[19.89552239 11.10447761] ; [23.10447761 12.89552239],0
s7,1,0.287762,1.130064,[19  7] ; [21 14],[17.04918033  8.95081967] ; [22.95081967 12.04918033],0
d3,1,0.293477,1.1036,[25  6] ; [25 11],[23.13432836  7.86567164] ; [26.86567164  9.13432836],0
u3,1,0.308709,1.03619,[3 2] ; [4 8],[2.05882353 2.94117647] ; [4.94117647 7.05882353],0
a8,1,0.346885,0.88482,[ 4 25] ; [ 7 23],[ 5.40677966 23.59322034] ; [ 5.59322034 24.40677966],0
n4,1,0.367926,0.810658,[22  8] ; [22 13],[20.30769231  9.69230769] ; [23.69230769 11.30769231],0
v3,1,0.404329,0.695415,[13 17] ; [12 24],[11.36363636 18.63636364] ; [13.63636364 22.36363636],0
n2,1,0.444651,0.584251,[8 1] ; [13  4],[7.26923077 1.73076923] ; [13.73076923  3.26923077],0
n6,1,0.449419,0.572117,[24  5] ; [27  9],[22.75384615  6.24615385] ; [28.24615385  7.75384615],0
a1,1,0.468451,0.525626,[ 2 29] ; [ 1 35],[ 1.3880597 29.6119403] ; [ 1.6119403 34.3880597],0
n3,1,0.49205,0.472041,[7 2] ; [11  6],[6.23076923 2.76923077] ; [11.76923077  5.23076923],0
p10,1,0.531363,0.391785,[24  7] ; [24 10],[22.89230769  8.10769231] ; [25.10769231  8.89230769],0
u1,1,0.533352,0.388001,[ 8 23] ; [ 7 29],[ 6.94029851 24.05970149] ; [ 8.05970149 27.94029851],0
r4,1,0.596064,0.280973,[28  3] ; [31  5],[27.29850746  3.70149254] ; [31.70149254  4.29850746],0
s8,1,0.60374,0.269392,[17 14] ; [22 14],[18.04477612 12.95522388] ; [20.95522388 15.04477612],0
n5,1,0.640374,0.218254,[20 10] ; [22 14],[19.09090909 10.90909091] ; [22.90909091 13.09090909],0
s3,1,0.647217,0.209427,[19 12] ; [24 12],[19.89552239 11.10447761] ; [23.10447761 12.89552239],0
s2,1,0.705129,0.143191,[22  9] ; [24 12],[21.28358209  9.71641791] ; [24.71641791 11.28358209],0
a2,1,0.731524,0.117717,[ 8 23] ; [ 8 28],[ 7.40298507 23.59701493] ; [ 8.59701493 27.40298507],0
s4,1,0.740497,0.10969,[10 21] ; [13 23],[10.64179104 20.35820896] ; [12.35820896 23.64179104],0
v4,1,0.770101,0.085406,[29  2] ; [33  3],[28.68656716  2.31343284] ; [33.31343284  2.68656716],0
r1,1,0.780216,0.077862,[23  8] ; [27  8],[23.48484848  7.51515152] ; [26.51515152  8.48484848],0
v1,1,0.781749,0.076752,[17 14] ; [18 17],[16.43939394 14.56060606] ; [18.56060606 16.43939394],0
s6,1,0.817635,0.053171,[28  3] ; [31  4],[27.71212121  3.28787879] ; [31.28787879  3.71212121],0
b3,1,0.828969,0.046667,[ 4 11] ; [ 6 14],[ 4.28571429 10.71428571] ; [ 5.71428571 14.28571429],0
b2,1,0.828969,0.046667,[ 4 11] ; [ 6 14],[ 4.28571429 10.71428571] ; [ 5.71428571 14.28571429],0
p5,1,0.847654,0.036907,[ 3 28] ; [ 3 33],[ 2.7761194 28.2238806] ; [ 3.2238806 32.7761194],0
s1,1,0.911753,0.012283,[ 1 29] ; [ 1 34],[ 0.92307692 29.07692308] ; [ 1.07692308 33.92307692],0
u2,1,0.949272,0.004048,[2 3] ; [5 7],[2.05882353 2.94117647] ; [4.94117647 7.05882353],0
