Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.044979,[68 14] ; [ 5 17],[57.55769231 24.44230769] ; [15.44230769  6.55769231],1
v4,1,0.0,25.857797,[72 10] ; [ 8 14],[63.07692308 18.92307692] ; [16.92307692  5.07692308],1
r1,1,0.000318,12.959324,[57 25] ; [ 6 16],[49.67307692 32.32692308] ; [13.32692308  8.67307692],1
r3,1,0.005023,7.871101,[68 14] ; [12 10],[63.07692308 18.92307692] ; [16.92307692  5.07692308],0
u3,1,0.045542,3.998443,[23 19] ; [ 3 10],[19.85454545 22.14545455] ; [6.14545455 6.85454545],0
v1,1,0.050492,3.82504,[33 48] ; [ 4 18],[29.09708738 51.90291262] ; [ 7.90291262 14.09708738],0
a6,1,0.054753,3.689579,[45 37] ; [ 7 15],[41. 41.] ; [11. 11.],0
v3,1,0.082304,3.018803,[30 49] ; [ 4 18],[26.59405941 52.40594059] ; [ 7.40594059 14.59405941],0
s6,1,0.085518,2.956775,[42 38] ; [ 7 15],[38.43137255 41.56862745] ; [10.56862745 11.43137255],0
a8,1,0.087971,2.911114,[ 8 73] ; [ 5 16],[10.32352941 70.67647059] ; [ 2.67647059 18.32352941],0
p6,1,0.104235,2.639515,[16 66] ; [ 1 20],[13.53398058 68.46601942] ; [ 3.46601942 17.53398058],0
s5,1,0.109271,2.564738,[19 57] ; [ 2 20],[16.28571429 59.71428571] ; [ 4.71428571 17.28571429],0
n1,1,0.112483,2.518983,[ 9 15] ; [5 2],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
s7,1,0.133634,2.24977,[19 58] ; [ 2 19],[16.5 60.5] ; [ 4.5 16.5],0
n6,1,0.139762,2.180573,[55 27] ; [11 11],[52.03846154 29.96153846] ; [13.96153846  8.03846154],0
s2,1,0.163699,1.939721,[31 49] ; [ 5 17],[28.23529412 51.76470588] ; [ 7.76470588 14.23529412],0
d3,1,0.165674,1.921656,[23 59] ; [ 3 19],[20.5 61.5] ; [ 5.5 16.5],0
