Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.308015,[101  72] ; [26 98],[73.97643098 99.02356902] ; [53.02356902 70.97643098],1
v1,1,0.0,35.049137,[135  41] ; [53 70],[110.66220736  65.33779264] ; [77.33779264 45.66220736],1
a7,1,0.015781,5.827079,[140  37] ; [82 41],[130.98  46.02] ; [91.02 31.98],0
b4,1,0.023765,5.111701,[115  63] ; [64 60],[105.50331126  72.49668874] ; [73.49668874 50.50331126],0
u1,1,0.026548,4.919974,[ 48 130] ; [ 20 104],[ 40.0794702 137.9205298] ; [27.9205298 96.0794702],0
s4,1,0.045959,3.983081,[ 28 149] ; [30 89],[ 34.68243243 142.31756757] ; [23.31756757 95.68243243],0
a6,1,0.048363,3.897323,[123  53] ; [73 51],[114.98666667  61.01333333] ; [81.01333333 42.98666667],0
p12,1,0.048907,3.878546,[ 28 149] ; [ 10 113],[ 22.42 154.58] ; [ 15.58 107.42],0
p10,1,0.076121,3.145839,[158  19] ; [101  22],[152.81  24.19] ; [106.19  16.81],0
p9,1,0.107692,2.587762,[164  13] ; [108  16],[159.94684385  17.05315615] ; [112.05315615  11.94684385],0
s8,1,0.112476,2.519084,[107  70] ; [63 60],[100.3  76.7] ; [69.7 53.3],0
b1,1,0.121939,2.392242,[ 66 112] ; [57 67],[ 72.49668874 105.50331126] ; [50.50331126 73.49668874],0
p3,1,0.138992,2.189088,[123  54] ; [76 48],[117.01993355  59.98006645] ; [81.98006645 42.01993355],0
v4,1,0.145135,2.122648,[172   6] ; [123   1],[173.87417219   4.12582781] ; [121.12582781   2.87417219],0
b5,1,0.147861,2.094183,[111  67] ; [67 57],[104.91390728  73.08609272] ; [73.08609272 50.91390728],0
a5,1,0.169649,1.886038,[140  38] ; [89 35],[134.97350993  43.02649007] ; [94.02649007 29.97350993],0
s7,1,0.200048,1.642021,[111  60] ; [69 51],[105.77319588  65.22680412] ; [74.22680412 45.77319588],0
d2,1,0.21116,1.563452,[100  77] ; [61 63],[94.6744186 82.3255814] ; [66.3255814 57.6744186],0
a3,1,0.233829,1.417416,[136  41] ; [87 36],[131.57  45.43] ; [91.43 31.57],0
a2,1,0.237633,1.394578,[ 51 127] ; [28 96],[ 46.56291391 131.43708609] ; [32.43708609 91.56291391],0
u4,1,0.243507,1.360176,[  7 171] ; [  2 122],[  5.30463576 172.69536424] ; [  3.69536424 120.30463576],0
u2,1,0.244755,1.352996,[27 15] ; [19 18],[24.4556962 17.5443038] ; [21.5443038 15.4556962],0
n5,1,0.27579,1.187719,[146  31] ; [96 28],[142.30564784  34.69435216] ; [99.69435216 24.30564784],0
a1,1,0.360148,0.837377,[ 15 163] ; [  7 117],[ 12.96688742 165.03311258] ; [  9.03311258 114.96688742],0
s2,1,0.372225,0.796224,[109  68] ; [70 54],[105.25913621  71.74086379] ; [73.74086379 50.25913621],0
a8,1,0.376041,0.783603,[ 27 131] ; [15 99],[ 24.39705882 133.60294118] ; [17.60294118 96.39705882],0
n3,1,0.399051,0.711185,[24  6] ; [19  8],[22.63157895  7.36842105] ; [20.36842105  6.63157895],0
n4,1,0.407201,0.686957,[154  24] ; [103  21],[151.47682119  26.52317881] ; [105.52317881  18.47682119],0
p2,1,0.416253,0.660871,[157  21] ; [113  11],[159.13907285  18.86092715] ; [110.86092715  13.13907285],0
p1,1,0.444304,0.585141,[ 23 154] ; [ 20 104],[ 25.28571429 151.71428571] ; [ 17.71428571 106.28571429],0
n2,1,0.48598,0.485414,[20 10] ; [21  7],[21.20689655  8.79310345] ; [19.79310345  8.20689655],0
r2,1,0.498712,0.457676,[172   5] ; [121   2],[172.87   4.13] ; [120.13   2.87],0
r1,1,0.521426,0.411073,[154  24] ; [104  20],[152.06622517  25.93377483] ; [105.93377483  18.06622517],0
