Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.007187,7.225518,[27  5] ; [40 30],[21.01960784 10.98039216] ; [45.98039216 24.01960784],0
s6,1,0.008858,6.851167,[19 13] ; [22 47],[12.99009901 19.00990099] ; [28.00990099 40.99009901],0
v1,1,0.01,6.634896,[16 16] ; [17 53],[10.35294118 21.64705882] ; [22.64705882 47.35294118],0
d3,1,0.01,6.634896,[16 16] ; [17 53],[10.35294118 21.64705882] ; [22.64705882 47.35294118],0
r2,1,0.01546,5.863265,[30  2] ; [51 19],[25.41176471  6.58823529] ; [55.58823529 14.41176471],0
n4,1,0.029841,4.718414,[25  7] ; [39 31],[20.07843137 11.92156863] ; [43.92156863 26.07843137],0
s2,1,0.035908,4.401476,[14 17] ; [17 53],[ 9.51485149 21.48514851] ; [21.48514851 48.51485149],0
v2,1,0.062255,3.476264,[15 17] ; [19 49],[10.88 21.12] ; [23.12 44.88],0
s8,1,0.065388,3.395159,[ 9 23] ; [ 9 60],[ 5.7029703 26.2970297] ; [12.2970297 56.7029703],0
p3,1,0.068528,3.317927,[14 18] ; [18 52],[10.03921569 21.96078431] ; [21.96078431 48.03921569],0
p6,1,0.093652,2.810451,[ 4 28] ; [19 50],[ 7.28712871 24.71287129] ; [15.71287129 53.28712871],0
b5,1,0.141146,2.165421,[21 11] ; [35 35],[17.56862745 14.43137255] ; [38.43137255 31.56862745],0
r1,1,0.14131,2.163636,[24  8] ; [42 28],[20.70588235 11.29411765] ; [45.29411765 24.70588235],0
r3,1,0.158406,1.989378,[27  5] ; [50 20],[24.15686275  7.84313725] ; [52.84313725 17.15686275],0
v4,1,0.161983,1.955612,[28  4] ; [52 17],[25.34653465  6.65346535] ; [54.65346535 14.34653465],0
a8,1,0.176525,1.826638,[ 5 25] ; [ 5 61],[ 3.125 26.875] ; [ 6.875 59.125],0
s4,1,0.181537,1.785,[ 3 29] ; [14 56],[ 5.33333333 26.66666667] ; [11.66666667 58.33333333],0
d4,1,0.200423,1.639286,[19 13] ; [32 38],[16. 16.] ; [35. 35.],0
a5,1,0.22086,1.498776,[16 16] ; [26 44],[13.17647059 18.82352941] ; [28.82352941 41.17647059],0
p4,1,0.236521,1.401208,[14 17] ; [23 47],[11.35643564 19.64356436] ; [25.64356436 44.35643564],0
a3,1,0.237937,1.392776,[17 15] ; [28 41],[14.25742574 17.74257426] ; [30.74257426 38.25742574],0
n1,1,0.243878,1.358036,[5 3] ; [11 17],[3.55555556 4.44444444] ; [12.44444444 15.55555556],0
s7,1,0.254648,1.297623,[10 20] ; [15 52],[ 7.73195876 22.26804124] ; [17.26804124 49.73195876],0
n6,1,0.265237,1.241215,[22 10] ; [40 30],[19.45098039 12.54901961] ; [42.54901961 27.45098039],0
p8,1,0.388626,0.743238,[10 22] ; [16 53],[ 8.23762376 23.76237624] ; [17.76237624 51.23762376],0
u3,1,0.389015,0.742018,[8 7] ; [17 25],[6.57894737 8.42105263] ; [18.42105263 23.57894737],0
p10,1,0.422794,0.642535,[ 5 26] ; [16 53],[ 6.51 24.49] ; [14.49 54.51],0
a1,1,0.423586,0.640346,[ 1 31] ; [ 5 65],[ 1.88235294 30.11764706] ; [ 4.11764706 65.88235294],0
s3,1,0.465784,0.53196,[15 16] ; [28 41],[13.33 17.67] ; [29.67 39.33],0
b4,1,0.519601,0.414686,[20 12] ; [39 31],[18.50980392 13.49019608] ; [40.49019608 29.50980392],0
b1,1,0.53932,0.376801,[19 13] ; [37 33],[17.56862745 14.43137255] ; [38.43137255 31.56862745],0
n5,1,0.53932,0.376801,[19 13] ; [37 33],[17.56862745 14.43137255] ; [38.43137255 31.56862745],0
p11,1,0.557721,0.343666,[14 18] ; [35 35],[15.37254902 16.62745098] ; [33.62745098 36.37254902],0
d2,1,0.568889,0.324545,[ 8 24] ; [14 56],[ 6.90196078 25.09803922] ; [15.09803922 54.90196078],0
a4,1,0.576774,0.311479,[ 5 27] ; [14 55],[ 6.01980198 25.98019802] ; [12.98019802 56.01980198],0
s5,1,0.606846,0.264793,[ 6 26] ; [10 58],[ 5.12 26.88] ; [10.88 57.12],0
u2,1,0.641509,0.216774,[7 7] ; [18 24],[6.25 7.75] ; [18.75 23.25],0
a6,1,0.669538,0.182143,[15 17] ; [36 34],[16. 16.] ; [35. 35.],0
p7,1,0.678453,0.171872,[15 16] ; [37 33],[15.96039604 15.03960396] ; [36.03960396 33.96039604],0
p2,1,0.687409,0.161905,[16 16] ; [38 32],[16.94117647 15.05882353] ; [37.05882353 32.94117647],0
s1,1,0.72374,0.124938,[ 4 28] ; [ 7 62],[ 3.48514851 28.51485149] ; [ 7.51485149 61.48514851],0
n3,1,0.740947,0.109296,[6 2] ; [20  9],[5.62162162 2.37837838] ; [20.37837838  8.62162162],0
b2,1,0.752912,0.0991,[ 6 15] ; [13 27],[ 6.54098361 14.45901639] ; [12.45901639 27.54098361],0
b3,1,0.752912,0.0991,[ 6 15] ; [13 27],[ 6.54098361 14.45901639] ; [12.45901639 27.54098361],0
a2,1,0.779305,0.078526,[ 1 31] ; [ 3 67],[ 1.25490196 30.74509804] ; [ 2.74509804 67.25490196],0
p1,1,0.85446,0.033647,[ 2 30] ; [ 5 64],[ 2.21782178 29.78217822] ; [ 4.78217822 64.21782178],0
a7,1,0.873575,0.025319,[17 15] ; [36 34],[16.62745098 15.37254902] ; [36.37254902 33.62745098],0
d5,1,0.893467,0.017934,[16 16] ; [34 36],[15.68627451 16.31372549] ; [34.31372549 35.68627451],0
