Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
a5,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
u1,1,0.345779,0.888889,[1 1] ; [1 5],[0.5 1.5] ; [1.5 4.5],0
p6,1,0.427355,0.63,[1 1] ; [1 4],[0.57142857 1.42857143] ; [1.42857143 3.57142857],0
a2,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
a3,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
s8,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
a7,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
d1,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
v2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
v3,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
r1,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
s3,1,0.67329,0.177778,[1 1] ; [2 4],[0.75 1.25] ; [2.25 3.75],0
b3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
b2,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
s7,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
d2,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
a6,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
a4,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
p8,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
