Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.3e-05,19.029266,[26 11] ; [ 7 29],[16.7260274 20.2739726] ; [16.2739726 19.7260274],1
s2,1,0.00053,12.008292,[22 16] ; [ 7 30],[14.69333333 23.30666667] ; [14.30666667 22.69333333],1
s8,1,0.006021,7.543888,[17 21] ; [ 6 32],[11.5 26.5] ; [11.5 26.5],0
s7,1,0.011652,6.363068,[22 16] ; [10 25],[16.65753425 21.34246575] ; [15.34246575 19.65753425],0
p2,1,0.05941,3.553767,[33  5] ; [24 11],[29.67123288  8.32876712] ; [27.32876712  7.67123288],0
b5,1,0.064953,3.406162,[25 13] ; [17 21],[21. 17.] ; [21. 17.],0
s5,1,0.069204,3.301806,[11 25] ; [ 5 33],[ 7.78378378 28.21621622] ; [ 8.21621622 29.78378378],0
p1,1,0.082437,3.016188,[ 1 37] ; [ 5 32],[ 3.04 34.96] ; [ 2.96 34.04],0
s4,1,0.091374,2.85,[11 27] ; [ 5 33],[ 8. 30.] ; [ 8. 30.],0
n4,1,0.098343,2.732208,[27 11] ; [20 18],[23.5 14.5] ; [23.5 14.5],0
d5,1,0.138701,2.192308,[29  9] ; [23 15],[26. 12.] ; [26. 12.],0
v1,1,0.146924,2.103896,[17 19] ; [11 25],[14. 22.] ; [14. 22.],0
p7,1,0.157299,2.0,[21 15] ; [15 21],[18. 18.] ; [18. 18.],0
r3,1,0.160541,1.969127,[30  7] ; [24 12],[27.36986301  9.63013699] ; [26.63013699  9.36986301],0
v2,1,0.162871,1.947368,[21 16] ; [15 22],[18. 19.] ; [18. 19.],0
a6,1,0.168078,1.9,[23 15] ; [17 21],[20. 18.] ; [20. 18.],0
n2,1,0.217044,1.52381,[12  2] ; [12  6],[10.5  3.5] ; [13.5  4.5],0
a5,1,0.247215,1.338971,[24 14] ; [19 19],[21.5 16.5] ; [21.5 16.5],0
r2,1,0.309491,1.032848,[16 16] ; [23 14],[18.08695652 13.91304348] ; [20.91304348 16.08695652],0
p6,1,0.328123,0.956292,[12 25] ; [ 8 28],[10.1369863 26.8630137] ; [ 9.8630137 26.1369863],0
p8,1,0.347941,0.880952,[14 23] ; [18 19],[16. 21.] ; [16. 21.],0
