Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000107,15.012766,[ 2 45] ; [10 15],[ 7.83333333 39.16666667] ; [ 4.16666667 20.83333333],1
v1,1,0.006243,7.478767,[14 32] ; [16  9],[19.43661972 26.56338028] ; [10.56338028 14.43661972],0
b1,1,0.016492,5.749655,[24 23] ; [20  5],[28.72222222 18.27777778] ; [15.27777778  9.72222222],0
p3,1,0.01718,5.677855,[20 27] ; [18  7],[24.80555556 22.19444444] ; [13.19444444 11.80555556],0
a5,1,0.025002,5.023738,[38  9] ; [14 11],[33.94444444 13.05555556] ; [18.05555556  6.94444444],0
p7,1,0.073025,3.213674,[30 17] ; [21  4],[33.29166667 13.70833333] ; [17.70833333  7.29166667],0
p8,1,0.102726,2.662698,[22 24] ; [17  8],[25.26760563 20.73239437] ; [13.73239437 11.26760563],0
a7,1,0.125578,2.34634,[33 14] ; [13 12],[30.02777778 16.97222222] ; [15.97222222  9.02777778],0
a4,1,0.139114,2.187727,[16 31] ; [13 12],[18.93055556 28.06944444] ; [10.06944444 14.93055556],0
d2,1,0.139114,2.187727,[16 31] ; [13 12],[18.93055556 28.06944444] ; [10.06944444 14.93055556],0
n5,1,0.146454,2.108804,[17 30] ; [13 11],[19.85915493 27.14084507] ; [10.14084507 13.85915493],0
d1,1,0.215825,1.531915,[21 26] ; [15 10],[23.5 23.5] ; [12.5 12.5],0
s5,1,0.22088,1.498643,[ 9 36] ; [ 8 16],[11.08695652 33.91304348] ; [ 5.91304348 18.08695652],0
u2,1,0.27198,1.206734,[13  5] ; [9 1],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
a6,1,0.284986,1.143159,[34 13] ; [15 10],[31.98611111 15.01388889] ; [17.01388889  7.98611111],0
n1,1,0.303552,1.058523,[6 9] ; [5 3],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
b3,1,0.303626,1.058201,[ 8 24] ; [ 7 11],[ 9.6 22.4] ; [ 5.4 12.6],0
