Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,90.346191,[46 43] ; [255  15],[74.62116992 14.37883008] ; [226.37883008  43.62116992],1
r2,1,0.0,32.909047,[64 20] ; [257  10],[76.82051282  7.17948718] ; [244.17948718  22.82051282],1
v4,1,0.0,30.737157,[66 23] ; [255  14],[79.80167598  9.19832402] ; [241.19832402  27.80167598],1
r3,1,0.0,26.107431,[67 21] ; [255  14],[79.37254902  8.62745098] ; [242.62745098  26.37254902],1
a5,1,1e-06,23.596189,[47 42] ; [214  56],[64.70473538 24.29526462] ; [196.29526462  73.70473538],1
p2,1,0.000263,13.318717,[56 31] ; [223  46],[68.18258427 18.81741573] ; [210.81741573  58.18258427],1
d3,1,0.000296,13.095697,[42 47] ; [185  85],[56.27576602 32.72423398] ; [170.72423398  99.27576602],1
p10,1,0.000496,12.128929,[51 34] ; [210  56],[63.20512821 21.79487179] ; [197.79487179  68.20512821],1
s8,1,0.001219,10.461619,[12 77] ; [ 83 185],[23.68347339 65.31652661] ; [ 71.31652661 196.68347339],0
u3,1,0.001258,10.403113,[ 7 26] ; [46 39],[14.8220339 18.1779661] ; [38.1779661 46.8220339],0
p7,1,0.001429,10.167716,[39 49] ; [168  96],[51.75 36.25] ; [155.25 108.75],0
v1,1,0.002429,9.193205,[30 57] ; [141 124],[42.26420455 44.73579545] ; [128.73579545 136.26420455],0
d1,1,0.003039,8.783749,[35 54] ; [155 115],[47.10306407 41.89693593] ; [142.89693593 127.10306407],0
a7,1,0.00354,8.505862,[49 40] ; [193  76],[60.16201117 28.83798883] ; [181.83798883  87.16201117],0
s6,1,0.003575,8.487753,[29 60] ; [133 131],[40.84419263 48.15580737] ; [121.15580737 142.84419263],0
p11,1,0.003725,8.413076,[59 30] ; [219  51],[68.91922006 20.08077994] ; [209.08077994  60.91922006],0
v2,1,0.00429,8.156713,[34 53] ; [147 112],[45.51156069 41.48843931] ; [135.48843931 123.51156069],0
p8,1,0.007102,7.246955,[32 55] ; [140 122],[42.87679083 44.12320917] ; [129.12320917 132.87679083],0
d4,1,0.00957,6.713155,[58 31] ; [212  57],[67.12290503 21.87709497] ; [202.87709497  66.12290503],0
s5,1,0.009752,6.679683,[ 8 77] ; [ 58 205],[16.12068966 68.87931034] ; [ 49.87931034 213.12068966],0
p4,1,0.010718,6.511458,[36 51] ; [153 115],[46.31830986 40.68169014] ; [142.68169014 125.31830986],0
a2,1,0.011683,6.358398,[10 79] ; [ 64 206],[18.3454039 70.6545961] ; [ 55.6545961 214.3454039],0
a6,1,0.022166,5.232689,[55 34] ; [201  69],[63.46518106 25.53481894] ; [192.53481894  77.46518106],0
u1,1,0.023961,5.097485,[ 6 83] ; [ 44 226],[12.39554318 76.60445682] ; [ 37.60445682 232.39554318],0
d5,1,0.0322,4.587826,[63 26] ; [220  50],[70.15877437 18.84122563] ; [212.84122563  57.15877437],0
p3,1,0.077812,3.110028,[34 54] ; [133 136],[41.16526611 46.83473389] ; [125.83473389 143.16526611],0
a4,1,0.125661,2.345302,[32 56] ; [122 145],[38.17464789 49.82535211] ; [115.82535211 151.17464789],0
p9,1,0.13534,2.230154,[62 24] ; [213  54],[66.99716714 19.00283286] ; [208.00283286  58.99716714],0
d2,1,0.168681,1.894629,[35 52] ; [131 138],[40.56741573 46.43258427] ; [125.43258427 143.56741573],0
n6,1,0.171517,1.869631,[68 20] ; [226  44],[72.26815642 15.73184358] ; [221.73184358  48.26815642],0
v3,1,0.176512,1.826753,[27 62] ; [100 161],[32.29428571 56.70571429] ; [ 94.70571429 166.29428571],0
a3,1,0.191638,1.704981,[55 34] ; [185  82],[60. 29.] ; [180.  87.],0
a1,1,0.211283,1.562614,[ 7 82] ; [ 12 258],[ 4.71030641 84.28969359] ; [ 14.28969359 255.71030641],0
s7,1,0.249521,1.325986,[19 64] ; [ 75 180],[23.08284024 59.91715976] ; [ 70.91715976 184.08284024],0
u2,1,0.250376,1.321205,[13 20] ; [43 41],[15.79487179 17.20512821] ; [40.20512821 43.79487179],0
p6,1,0.25117,1.316786,[22 61] ; [ 89 179],[26.24786325 56.75213675] ; [ 84.75213675 183.24786325],0
s1,1,0.263476,1.250402,[ 3 85] ; [  4 263],[ 1.73521127 86.26478873] ; [  5.26478873 261.73521127],0
a8,1,0.292378,1.108641,[ 9 74] ; [ 37 201],[11.894081 71.105919] ; [ 34.105919 203.894081],0
b3,1,0.312271,1.021048,[24 30] ; [ 64 110],[20.84210526 33.15789474] ; [ 67.15789474 106.84210526],0
b2,1,0.312271,1.021048,[24 30] ; [ 64 110],[20.84210526 33.15789474] ; [ 67.15789474 106.84210526],0
b1,1,0.40932,0.680775,[38 51] ; [102 168],[34.70752089 54.29247911] ; [105.29247911 164.70752089],0
n1,1,0.437134,0.603795,[14 14] ; [23 33],[12.33333333 15.66666667] ; [24.66666667 31.33333333],0
p1,1,0.592791,0.286007,[10 79] ; [ 25 244],[ 8.70111732 80.29888268] ; [ 26.29888268 242.70111732],0
b5,1,0.609122,0.261456,[50 39] ; [160 110],[52.06128134 36.93871866] ; [157.93871866 112.06128134],0
n5,1,0.688113,0.161136,[73 15] ; [218  51],[71.73109244 16.26890756] ; [219.26890756  49.73109244],0
u4,1,0.730778,0.118398,[ 1 88] ; [  2 268],[ 0.74373259 88.25626741] ; [  2.25626741 267.74373259],0
s4,1,0.825633,0.048534,[ 7 82] ; [ 23 244],[ 7.5 81.5] ; [ 22.5 244.5],0
n3,1,0.844785,0.038329,[21  8] ; [38 16],[20.61445783  8.38554217] ; [38.38554217 15.61445783],0
p12,1,0.862147,0.030152,[ 5 82] ; [ 14 252],[ 4.68271955 82.31728045] ; [ 14.31728045 251.68271955],0
b4,1,0.912339,0.012119,[53 36] ; [159 111],[52.55710306 36.44289694] ; [159.44289694 110.55710306],0
s3,1,0.919051,0.010329,[21 65] ; [ 64 204],[20.64971751 65.35028249] ; [ 64.35028249 203.64971751],0
p5,1,0.991332,0.000118,[10 79] ; [ 30 238],[ 9.9719888 79.0280112] ; [ 30.0280112 237.9719888],0
n2,1,1.0,0.0,[20  9] ; [40 18],[20.  9.] ; [40. 18.],0
