Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,89.632243,[ 4 50] ; [218  74],[34.64739884 19.35260116] ; [187.35260116 104.64739884],1
d5,1,0.0,55.708595,[25 29] ; [259  33],[44.32369942  9.67630058] ; [239.67630058  52.32369942],1
d3,1,0.0,38.429128,[19 35] ; [225  67],[38.08092486 15.91907514] ; [205.91907514  86.08092486],1
a3,1,2.4e-05,17.826398,[34 20] ; [251  39],[44.73837209  9.26162791] ; [240.26162791  49.73837209],1
a4,1,0.000106,15.020901,[14 40] ; [159 132],[27.07826087 26.92173913] ; [145.92173913 145.07826087],1
d2,1,0.000111,14.934685,[17 37] ; [175 117],[29.96531792 24.03468208] ; [162.03468208 129.96531792],1
a2,1,0.000614,11.733408,[ 5 49] ; [ 94 198],[15.45086705 38.54913295] ; [ 83.54913295 208.45086705],1
a5,1,0.000819,11.198289,[34 20] ; [242  50],[43.07514451 10.92485549] ; [232.92485549  59.07514451],1
u1,1,0.000929,10.963299,[ 4 50] ; [ 84 208],[13.73410405 40.26589595] ; [ 74.26589595 217.73410405],1
r3,1,0.002973,8.82375,[47  7] ; [281  10],[51.33913043  2.66086957] ; [276.66086957  14.33913043],0
r1,1,0.004516,8.06364,[38 15] ; [254  38],[44.85797101  8.14202899] ; [247.14202899  44.85797101],0
p9,1,0.011428,6.397514,[44 10] ; [267  22],[48.96209913  5.03790087] ; [262.03790087  26.96209913],0
v2,1,0.011954,6.317615,[24 29] ; [182 104],[32.20648968 20.79351032] ; [173.79351032 112.20648968],0
v1,1,0.031652,4.617269,[25 28] ; [178 105],[32.02083333 20.97916667] ; [170.97916667 112.02083333],0
a7,1,0.034117,4.488824,[30 24] ; [205  87],[36.67630058 17.32369942] ; [198.32369942  93.67630058],0
p1,1,0.055131,3.67811,[10 44] ; [ 28 263],[ 5.94782609 48.05217391] ; [ 32.05217391 258.94782609],0
p3,1,0.060567,3.521801,[25 28] ; [178 114],[31.18550725 21.81449275] ; [171.81449275 120.18550725],0
s4,1,0.080757,3.049606,[15 39] ; [ 51 239],[10.36046512 43.63953488] ; [ 55.63953488 234.36046512],0
b2,1,0.099684,2.710589,[12 27] ; [ 94 115],[16.66935484 22.33064516] ; [ 89.33064516 119.66935484],0
b3,1,0.099684,2.710589,[12 27] ; [ 94 115],[16.66935484 22.33064516] ; [ 89.33064516 119.66935484],0
s1,1,0.105403,2.621828,[ 5 48] ; [ 12 276],[ 2.64222874 50.35777126] ; [ 14.35777126 273.64222874],0
p11,1,0.109655,2.559193,[40 14] ; [243  49],[44.16763006  9.83236994] ; [238.83236994  53.16763006],0
u2,1,0.120029,2.416939,[ 9 11] ; [27 14],[11.80327869  8.19672131] ; [24.19672131 16.80327869],0
r4,1,0.12432,2.362036,[46  8] ; [268  24],[49.00578035  4.99421965] ; [264.99421965  27.00578035],0
