Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,152.423245,[461   7] ; [23 19],[444.14117647  23.85882353] ; [39.85882353  2.14117647],1
r2,1,0.0,129.323578,[459   7] ; [23 16],[444.77623762  21.22376238] ; [37.22376238  1.77623762],1
v4,1,0.0,127.562808,[460   8] ; [24 17],[445.01375246  22.98624754] ; [38.98624754  2.01375246],1
r1,1,0.0,84.995065,[418  47] ; [17 27],[397.39685658  67.60314342] ; [37.60314342  6.39685658],1
p2,1,0.0,36.256031,[403  62] ; [24 22],[388.56164384  76.43835616] ; [38.43835616  7.56164384],1
n6,1,1e-06,23.630796,[403  63] ; [25 18],[391.84282908  74.15717092] ; [36.15717092  6.84282908],1
p10,1,1e-06,23.51565,[396  67] ; [25 19],[384.46351085  78.53648915] ; [36.53648915  7.46351085],1
s6,1,6e-06,20.600644,[325 133] ; [16 27],[311.73253493 146.26746507] ; [29.26746507 13.73253493],1
p9,1,6e-06,20.440452,[407  54] ; [28 16],[397.0990099  63.9009901] ; [37.9009901  6.0990099],1
p11,1,7.2e-05,15.763242,[374  94] ; [25 21],[363.29182879 104.70817121] ; [35.70817121 10.29182879],1
s8,1,0.000168,14.156507,[217 245] ; [ 8 37],[205.0295858 256.9704142] ; [19.9704142 25.0295858],1
s2,1,0.000308,13.0226,[251 211] ; [11 32],[239.69108911 222.30891089] ; [22.30891089 20.69108911],1
p7,1,0.000978,10.869416,[300 155] ; [18 26],[289.95991984 165.04008016] ; [28.04008016 15.95991984],1
p4,1,0.001471,10.114677,[310 153] ; [20 26],[300.17681729 162.82318271] ; [29.82318271 16.17681729],0
a1,1,0.00318,8.701068,[ 22 446] ; [ 7 39],[ 26.40466926 441.59533074] ; [ 2.59533074 43.40466926],0
p8,1,0.006358,7.445868,[260 198] ; [16 29],[251.30815109 206.69184891] ; [24.69184891 20.30815109],0
v3,1,0.010826,6.493636,[187 261] ; [10 35],[179.01825558 268.98174442] ; [17.98174442 27.01825558],0
v1,1,0.011466,6.391675,[267 191] ; [16 26],[259.228 198.772] ; [23.772 18.228],0
p3,1,0.01364,6.084146,[244 220] ; [15 30],[236.1021611 227.8978389] ; [22.8978389 22.1021611],0
s3,1,0.013964,6.042694,[260 200] ; [15 26],[252.49500998 207.50499002] ; [22.50499002 18.49500998],0
s7,1,0.035019,4.444233,[228 216] ; [14 27],[221.54226804 222.45773196] ; [20.45773196 20.54226804],0
n3,1,0.039348,4.245777,[69 25] ; [10 10],[65.14035088 28.85964912] ; [13.85964912  6.14035088],0
n5,1,0.040248,4.207379,[358 108] ; [27 16],[352.47544204 113.52455796] ; [32.52455796 10.47544204],0
n4,1,0.054713,3.690817,[380  87] ; [32 14],[375.05653021  91.94346979] ; [36.94346979  9.05653021],0
s5,1,0.056663,3.632466,[162 287] ; [ 9 33],[156.37270876 292.62729124] ; [14.62729124 27.37270876],0
b1,1,0.063153,3.452588,[169 299] ; [23 23],[174.81712062 293.18287938] ; [17.18287938 28.81712062],0
u3,1,0.07588,3.151012,[66 31] ; [4 6],[63.45794393 33.54205607] ; [6.54205607 3.45794393],0
u2,1,0.0762,3.144141,[58 40] ; [3 7],[55.35185185 42.64814815] ; [5.64814815 4.35185185],0
d3,1,0.091026,2.856141,[382  84] ; [33 13],[377.71484375  88.28515625] ; [37.28515625  8.71484375],0
d1,1,0.103633,2.648727,[329 139] ; [27 19],[324.14007782 143.85992218] ; [31.85992218 14.14007782],0
d4,1,0.105385,2.622097,[405  61] ; [36 10],[401.37890625  64.62109375] ; [39.62109375  6.37890625],0
p6,1,0.116614,2.462219,[178 284] ; [12 33],[173.13609467 288.86390533] ; [16.86390533 28.13609467],0
s1,1,0.173192,1.855098,[ 13 446] ; [ 3 43],[ 14.54257426 444.45742574] ; [ 1.45742574 44.54257426],0
v2,1,0.173404,1.853265,[281 167] ; [23 21],[276.81300813 171.18699187] ; [27.18699187 16.81300813],0
u1,1,0.200051,1.642003,[133 335] ; [ 9 37],[129.29182879 338.70817121] ; [12.70817121 33.29182879],0
a6,1,0.223282,1.483152,[387  78] ; [35 11],[384.01174168  80.98825832] ; [37.98825832  8.01174168],0
p12,1,0.230668,1.436737,[ 46 418] ; [ 2 43],[ 43.75638507 420.24361493] ; [ 4.24361493 40.75638507],0
b5,1,0.29006,1.119343,[311 157] ; [27 19],[307.75097276 160.24902724] ; [30.24902724 15.75097276],0
b2,1,0.340698,0.907802,[107 177] ; [ 8 20],[104.67948718 179.32051282] ; [10.32051282 17.67948718],0
