Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,56.494146,[ 97 151] ; [91 20],[129.8718663 118.1281337] ; [58.1281337 52.8718663],1
p12,1,9.9e-05,15.165076,[  5 248] ; [ 13 100],[ 12.44262295 240.55737705] ; [  5.55737705 107.44262295],1
v1,1,0.00092,10.982204,[104 147] ; [68 45],[118.6043956 132.3956044] ; [53.3956044 59.6043956],1
v4,1,0.013314,6.126932,[225  29] ; [111   4],[231.28455285  22.71544715] ; [104.71544715  10.28455285],0
s8,1,0.014323,5.997905,[ 39 215] ; [30 85],[ 47.49593496 206.50406504] ; [21.50406504 93.49593496],0
d2,1,0.024576,5.05354,[110 143] ; [64 50],[119.95095368 133.04904632] ; [54.04904632 59.95095368],0
p5,1,0.037125,4.344683,[ 12 242] ; [ 12 102],[ 16.56521739 237.43478261] ; [  7.43478261 106.56521739],0
b1,1,0.03889,4.265682,[104 151] ; [34 81],[ 95.10810811 159.89189189] ; [42.89189189 72.10810811],0
d1,1,0.043252,4.085515,[154 101] ; [82 33],[162.64864865  92.35135135] ; [73.35135135 41.64864865],0
n5,1,0.069115,3.303916,[156  95] ; [82 32],[163.66575342  87.33424658] ; [74.33424658 39.66575342],0
p10,1,0.069325,3.298928,[183  70] ; [91 21],[189.92328767  63.07671233] ; [84.07671233 27.92328767],0
a2,1,0.073367,3.206036,[ 42 213] ; [28 87],[ 48.24324324 206.75675676] ; [21.75675676 93.24324324],0
r2,1,0.074059,3.190684,[225  25] ; [108   5],[229.33884298  20.66115702] ; [103.66115702   9.33884298],0
p2,1,0.078818,3.089111,[192  61] ; [95 18],[198.39071038  54.60928962] ; [88.60928962 24.39071038],0
a3,1,0.094171,2.801587,[156  98] ; [81 34],[163.13821138  90.86178862] ; [73.86178862 41.13821138],0
r4,1,0.107697,2.587695,[212  43] ; [103  12],[217.09459459  37.90540541] ; [97.90540541 17.09459459],0
p8,1,0.112508,2.51864,[111 143] ; [59 53],[117.97814208 136.02185792] ; [52.02185792 59.97814208],0
u1,1,0.113925,2.498918,[ 29 226] ; [20 95],[ 33.77027027 221.22972973] ; [15.22972973 99.77027027],0
r3,1,0.115818,2.472981,[232  23] ; [110   5],[235.7027027  19.2972973] ; [106.2972973   8.7027027],0
a5,1,0.121115,2.402847,[175  80] ; [88 27],[181.25675676  73.74324324] ; [81.74324324 33.25675676],0
s4,1,0.127612,2.321315,[ 37 214] ; [ 10 102],[ 32.49862259 218.50137741] ; [14.50137741 97.49862259],0
b4,1,0.131404,2.275841,[152 103] ; [78 37],[158.51351351  96.48648649] ; [71.48648649 43.51351351],0
n6,1,0.139116,2.187708,[194  59] ; [96 19],[199.375  53.625] ; [90.625 24.375],0
p9,1,0.143978,2.134915,[190  62] ; [93 20],[195.38630137  56.61369863] ; [87.61369863 25.38630137],0
n4,1,0.144115,2.13346,[166  89] ; [83 31],[172.07317073  82.92682927] ; [76.92682927 37.07317073],0
s2,1,0.191114,1.709006,[ 73 180] ; [41 74],[ 78.375 174.625] ; [35.625 79.375],0
n1,1,0.194557,1.682766,[22 45] ; [ 5 21],[19.4516129 47.5483871] ; [ 7.5483871 18.4516129],0
p4,1,0.22038,1.501893,[118 135] ; [59 51],[123.36363636 129.63636364] ; [53.63636364 56.36363636],0
p7,1,0.248145,1.333718,[134 115] ; [67 44],[139.025 109.975] ; [61.975 49.025],0
a8,1,0.3084,1.037516,[ 23 218] ; [14 92],[ 25.69740634 215.30259366] ; [11.30259366 94.69740634],0
u2,1,0.315704,1.006662,[49 48] ; [20 13],[51.48461538 45.51538462] ; [17.51538462 15.48461538],0
a4,1,0.318753,0.994056,[103 151] ; [53 62],[107.38211382 146.61788618] ; [48.61788618 66.38211382],0
a1,1,0.357179,0.847789,[ 10 245] ; [  7 108],[ 11.71621622 243.28378378] ; [  5.28378378 109.71621622],0
u4,1,0.41108,0.675676,[  2 253] ; [  2 113],[  2.75675676 252.24324324] ; [  1.24324324 113.75675676],0
r1,1,0.413555,0.668556,[188  65] ; [90 25],[191.125  61.875] ; [86.875 28.125],0
p3,1,0.463325,0.53785,[ 95 158] ; [47 66],[ 98.15846995 154.84153005] ; [43.84153005 69.15846995],0
s1,1,0.469817,0.522407,[  4 250] ; [  3 108],[  4.87123288 249.12876712] ; [  2.12876712 108.87123288],0
s3,1,0.523901,0.406208,[ 95 158] ; [46 66],[ 97.73424658 155.26575342] ; [43.26575342 68.73424658],0
p1,1,0.540463,0.374681,[ 15 239] ; [  5 110],[ 13.76693767 240.23306233] ; [  6.23306233 108.76693767],0
s5,1,0.565867,0.329646,[ 66 183] ; [26 84],[ 63.81058496 185.18941504] ; [28.18941504 81.81058496],0
d5,1,0.593338,0.285162,[214  41] ; [99 16],[215.71621622  39.28378378] ; [97.28378378 17.71621622],0
d3,1,0.637673,0.221799,[187  68] ; [87 28],[188.83783784  66.16216216] ; [85.16216216 29.83783784],0
a6,1,0.657962,0.196009,[176  79] ; [82 33],[177.81081081  77.18918919] ; [80.18918919 34.81081081],0
n2,1,0.679986,0.170141,[45 21] ; [21  8],[45.85263158 20.14736842] ; [20.14736842  8.85263158],0
p6,1,0.70338,0.14498,[ 67 182] ; [28 84],[ 65.52631579 183.47368421] ; [29.47368421 82.52631579],0
a7,1,0.710992,0.137288,[190  65] ; [87 27],[191.42276423  63.57723577] ; [85.57723577 28.42276423],0
p11,1,0.737737,0.112126,[191  64] ; [88 27],[192.28378378  62.71621622] ; [86.71621622 28.28378378],0
b3,1,0.757196,0.095583,[48 86] ; [24 39],[48.97461929 85.02538071] ; [23.02538071 39.97461929],0
b2,1,0.757196,0.095583,[48 86] ; [24 39],[48.97461929 85.02538071] ; [23.02538071 39.97461929],0
n3,1,0.822037,0.050592,[44 21] ; [21  9],[44.47368421 20.52631579] ; [20.52631579  9.47368421],0
s6,1,0.868418,0.027446,[129 122] ; [56 55],[128.27348066 122.72651934] ; [56.72651934 54.27348066],0
b5,1,0.905327,0.014145,[158  97] ; [72 43],[158.51351351  96.48648649] ; [71.48648649 43.51351351],0
u3,1,0.925675,0.008703,[52 45] ; [18 15],[52.23076923 44.76923077] ; [17.76923077 15.23076923],0
