Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.04964,[369  27] ; [5 5],[364.78817734  31.21182266] ; [9.21182266 0.78817734],1
r1,1,0.007093,7.249387,[327  67] ; [5 5],[323.78217822  70.21782178] ; [8.21782178 1.78217822],0
d5,1,0.010605,6.530385,[323  71] ; [5 5],[319.88118812  74.11881188] ; [8.11881188 1.88118812],0
v2,1,0.015492,5.859618,[220 157] ; [2 8],[216.26356589 160.73643411] ; [5.73643411 4.26356589],0
b5,1,0.037264,4.338325,[226 170] ; [9 1],[229.21182266 166.78817734] ; [5.78817734 4.21182266],0
d1,1,0.041215,4.167166,[245 151] ; [3 7],[241.89162562 154.10837438] ; [6.10837438 3.89162562],0
p10,1,0.056123,3.648403,[350  42] ; [7 3],[348.11940299  43.88059701] ; [8.88059701 1.11940299],0
p3,1,0.113744,2.501417,[217 176] ; [3 7],[214.54094293 178.45905707] ; [5.45905707 4.54094293],0
n6,1,0.127171,2.326705,[341  52] ; [7 3],[339.36476427  53.63523573] ; [8.63523573 1.36476427],0
v3,1,0.139549,2.182929,[165 215] ; [2 8],[162.71794872 217.28205128] ; [4.28205128 5.71794872],0
d4,1,0.192973,1.69477,[335  59] ; [7 3],[333.53465347  60.46534653] ; [8.46534653 1.53465347],0
s6,1,0.211989,1.557792,[329  60] ; [7 3],[327.57894737  61.42105263] ; [8.42105263 1.57894737],0
a5,1,0.234575,1.412902,[290 106] ; [9 1],[291.63546798 104.36453202] ; [7.36453202 2.63546798],0
r2,1,0.254957,1.295934,[379  13] ; [9 1],[378.34825871  13.65174129] ; [9.65174129 0.34825871],0
a2,1,0.270506,1.214181,[100 296] ; [1 9],[ 98.51231527 297.48768473] ; [2.48768473 7.51231527],0
v4,1,0.288246,1.127796,[379  14] ; [9 1],[378.37220844  14.62779156] ; [9.62779156 0.37220844],0
s1,1,0.290797,1.115929,[ 14 377] ; [1 9],[ 14.62593516 376.37406484] ; [0.37406484 9.62593516],0
v1,1,0.292486,1.108143,[215 164] ; [4 6],[213.37017995 165.62982005] ; [5.62982005 4.37017995],0
p9,1,0.349121,0.876649,[352  42] ; [8 2],[351.08910891  42.91089109] ; [8.91089109 1.08910891],0
s7,1,0.412866,0.670531,[250 137] ; [7 2],[251.15909091 135.84090909] ; [5.84090909 3.15909091],0
n1,1,0.444871,0.583685,[28 38] ; [3 2],[28.81690141 37.18309859] ; [2.18309859 2.81690141],0
n3,1,0.460657,0.544298,[51 17] ; [3 2],[50.30136986 17.69863014] ; [3.69863014 1.30136986],0
s4,1,0.473294,0.514275,[ 81 311] ; [3 7],[ 81.91044776 310.08955224] ; [2.08955224 7.91044776],0
a7,1,0.478816,0.501559,[278 117] ; [6 4],[276.98765432 118.01234568] ; [7.01234568 2.98765432],0
d3,1,0.502522,0.449607,[276 119] ; [6 4],[275.03703704 119.96296296] ; [6.96296296 3.03703704],0
a1,1,0.517008,0.419858,[ 21 375] ; [1 9],[ 21.45812808 374.54187192] ; [0.54187192 9.45812808],0
s8,1,0.51936,0.415163,[236 158] ; [7 3],[236.98514851 157.01485149] ; [6.01485149 3.98514851],0
b4,1,0.527398,0.399403,[238 158] ; [7 3],[238.96551724 157.03448276] ; [6.03448276 3.96551724],0
a6,1,0.629529,0.2327,[265 129] ; [6 4],[264.29207921 129.70792079] ; [6.70792079 3.29207921],0
p7,1,0.635033,0.225297,[267 113] ; [5 3],[266.39175258 113.60824742] ; [5.60824742 2.39175258],0
a4,1,0.726835,0.122037,[180 215] ; [4 6],[179.45679012 215.54320988] ; [4.54320988 5.45679012],0
a3,1,0.727567,0.121357,[297  98] ; [8 2],[297.4691358  97.5308642] ; [7.5308642 2.4691358],0
b3,1,0.763489,0.090542,[101 155] ; [4 5],[101.43396226 154.56603774] ; [3.56603774 5.43396226],0
b2,1,0.763489,0.090542,[101 155] ; [4 5],[101.43396226 154.56603774] ; [3.56603774 5.43396226],0
p5,1,0.772972,0.083226,[ 51 338] ; [1 9],[ 50.69674185 338.30325815] ; [1.30325815 8.69674185],0
p2,1,0.781532,0.076908,[342  51] ; [9 1],[342.29032258  50.70967742] ; [8.70967742 1.29032258],0
p8,1,0.826536,0.048025,[221 170] ; [6 4],[221.33915212 169.66084788] ; [5.66084788 4.33915212],0
p4,1,0.832565,0.044696,[248 144] ; [6 4],[247.68159204 144.31840796] ; [6.31840796 3.68159204],0
b1,1,0.852428,0.034604,[147 249] ; [4 6],[147.28078818 248.71921182] ; [3.71921182 6.28078818],0
n4,1,0.883066,0.021633,[324  72] ; [8 2],[323.8226601  72.1773399] ; [8.1773399 1.8226601],0
s5,1,0.901695,0.015257,[159 220] ; [4 6],[158.80976864 220.19023136] ; [4.19023136 5.80976864],0
d2,1,0.955858,0.003064,[194 201] ; [5 5],[194.08641975 200.91358025] ; [4.91358025 5.08641975],0
s2,1,0.956526,0.002972,[314  82] ; [8 2],[314.06896552  81.93103448] ; [7.93103448 2.06896552],0
n5,1,0.971305,0.001294,[317  77] ; [8 2],[316.95544554  77.04455446] ; [8.04455446 1.95544554],0
p6,1,0.981726,0.000525,[157 232] ; [4 6],[156.96491228 232.03508772] ; [4.03508772 5.96491228],0
