Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9.3e-05,15.265161,[65 25] ; [199 203],[48.29268293 41.70731707] ; [215.70731707 186.29268293],1
s6,1,0.000116,14.862983,[77 10] ; [269 127],[62.32298137 24.67701863] ; [283.67701863 112.32298137],1
s5,1,0.000119,14.805146,[50 35] ; [144 253],[34.21161826 50.78838174] ; [159.78838174 237.21161826],1
a8,1,0.000872,11.081215,[ 4 81] ; [ 72 293],[14.35555556 70.64444444] ; [ 61.64444444 303.35555556],1
s3,1,0.005559,7.687887,[65 25] ; [223 173],[53.33333333 36.66666667] ; [234.66666667 161.33333333],0
s7,1,0.017793,5.616395,[60 28] ; [208 175],[50.07218684 37.92781316] ; [217.92781316 165.07218684],0
b3,1,0.023129,5.158761,[13 38] ; [113 153],[20.27129338 30.72870662] ; [105.72870662 160.27129338],0
b2,1,0.023129,5.158761,[13 38] ; [113 153],[20.27129338 30.72870662] ; [105.72870662 160.27129338],0
u2,1,0.031193,4.642292,[ 9 15] ; [57 35],[13.65517241 10.34482759] ; [52.34482759 39.65517241],0
n4,1,0.032474,4.573306,[65 25] ; [331  72],[72.29208925 17.70791075] ; [323.70791075  79.29208925],0
v3,1,0.049562,3.85623,[30 57] ; [180 211],[38.22175732 48.77824268] ; [171.77824268 219.22175732],0
p2,1,0.05761,3.604885,[78 12] ; [373  29],[82.5  7.5] ; [368.5  33.5],0
a7,1,0.081745,3.029862,[58 31] ; [300 104],[64.62880325 24.37119675] ; [293.37119675 110.62880325],0
p6,1,0.085387,2.95926,[52 38] ; [190 208],[44.63114754 45.36885246] ; [197.36885246 200.63114754],0
v2,1,0.099082,2.720253,[47 40] ; [249 143],[53.76200418 33.23799582] ; [242.23799582 149.76200418],0
p11,1,0.120269,2.413815,[72 18] ; [350  55],[76.72727273 13.27272727] ; [345.27272727  59.72727273],0
d4,1,0.148503,2.087563,[71 19] ; [342  60],[75.54878049 14.45121951] ; [337.45121951  64.54878049],0
p1,1,0.174572,1.84324,[12 78] ; [ 35 368],[ 8.5801217 81.4198783] ; [ 38.4198783 364.5801217],0
s8,1,0.19637,1.669168,[52 38] ; [202 200],[46.46341463 43.53658537] ; [207.53658537 194.46341463],0
s1,1,0.241831,1.369891,[ 4 86] ; [  9 391],[ 2.3877551 87.6122449] ; [ 10.6122449 389.3877551],0
a1,1,0.259424,1.271829,[ 3 87] ; [ 26 379],[ 5.27272727 84.72727273] ; [ 23.72727273 381.27272727],0
v1,1,0.261701,1.259738,[48 41] ; [238 156],[52.69979296 36.30020704] ; [233.30020704 160.69979296],0
p10,1,0.275772,1.187811,[86  4] ; [371  31],[83.59756098  6.40243902] ; [373.40243902  28.59756098],0
v4,1,0.293464,1.10366,[85  5] ; [387  13],[86.69387755  3.30612245] ; [385.30612245  14.69387755],0
r4,1,0.360055,0.8377,[81  9] ; [376  29],[83.09090909  6.90909091] ; [373.90909091  31.09090909],0
n3,1,0.362611,0.828829,[20  3] ; [54 15],[18.5  4.5] ; [55.5 13.5],0
d3,1,0.380925,0.767714,[67 22] ; [284 118],[63.62321792 25.37678208] ; [287.37678208 114.62321792],0
a3,1,0.414182,0.666764,[66 24] ; [311  91],[68.96341463 21.03658537] ; [308.03658537  93.96341463],0
u4,1,0.429195,0.625,[ 1 89] ; [ 10 395],[ 2. 88.] ; [  9. 396.],0
a6,1,0.476781,0.506218,[59 31] ; [279 123],[61.82926829 28.17073171] ; [276.17073171 125.82926829],0
a2,1,0.485086,0.487408,[21 69] ; [109 296],[23.63636364 66.36363636] ; [106.36363636 298.63636364],0
