Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,194.914013,[527  28] ; [42 54],[485.0921659  69.9078341] ; [83.9078341 12.0921659],1
p11,1,0.0,64.073532,[484  73] ; [54 47],[455.41945289 101.58054711] ; [82.58054711 18.41945289],1
p2,1,0.0,25.316244,[484  71] ; [68 33],[467.01219512  87.98780488] ; [84.98780488 16.01219512],1
p8,1,6e-06,20.573139,[329 220] ; [35 64],[308.38888889 240.61111111] ; [55.61111111 43.38888889],1
v1,1,8e-06,19.852716,[335 206] ; [38 62],[314.80967239 226.19032761] ; [58.19032761 41.80967239],1
p4,1,3.8e-05,16.947988,[371 183] ; [46 55],[352.69923664 201.30076336] ; [64.30076336 36.69923664],1
r4,1,3.9e-05,16.925134,[524  33] ; [83 18],[513.82826748  43.17173252] ; [93.17173252  7.82826748],1
p3,1,4.3e-05,16.746015,[309 245] ; [34 67],[290.10992366 263.89007634] ; [52.89007634 48.10992366],1
p7,1,8e-05,15.565503,[373 168] ; [48 51],[355.8765625 185.1234375] ; [65.1234375 33.8765625],1
r3,1,8.3e-05,15.492859,[533  23] ; [86 14],[524.6402439  31.3597561] ; [94.3597561  5.6402439],1
v2,1,0.000334,12.86699,[319 214] ; [40 59],[302.76424051 230.23575949] ; [56.23575949 42.76424051],1
n6,1,0.000345,12.809651,[513  42] ; [82 19],[503.39176829  51.60823171] ; [91.60823171  9.39176829],1
s5,1,0.002046,9.507552,[204 334] ; [21 76],[190.62992126 347.37007874] ; [34.37007874 62.62992126],0
s8,1,0.002477,9.157571,[276 278] ; [33 66],[262.15313936 291.84686064] ; [46.84686064 52.15313936],0
p12,1,0.007394,7.174778,[ 57 498] ; [ 2 99],[ 49.91615854 505.08384146] ; [ 9.08384146 91.91615854],0
v3,1,0.01007,6.622545,[243 294] ; [31 68],[231.3490566 305.6509434] ; [42.6509434 56.3490566],0
s2,1,0.012347,6.260311,[307 246] ; [41 57],[295.61290323 257.38709677] ; [52.38709677 45.61290323],0
s7,1,0.015701,5.836108,[294 235] ; [41 56],[283.09105431 245.90894569] ; [51.90894569 45.09105431],0
d4,1,0.016867,5.710137,[460  95] ; [72 27],[451.46788991 103.53211009] ; [80.53211009 18.46788991],0
a3,1,0.022669,5.193692,[416 139] ; [64 36],[406.71755725 148.28244275] ; [73.28244275 26.71755725],0
a5,1,0.027327,4.870031,[427 130] ; [67 34],[418.17325228 138.82674772] ; [75.82674772 25.17325228],0
r2,1,0.034887,4.450703,[534  19] ; [92  8],[530.13476263  22.86523737] ; [95.86523737  4.13476263],0
n4,1,0.043739,4.066606,[497  60] ; [83 18],[490.97264438  66.02735562] ; [89.02735562 11.97264438],0
