Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.251298,[26  5] ; [34 60],[14.88 16.12] ; [45.12 48.88],1
s2,1,0.000107,15.004082,[21 10] ; [27 67],[11.904 19.096] ; [36.096 57.904],1
p10,1,0.000759,11.338128,[20 10] ; [29 62],[12.14876033 17.85123967] ; [36.85123967 54.14876033],1
s8,1,0.001961,9.585927,[16 15] ; [21 73],[ 9.176 21.824] ; [27.824 66.176],0
d3,1,0.004427,8.099807,[26  5] ; [52 42],[19.344 11.656] ; [58.656 35.344],0
d5,1,0.004846,7.935885,[29  2] ; [64 30],[23.064  7.936] ; [69.936 24.064],0
d4,1,0.004846,7.935885,[29  2] ; [64 30],[23.064  7.936] ; [69.936 24.064],0
r4,1,0.01193,6.321225,[25  6] ; [52 42],[19.096 11.904] ; [57.904 36.096],0
s4,1,0.013462,6.107412,[10 21] ; [12 82],[ 5.456 25.544] ; [16.544 77.456],0
a7,1,0.017556,5.639887,[26  5] ; [57 37],[20.584 10.416] ; [62.416 31.584],0
s7,1,0.020288,5.386927,[16 12] ; [28 58],[10.80701754 17.19298246] ; [33.19298246 52.80701754],0
p4,1,0.023536,5.128516,[15 15] ; [26 68],[ 9.91935484 20.08064516] ; [31.08064516 62.91935484],0
r2,1,0.024103,5.087179,[30  1] ; [74 19],[26.  5.] ; [78. 15.],0
p9,1,0.03043,4.684811,[20 10] ; [39 50],[14.87394958 15.12605042] ; [44.12605042 44.87394958],0
p2,1,0.033792,4.505218,[20 11] ; [40 54],[14.88 16.12] ; [45.12 48.88],0
b5,1,0.052866,3.748139,[22  9] ; [48 46],[17.36 13.64] ; [52.64 41.36],0
n6,1,0.057107,3.619459,[23  8] ; [51 42],[18.5 12.5] ; [55.5 37.5],0
n2,1,0.057811,3.599093,[11  3] ; [24 24],[7.90322581 6.09677419] ; [27.09677419 20.90322581],0
r3,1,0.058133,3.589856,[26  5] ; [62 32],[21.824  9.176] ; [66.176 27.824],0
v1,1,0.064037,3.42961,[15 16] ; [28 65],[10.75 20.25] ; [32.25 60.75],0
p3,1,0.066165,3.375681,[11 20] ; [18 75],[ 7.25 23.75] ; [21.75 71.25],0
p12,1,0.08919,2.888941,[ 2 29] ; [ 1 93],[ 0.744 30.256] ; [ 2.256 91.744],0
u1,1,0.092548,2.829478,[ 7 24] ; [10 84],[ 4.216 26.784] ; [12.784 81.216],0
b3,1,0.098262,2.733534,[ 4 14] ; [23 29],[ 6.94285714 11.05714286] ; [20.05714286 31.94285714],0
b2,1,0.098262,2.733534,[ 4 14] ; [23 29],[ 6.94285714 11.05714286] ; [20.05714286 31.94285714],0
a3,1,0.100269,2.70126,[23  8] ; [53 39],[19.15447154 11.84552846] ; [56.84552846 35.15447154],0
v4,1,0.117301,2.452997,[27  4] ; [69 25],[23.808  7.192] ; [72.192 21.808],0
s3,1,0.150764,2.064502,[16 15] ; [34 58],[12.60162602 18.39837398] ; [37.39837398 54.60162602],0
a5,1,0.15612,2.011408,[21 10] ; [50 44],[17.608 13.392] ; [53.392 40.608],0
