Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.251298,[26  5] ; [34 60],[14.88 16.12] ; [45.12 48.88],1
d2,1,0.177139,1.821469,[18 13] ; [41 52],[14.75 16.25] ; [44.25 48.75],0
a4,1,0.184745,1.759036,[16 15] ; [35 57],[12.85365854 18.14634146] ; [38.14634146 53.85365854],0
b1,1,0.192206,1.700626,[20 11] ; [48 46],[16.864 14.136] ; [51.136 42.864],0
s1,1,0.220488,1.501191,[ 1 29] ; [10 84],[ 2.66129032 27.33870968] ; [ 8.33870968 85.66129032],0
a8,1,0.239023,1.386345,[ 3 25] ; [ 4 83],[ 1.70434783 26.29565217] ; [ 5.29565217 81.70434783],0
p5,1,0.254863,1.296446,[ 3 28] ; [ 4 90],[ 1.736 29.264] ; [ 5.264 88.736],0
v3,1,0.286654,1.135271,[12 19] ; [25 63],[ 9.63865546 21.36134454] ; [27.36134454 60.63865546],0
n1,1,0.287762,1.130064,[7 6] ; [18 30],[5.32786885 7.67213115] ; [19.67213115 28.32786885],0
v2,1,0.321275,0.983747,[14 17] ; [32 59],[11.68852459 19.31147541] ; [34.31147541 56.68852459],0
a6,1,0.32213,0.98028,[19 12] ; [48 46],[16.616 14.384] ; [50.384 43.616],0
d1,1,0.324998,0.968726,[18 13] ; [45 49],[15.624 15.376] ; [47.376 46.624],0
n3,1,0.40599,0.690513,[8 6] ; [20 25],[6.6440678 7.3559322] ; [21.3559322 23.6440678],0
p6,1,0.438962,0.598995,[ 5 26] ; [10 82],[ 3.7804878 27.2195122] ; [11.2195122 80.7804878],0
r1,1,0.46815,0.526338,[22  9] ; [60 34],[20.336 10.664] ; [61.664 32.336],0
p8,1,0.534374,0.386067,[ 5 26] ; [20 74],[ 6.2 24.8] ; [18.8 75.2],0
a1,1,0.594564,0.283273,[ 2 29] ; [ 9 85],[ 2.728 28.272] ; [ 8.272 85.728],0
a2,1,0.678707,0.171585,[ 7 24] ; [18 76],[ 6.2 24.8] ; [18.8 75.2],0
n5,1,0.719783,0.1287,[17 14] ; [55 39],[17.856 13.144] ; [54.144 39.856],0
b4,1,0.865712,0.028598,[19 12] ; [56 38],[18.6 12.4] ; [56.4 37.6],0
n4,1,0.882073,0.022005,[18 13] ; [56 38],[18.352 12.648] ; [55.648 38.352],0
u2,1,0.892637,0.018216,[3 5] ; [14 26],[2.83333333 5.16666667] ; [14.16666667 25.83333333],0
u3,1,0.935485,0.006552,[3 5] ; [16 25],[3.10204082 4.89795918] ; [15.89795918 25.10204082],0
p1,1,0.984173,0.000394,[ 4 27] ; [12 82],[ 3.968 27.032] ; [12.032 81.968],0
